,ID,WRITER,CONTENT,TYPE,SCORE,CREATED_AT,len_content
13497,CNTS_000000000022771,프로가되자,투자대비 아쉽다카지노에 푸드코트 그리고 최고의 놀이공원 이었다면 제주 필수명소가 될텐데라이온스게이트는 할생각 없고,kakao,2.0,21.01.10.,63
13506,CNTS_000000000022771,.,모르겠다 무료로 다녀왔지만 다시 갈것같지 않다식당은 체인점들이고 비싸고 맛없다,kakao,2.0,20.02.05.,43
13505,CNTS_000000000022771,다이니,빅쓰리 이상 끊지않기를 추천왜냐하면 두개 타고 탈게 없었음 ㅎㅎ,kakao,2.0,20.06.04.,35
13512,CNTS_000000000022771,배미령,주년 할인가격으로 입장했습니다탈게 많이 없어요그럭저럭입니다,kakao,2.0,19.08.18.,32
13473,CNTS_000000000022771,지식클럽크레파스,초딩 이하 아이들은 모든게 신나죠,kakao,2.0,22.02.22.,18
13495,CNTS_000000000022771,오리 꽥꽥,탈것도 많이 없고 거의 문 닫음,kakao,2.0,21.01.25.,17
13496,CNTS_000000000022771,llllmqk, ,kakao,2.0,21.01.17.,1
13490,CNTS_000000000022771,......,관리가 안되었있다는게 한눈에 보입니다 놀이기구 겉면에 그림그려져 있는 페인트가 이미 오래되서 색깔이 흐려졌고 몇군데는 갈라져있습니다 이걸보면 지금 현재 관리 투자를 거의 안하고 있는게 보입니다 그리고 탈게 거의 없습니다 정말 탈거 없습니다 그리고 중국자본  이 들어간걸 그대로 보여줍니다 라바   게임장에 들어가면 동영상에 뜬금없이 진시황 불로초가 나옵니다 아이들이 보는데 뜬금없이 한국에  있는 놀이시설에 진시황 입구 근처에 있는 횟집은 가지마세요 별로 입니다,kakao,1.0,21.04.14.,258
13474,CNTS_000000000022771,러너,이런 중국기업은 우리나라에서 퇴출시켜야 합니다코로나 끝나면 중국인들 몰려오겠죠쓰레기버리고 중국자본에 중국사람이 운영하는 중국호텔 리조트 중국 면세점에서 돈쓰고가겠죠과연 이런 중국인들이 한국에오면 얼마나 국익에 도움이 될까요우리제주는 우리가 지켜야합니다안그러면 정말 중국땅되요,kakao,1.0,22.01.20.,153
13488,CNTS_000000000022771,ji,빅를 돈주고 자유이용권으로 업그레이드 했는데 개밖에 못탔어요 살 아이 탈 수 있는건 죄다 점검중이더라구요 재밌는건 다 점검중이거나 센치 이상 탑승,kakao,1.0,21.05.25.,81
13458,CNTS_000000000022771,선우파파,알바생분들 힘내세요ㅠ 애들한테 짜증내지말아주세요특히 라바를 찾아서비오는데 갈데도 없는데 기다리실꺼냐고 몇번을 묻고 짜증내나,kakao,1.0,22.11.20.,68
13480,CNTS_000000000022771,최성환,별 한개도 아까움 공짜라고 해서 갔다가 인간 원심분리기 같은거 타고 하루종일 멀미 ㅠㅠ왜 텅 비었는지 절실히 느끼고옴,kakao,1.0,21.08.19.,65
8564,CNTS_000000000022752,......,오름전망은 별로 없음 약도 지도를 엄청 복잡하게 만들어서 이게 뭔가 싶은데 한라산둘레길이 지나기때문이고 오름둘레길 한가운데를 팍잘라 정상지나는 코스가 있어서 그럼 걸어보니 지도이해함 그냥 둘레길만 걸으며 이승이숲길 이렇게 이름지어도 밀리지 않는 흥미로운 숲길 정상오르는 계단에 누가 까지 번호 써뒀든데 보니까 개마다 써있네요 계단정도 올라야 정상 ㅎ,kakao,5.0,21.09.12.,195
8561,CNTS_000000000022752,sd,정상뷰 없어서 정상뷰 올려요아래코스로 돌경우 정상 금방올라가요계단좀 있어요정상 삼불감시초소 위로 올라가시면 정상뷰 감상 가능 뷰는 약간아쉽죠 그럼 그대로 둘레길 돌아보시면 좋습니다내려가는 숲길도 아름답네요별로 유명하지 않아서 더 좋은곳,kakao,5.0,22.02.26.,131
8566,CNTS_000000000022752,호vs불호,서성로에서 이곳까지 들어오는 길부터가 감동임 봄에 흐드러지게 핀 벚꽃과 아기자기 동백나무길 양옆의 한가로워 보이는 목장풍경 또 근처에 숨은 비밀의 숲도 장관임,kakao,5.0,21.03.22.,88
8565,CNTS_000000000022752,은아짱,봄이면 꼭 와야하는 오름 ㅎㅎ입구부터 입이 쩍 벌어집니다정상보다는 둘레길을 추천하고 비온뒤엔 헤그문이소 좋아요단 뱀이 많아 주의하시길,kakao,5.0,21.08.11.,74
8555,CNTS_000000000022752,ok차박 전국투어,차박 이승악유튜브 검색하시면 동영상 올렸습니다 제주어로 삭을 이승이어 이슴같다고 전망대곳 방목하는소 마리봄뷰는점,kakao,5.0,22.11.04.,62
8568,CNTS_000000000022752,이센스,난이도 하 짧은 거리에 정상에 오를수 있어 좋았어요걷기싫어ㅜ하는 저도 둘레길까지 충분히 걸었으니 말이에요,kakao,5.0,20.12.26.,58
8554,CNTS_000000000022752,탄탄의 모험,날씨가 어마어마해서 더 멋졌고 정상뷰도 살짝 나무에 가리지만 괜찮았어요 둘레길은 더 좋지요,kakao,5.0,22.11.23.,50
8557,CNTS_000000000022752,맛집투어,밥 먹고 걷기 좋았어요 근처 서귀포 몸국 고사리해장국 먹고 감 추천해요,kakao,5.0,22.10.17.,39
8562,CNTS_000000000022752,ㅎㅅ,최고의 자연환경정상보다 둘레길추천감탄의연속,kakao,5.0,22.01.19.,23
8556,CNTS_000000000022752,석원,삼나무길 뱀 조심 하세요,kakao,5.0,22.10.22.,13
8563,CNTS_000000000022752,신성진,또 가보고 싶은곳,kakao,5.0,21.11.04.,9
8569,CNTS_000000000022752,권동채,편하게 산책하기,kakao,5.0,20.11.02.,8
8570,CNTS_000000000022752,송키, ,kakao,5.0,20.04.01.,1
8553,CNTS_000000000022752,ㅇㄴㄷ,이승악으로 네비치면 한라산 도로 한 가운데로 나오는데 절대 못가요 이승악 편의점 주변 통해서 갈 수 있는데 자세한 건 검색해보세요 날씨가 흐려서 자연이 안이뻐서 올라가다 말고 소 구경했는데 좋았음,kakao,4.0,22.12.09.,109
8558,CNTS_000000000022752,슝,봄에 이쁠듯 정상뷰살짝아쉽 둘레길 괜춘,kakao,4.0,22.08.19.,21
8559,CNTS_000000000022752,cromej,입구에서 소들을 바라보는게 제일 좋다,kakao,4.0,22.06.20.,20
8567,CNTS_000000000022752,강남희, ,kakao,4.0,21.02.24.,1
8571,CNTS_000000000022752,Hongjaepd, ,kakao,4.0,20.02.17.,1
8560,CNTS_000000000022752,Sooon,정상 안가고 입구에서 발만 담그고 옴ㅋㅋ 벚꽃이 듬성듬성 나있어서 사진에 담긴 모습이 좀 아쉬웠음,kakao,3.0,22.04.03.,54
470,CNTS_000000000022737,192838,효소찜질이 너무너무 좋아요제주도 올때마다 이용할거 같아요 ㅎㅎㅎㅎㅎ부모님이 너무 좋아하셨어요원래는 예약하고 가야하는데 사람이 없을때 가서 바로 하고 좋았습니다,kakao,5.0,23.01.26.,88
473,CNTS_000000000022737,ㅎㅅㅎ,여기 편백나무 효소 찜질방과 족욕 있는데 너무 좋아요 피로회복 면역력 증진에 좋대요 사장님이 관리 섬세하게 잘 하세요 제주 여행 필수 코스,kakao,5.0,22.05.08.,77
475,CNTS_000000000022737,김상열,제주도 여행 본거지 이곳으로 잡고 곳곳을 여유롭게 다닌다제주 최고의 가성비와 친절한 사장님 눈웃음  카,kakao,5.0,20.08.03.,57
474,CNTS_000000000022737,김건아 헤드비제,좋아요,kakao,5.0,22.02.25.,3
472,CNTS_000000000022737,왈왈왈왈왈,가기전에 문자통화 한통도 없이 공지사항에 시까지 입실이라 한줄로 공지되어있습니다직장상사에게 욕먹고 화풀이하는듯한 호통 전화 안들으시려면 꼭 숙지하여 주세요아 물론 제 경험담입니다,kakao,1.0,22.06.05.,99
471,CNTS_000000000022737,앞만보고가서,시설도 불만족 직원 태도도 불만족입니다 다시는 안갑니다,kakao,1.0,22.09.13.,30
11741,CNTS_000000000022736,김두현, ,kakao,5.0,19.11.12.,1
11742,CNTS_000000000022736,KOH.YUNG.KUN, ,kakao,5.0,19.11.01.,1
11740,CNTS_000000000022736,성실이,쵸콜렛을 누가 줘서 먹어봤는데 달지 않아서 자꾸 손이가네요달면 금방 질려서 안 먹게 되는데 여기 쵸콜렛은 달지 않게 잘 만들어서 많이 먹게될까봐 그게 문제임ㅋ  그래서 몇가지 주문하려고 홈페이지에 들어와 봤어요,kakao,4.0,20.12.17.,117
959,CNTS_000000000022726,SsM,서바이벌 꼭 해봐야함 정말 실감 나네요 가상인줄 알면서도 스릴있어요 여기 갔다와서 서바이벌 또 경험하러 강남역 갔다옴,kakao,5.0,19.12.20.,65
958,CNTS_000000000022726,클라렌스, ,kakao,5.0,21.10.11.,1
957,CNTS_000000000022726,n.Eugene,개최악 재밋어 보이는건 다 고장 또는 주말만 운행하는듯,kakao,1.0,22.08.23.,30
478,CNTS_000000000022721,356,보통입니다 재방문은 안할듯해요 미취학 아이들 데리고 갔는데 열심히 놀아서 시간 보냈습니다시 오픈인데 시 분이 되서야 매표소 직원이 와서 좀 기다려야했습니다 근데 죄송하단 얘기도 없고 한손에 테이크아웃 커피를 들고 오시는게 썩 유쾌하진 않았네요 ㅠ 늦었는데 커피 사오시는 여유라니 ㅠ,kakao,3.0,22.03.21.,157
483,CNTS_000000000022721,맏인가?,어른의 시선으로 보기엔 허접하고 낡고 중구남방 이거저거  잡동사니 모아놓은거 같지만 세 미만 애들은 엄청 좋아해요  유료체험 탑승로봇은 처음보는 놀이기구이고 야외 잔디썰매장은 시간 가는줄 모름 마지막날 시간  때우기최고,kakao,3.0,19.04.26.,122
479,CNTS_000000000022721,jh,관리가 많이 미흡합니다 에어바운스쪽 공기는 아주 안좋아요,kakao,2.0,21.07.25.,31
480,CNTS_000000000022721,사랑찬송요셉아빠, 까지 영업시간이라 써놓고 에 실내 에어바운스 애들 놀고 있는데 에어컨 끄면서 분에 퇴장하라함 매표소에 로 써있지 않냐고 물으니 직원들 퇴근시간이라함 그러면서 분에 문잠그고 가버림 비추입니다 절대가지 마세요,kakao,1.0,21.06.08.,115
481,CNTS_000000000022721,라미97,연중 무휴 라더니홈페이지 공지도 없이 문닫으면한시간 걸려서 온 우리는 뭐가 되냐,kakao,1.0,20.09.08.,44
482,CNTS_000000000022721,alice,완전 별로에요돈 아까워요애들도 별로 그닥 안좋아해요,kakao,1.0,19.07.19.,28
6631,CNTS_000000000022681,sd,인생올레길특히 수월봉부터 생이기정까지는각도별로 변하는 차귀도를 감상할 수 있습니다이곳만 액기스로 즐기실려면 당산봉용수리포구 정도만 걸으셔도 좋습니다,kakao,5.0,22.05.18.,82
6625,CNTS_000000000022681,ㄱ도엽,밑에 분 말대로 이 좌표보다 북쪽으로 분 정도 더 걸어야 모든 절경을 경험가능꽤 걸어야하지만 후회 없음,kakao,5.0,23.02.03.,57
6639,CNTS_000000000022681,호vs불호,제주에 여행을 왔다면 산다면 있다면절대 꼭 가봐야할 곳 중 한 곳 어떤 말로도 표현하기가 초라해진다,kakao,5.0,20.10.30.,55
6634,CNTS_000000000022681,프시케(Psyche),올레길 완주 하면서 일몰 지는 당산봉생이기정길은 정말 잊을수가 없네요 정말 아름다운 길,kakao,5.0,21.10.26.,48
6637,CNTS_000000000022681,슈풍크,거친파도가 치던 년전 그 생이기정길은 지금도 생생합니다,kakao,5.0,21.04.25.,30
6641,CNTS_000000000022681,Vin.,차귀도 모습도  아름답고 올레길 또한 아주 예뻐요,kakao,5.0,20.10.17.,27
6640,CNTS_000000000022681,정명준,올레 코스의 하이라이트 차귀도의 아름다움,kakao,5.0,20.10.23.,22
6633,CNTS_000000000022681,김민주,무조건 일몰 보러 가세요 장관입니다,kakao,5.0,21.12.05.,19
6626,CNTS_000000000022681,검은콩,새 절벽 바다 ㅡ 생이기정 바당,kakao,5.0,22.11.11.,17
6630,CNTS_000000000022681,안영아,코스의 킥은 여기,kakao,5.0,22.07.15.,9
6635,CNTS_000000000022681,호엥,뷰 최고의 올레길,kakao,5.0,21.07.08.,9
6636,CNTS_000000000022681,메롱,원 오브더 원탑,kakao,5.0,21.06.13.,8
6638,CNTS_000000000022681,snowmass,추천,kakao,5.0,20.11.04.,2
6629,CNTS_000000000022681,정은선.카이로필라핏.요가하루, ,kakao,5.0,22.09.16.,1
6627,CNTS_000000000022681,참외,카카오맵 기준으로 찍힌 곳보다 더 북쪽으로 진행해 카페 인근까지 가야 원하시는 장소가 나옵니다,kakao,4.0,22.11.11.,52
6642,CNTS_000000000022681,박주상,올레코스 마지막 난코스막바지 체력이 바닥 날때쯤 노을이숨을 멎게하네요,kakao,4.0,19.06.05.,38
6632,CNTS_000000000022681,란이,좋아요,kakao,4.0,22.04.16.,3
6628,CNTS_000000000022681,메리츠화재이상환, ,kakao,3.0,22.10.23.,1
2543,CNTS_000000000022542,앙큼꾸숑,스노쿨링 하러갔는데 사람이 많아 그런가 물고기는 있지만 물이 그리 맑진않아서 잘안보여요여긴 다이빙 맛집이네요아이들도 처음 다이빙 맛을 알아서 세시간 다이빙하다가 갔네요점심쯤엔 낮다가 시쯤되니 물이 꽤 깊어져요 그래도 다이빙하기엔 언제가도 재밌을듯햇빛피할곳이  없으니 우산이라도 챙겨가면 좋아요,kakao,5.0,21.08.21.,163
2546,CNTS_000000000022542,fobb,제재가 심한 편도 아니라서 수영과 다이빙하기에 매우 좋은 곳 다만 포구인지라 만조쯤되면 발이 땅에 닿는 곳이 없어 수영 조금이라도 불안한 분들은 필히 구명조끼나 튜브 대여 꼭 할 것 안그러면 언제한번 여기 사고 날 삘,kakao,5.0,21.08.06.,121
2535,CNTS_000000000022542,!,처음 가봤는데 패들보드도 타고 스노클링할 때 멸치떼랑 이름 모르는 물고기떼 엄청 많이 봤다 그냥 갔으면 아쉬울 뻔 장비대여하는 곳이 있으니 수영복만 입고가도 잘 놀 수 있다 온수샤워원,kakao,5.0,22.06.02.,102
2540,CNTS_000000000022542,정소영,스노클링 맛집까진 아니구요  물고기가 없어서리  그냥 바다수영하기 넘 좋아요  물도맑고 강쥐들이랑 같이오는 분들 많아서 구경하는 재미도 있어요 수영했는데 물 많이 차갑지 않습니다,kakao,5.0,21.09.17.,99
2548,CNTS_000000000022542,bduekjgg,월말 오후시쯤 갔는데물이 깊어서 키 도 발이 안닿는 정도였어요오히려 어린아이들 별로 없어서 좋았고구명쪼끼천원수경스노쿨링천원오리발천원 대여가능해서 좋았어요,kakao,5.0,21.07.04.,85
2542,CNTS_000000000022542,전주인,무료로 이만큼 놀만한 곳 흔치 않다생각보다 물도 맑아 스노클링하기 괜찮음딸이 초딩인데 무서워하지 않고 좋아함다음에도 꼭 방문하고 싶다,kakao,5.0,21.08.26.,74
2550,CNTS_000000000022542,Lauren Yoon,근처에 숙소가 있으신 분들에게 완전 강추 적당히 놀고 스노클링 하기에 좋았고무엇보다 바다 색이 너무 예뻤음,kakao,5.0,21.06.20.,59
2532,CNTS_000000000022542,yul_jjing,날이 안좋았는데도 푸른빛이 도는 포구였어요 안전요원있지만 수심 깊어 조심하세요 물은 많이 짜요ㅋㅋㅋㅋ,kakao,5.0,22.07.15.,56
2561,CNTS_000000000022542,카맵하이에나,수영은 안하고 근처가서 사진만 찍었는데 지나가는 길이라면 들러서 사진찍는거 추천 이쁘게나옴,kakao,5.0,19.09.28.,50
2549,CNTS_000000000022542,neud,존잼 존예도구 대여료 완전 쌈주변 영업장에서 온수샤워 가능한거 개꿀,kakao,5.0,21.06.30.,37
2552,CNTS_000000000022542,효자동불효자,깨끗한바다에 맛집도많고 놀고먹기 최고였네요,kakao,5.0,21.06.09.,23
2563,CNTS_000000000022542,haha,수영하기 너무 좋네요,kakao,5.0,18.08.03.,11
2556,CNTS_000000000022542,dydy,수영하고싶은곳,kakao,5.0,21.02.06.,7
2545,CNTS_000000000022542,포뇽뇽이, ,kakao,5.0,21.08.10.,1
2559,CNTS_000000000022542,박성혁 (Simon.park),물은 탁하지만 수영하는 재미가 있는곳 하지만 에서 하나 같이 찬양하는 환상은 없는 바다 그냥 동네 수영장 느낌 장비대여 샤워시설이 한번에 붙어있어서 편리하고 그늘막도 대여 가능 나름 주차도 넉넉한편입니다,kakao,4.0,20.08.11.,113
2560,CNTS_000000000022542,귤탱,뭐랄까 바다수영장 느낌 유명한곳이다보니 입구에 유료평상이며 장비렌탈이며 샤워장이 잔뜩 있다    주차가힘들거같다,kakao,4.0,20.07.18.,62
2529,CNTS_000000000022542,노,파도가 없어 바닷물에 둥둥 떠다니기 좋으나 바닷속 볼만한 것은 없음,kakao,4.0,22.07.29.,37
2544,CNTS_000000000022542,宇宙一波,방파제를 이용한 해수수영장허리 정도 깊이로 안전한 풀장주차가 어렵다,kakao,4.0,21.08.18.,37
2539,CNTS_000000000022542,기봉,제주 느낌이 물씬 풍기지만 스노쿨링하러 올 정도는 아님,kakao,4.0,21.10.18.,30
2537,CNTS_000000000022542,쿔쿔,물고기가 없이 조금 아쉽지만 걍 놀기 좋음,kakao,4.0,22.03.20.,23
2541,CNTS_000000000022542,윤동해,노을이 아름답습니다 ,kakao,4.0,21.09.11.,11
2536,CNTS_000000000022542,후니,스노클링 스팟,kakao,4.0,22.04.30.,7
2562,CNTS_000000000022542,권현지,조아요,kakao,4.0,19.06.02.,3
2538,CNTS_000000000022542,ㅇㅅㅇ, ,kakao,4.0,22.02.26.,1
2565,CNTS_000000000022542,박선식, ,kakao,4.0,16.03.09.,1
2534,CNTS_000000000022542,☆5최고☆4좋아☆3가끔☆2한숨☆1,물 빠진날 방문밑으로 내려가는 사다리 조심 또 조심 하세요중간에 이빨빠진 사다리 있어서 크게 다칠수 있습니다본인이 거기에 손가락 크게 베여 여행 내내 고생 함방문하시기전 물때 잘 보고 가세요물 들어올때는 모르겠으나 빠질때는 굳이 방문할 이유가 없어 보임,kakao,3.0,22.06.19.,141
2525,CNTS_000000000022542,오닉,오전에 가셔야 주차하기가 편해요 오후에 오신다면 주차하느라 고생하실거에요 사다리도 병목현상이 심해서 사용하기도 쉽지 않고 수심이 깊다는것 빼고는 큰 메리트는 없는것 같아요,kakao,3.0,22.09.10.,95
2528,CNTS_000000000022542,물,반대 끝 쪽 뷰여기 포구 입구에선 텐트대여도 잇고 여러 물놀이 장비들 빌리는 가게 잇어요다이빙 장소인가봐여 다들 다이빙 하면서 놈입구랑 끝쪽은 느낌 다름,kakao,3.0,22.08.12.,85
2531,CNTS_000000000022542,읹,아침일찍 가서 나름 사람없어서 재밌게 놀긴했지만 시 넘어가면 사람 몰려와요 남자친구 사다리 올라오다가 다쳐서 여행 일주일내내 고생중이네요 다들 조심하세요,kakao,3.0,22.07.23.,85
2533,CNTS_000000000022542,개구연이의 솔직리뷰,꼭 만조때 가세요그리고 볼거 별루없어요바닷속에 볼거 별루없어서 좀 더 나가서 다이빙 하려했는데 급식 양산형 투블럭 안전요원이 막더라구요,kakao,3.0,22.07.03.,75
2554,CNTS_000000000022542,깜,포구 끝자락에 풍차해안이 보여서 운치있고 굳이 신창풍차해안까지 안가도 일몰 감상에도 좋음주변에 식당많아 즐기기에도 나쁘지 않은 듯,kakao,3.0,21.04.27.,72
2564,CNTS_000000000022542,우여강,그냥 그래요 모래가 너무 많아서 물고기를 잘 못보는,kakao,3.0,18.07.15.,28
2547,CNTS_000000000022542,내돈내산,만조시간에 맞춰서 와야 좋음 물때 확인하고 오세요,kakao,3.0,21.07.23.,27
2524,CNTS_000000000022542,하릅, ,kakao,3.0,22.11.25.,1
2551,CNTS_000000000022542,😋, ,kakao,3.0,21.06.09.,1
1224,CNTS_000000000022459,먹고노는게제일좋아,서쪽에서 산방산공영주차장안덕면 사계리  찍고 가다보면 산방산 정면으로 보이는 유채꽃밭 나와요 입장료는 원 년 월 일 기준 유채꽃 아직 있었습니다 봄 필수코스 인정,kakao,5.0,22.03.27.,90
1242,CNTS_000000000022459,bella.see,날이 궂은 날 방문해 하늘이 흐려서인지 더 신비로웠어요 바람이 많이 불어 추워서 오래 머물진 못해서 아쉽네요 잘 좋을때 잘 갖추어입고 올라보고 싶은 곳,kakao,5.0,21.05.30.,84
1219,CNTS_000000000022459,drgz,가까이 가면 갈수록 웅장하다 못해 그 기세에 눌려 무서워짐 그리고 그 느낌은 사진에 절대 안 담김 등산이 가능했으면 무조건 올랐을 것,kakao,5.0,22.06.26.,74
1237,CNTS_000000000022459,JS,제주 여행할때마다 드라이브 코스로 지나가다가 보는데 항상 느끼지만 크고 웅장한 것이 아주그냥 멋져버립니다,kakao,5.0,21.06.24.,58
1251,CNTS_000000000022459,성슈,뒤로는 산방산 앞으로는 용머리해안과 탁트인 바다를 보면 일상의 찌듬이 날라가는 기분  앞에 절도 좋습미다,kakao,5.0,21.02.23.,58
1253,CNTS_000000000022459,xi자이자식아,산방산 근처 유채꽃들이 되게 이뻐요꽃밭에 들어가서 촬영 하려면입장료 인당 천원인데절대 아깝지 않네요,kakao,5.0,21.02.05.,55
1209,CNTS_000000000022459,ok차박 전국투어,차박 산방산유튜브 검색하시면 드론동영상 올렸습니다 올라갈수없는 산방산드론으로 올라가 보았습니다,kakao,5.0,22.11.10.,52
1213,CNTS_000000000022459,오팔반지,그냥 밑에서 올려다 보기만 해도 웅장함 성산일출봉 봤을때와 같은 감동이 제주에 꼭 와야하는곳,kakao,5.0,22.08.30.,51
1232,CNTS_000000000022459,추억과 함께,산방산은 등산하는 것도 좋지만 마을에서 산방산을 바라보는 배경도 너무 예쁩니다 강축,kakao,5.0,21.08.22.,46
1241,CNTS_000000000022459,우라까이,웅장한 모습 정말 멋있습니다 송악산산방산 코스는 제주 올때마다 찾게 될듯합니다,kakao,5.0,21.06.03.,43
1262,CNTS_000000000022459,roy shin,진짜 멋진산 가까이서 볼수있음 좋겠음용머리 해안이 막혀 있어서 아쉬움,kakao,5.0,20.09.20.,38
1267,CNTS_000000000022459,권혁주,몇번가도 좋네요 산방사하고 용머리해안까지 가면 점 넘습니다,kakao,5.0,20.07.12.,32
1247,CNTS_000000000022459,구석,현무암질 마그마는 흐물흐물유문암질 마그마는 끈적끈적,kakao,5.0,21.04.04.,28
1277,CNTS_000000000022459,Psr,내가 제일 좋아하는 장소용머리해안에서 쳐다보면 최고,kakao,5.0,18.09.04.,28
1229,CNTS_000000000022459,그렇군요,멀리서 보면 고만고만해 보이나 앞에서보면 완전 큼,kakao,5.0,21.12.11.,27
1268,CNTS_000000000022459,릴,제주도 왔는데 산방산을 안갔다  정말 어리석은 짓,kakao,5.0,20.07.12.,27
1216,CNTS_000000000022459,끌림,전설이 깃든 산방산나의 제주도 제일경 산방산,kakao,5.0,22.08.07.,24
1271,CNTS_000000000022459,귤탱,멋진 경관 용머리 해안 주차장쪽에서 잘 찍힘,kakao,5.0,20.06.06.,24
1279,CNTS_000000000022459,오수경,멋져요 전망이 좋고 모양이 신기한 산,kakao,5.0,18.03.04.,20
1211,CNTS_000000000022459,매기,보기만 해도 포근하고 든든해지는 산,kakao,5.0,22.10.02.,19
1228,CNTS_000000000022459,soon,좋았어요 근처 온천은 너무 낡았어요,kakao,5.0,22.01.26.,19
1256,CNTS_000000000022459,뿡,실제로 가까이서 보니 꽤나 웅장하다,kakao,5.0,20.12.08.,19
1263,CNTS_000000000022459,월매산악회 '남하당',예전부터 제주도 대표관광지중 하나,kakao,5.0,20.08.29.,18
1260,CNTS_000000000022459,하루,좋은 날씨와 멋진 산방산,kakao,5.0,20.10.11.,13
1215,CNTS_000000000022459,고호,웅장합니다 멋져요,kakao,5.0,22.08.16.,9
1222,CNTS_000000000022459,진가사리,넘 예뻐요 ㅠ ㅠ,kakao,5.0,22.05.08.,9
1266,CNTS_000000000022459,Hyun-jong Kim,안개낀날 좋았음,kakao,5.0,20.07.13.,8
1269,CNTS_000000000022459,이윤재,웅장함 그 자체,kakao,5.0,20.07.10.,8
1282,CNTS_000000000022459,Ryu용환,모슬포 산방산,kakao,5.0,16.08.14.,7
1218,CNTS_000000000022459,오리,꼭 가보세요,kakao,5.0,22.07.31.,6
1265,CNTS_000000000022459,두부는두부다,산방산 최고,kakao,5.0,20.08.11.,6
1257,CNTS_000000000022459,레게,남자의 산,kakao,5.0,20.11.11.,5
1245,CNTS_000000000022459,ㆍ,이쁘죠,kakao,5.0,21.05.05.,3
1274,CNTS_000000000022459,ckV60,산방산,kakao,5.0,19.09.24.,3
1212,CNTS_000000000022459,세네카, ,kakao,5.0,22.09.29.,1
2725,CNTS_000000000022377,배고픈 인삼이,성산포항에 캐리어보다는 작은 짐 보관할 수 있는 보관함이 있고 성산포항 안에 있는 가면 캐리어 맡아줍니다 덕분에 편하게 여행할 수 있었어요,kakao,5.0,21.10.31.,77
2730,CNTS_000000000022377,milestone,우도 가기 전에 꼭 이 곳에 오늘 배가 뜨는지 전화해보고 가셔야 합니다비가 오거나 파도가 높으면 배가 안 뜨네요ㅜ,kakao,5.0,21.06.18.,63
2728,CNTS_000000000022377,끄적끄적,최신 배정보 올려놓을게요전 이 배 탈 때마다 우도를 핑계로 배 타는 느낌이라 너무 좋아요 ㅎㅎ,kakao,5.0,21.07.29.,52
2723,CNTS_000000000022377,둠,표 구매부터 배 타는 것 까지 간단하고 좋았습니다,kakao,5.0,22.07.05.,27
2722,CNTS_000000000022377,gogglezp,            ,kakao,5.0,22.07.31.,12
2721,CNTS_000000000022377,춘계, 배 시간 참고하세요,kakao,5.0,23.01.31.,11
2732,CNTS_000000000022377,동매,담엔 꼭 오리,kakao,5.0,20.08.19.,7
2735,CNTS_000000000022377,김준성, ,kakao,5.0,20.01.07.,1
2737,CNTS_000000000022377,이지희 Jenny, ,kakao,5.0,19.01.27.,1
2724,CNTS_000000000022377,윤자영, ,kakao,4.0,22.01.08.,1
2729,CNTS_000000000022377,., ,kakao,4.0,21.06.22.,1
2736,CNTS_000000000022377,.,우도들어가는 배도 탈수있어요 잠수함 제트보트도 탈수 있어요주차비는 하루에 원 끝나고 성산짬뽕 가세요 거기 가성비 갑입니다,kakao,3.0,19.11.11.,67
2738,CNTS_000000000022377,DS, ,kakao,3.0,19.01.04.,1
2726,CNTS_000000000022377,jh,성산항 안에 있는 기념품샵에서 제주한라봉타르트랑 땅콩타르트 구매했습니다 일단 카운터에 있던 분 정말 불친절하시고요 타르트 과대포장이 장난아닙니다 아버지께서 먹던거 준거냐고 하실정도입니다 맛은 먹을만 한데 과대포장이 진짜 너무 심하네요,kakao,2.0,21.10.02.,130
2727,CNTS_000000000022377,LHJ,배 탈때 안내해주는 분연세 좀 많은 남성이 화내듯이 말씀하셔서 좀 만 부드럽게 대해 주시면 즐거운 여행이 될거 같습니다,kakao,2.0,21.09.13.,66
2733,CNTS_000000000022377,skimw,주차장 분 이내 무료입니다참고하시길,kakao,2.0,20.07.18.,19
2731,CNTS_000000000022377,요미꿈,추가요금이 너무 비싸요 ㅠㅠ,kakao,1.0,20.11.23.,15
2734,CNTS_000000000022377,상상바람,주차요금 바가지입니다ㅋ,kakao,1.0,20.07.08.,12
5591,CNTS_000000000022282,MJ,디스커버제주 액티비티들 해봤는데 너무 재밌고 신나는 경험이었습니다 돌고래도 만나고 호핑투어도하고 별밤사진도 찍었어요,kakao,5.0,22.06.27.,64
5590,CNTS_000000000022282,킹소다,사장님 친절하시고 재미있고 돌고래 엄청많이 보고 돌아오는길 배로 재미있게 해주셔서 좋은추억 만들고 갑니다,kakao,5.0,22.10.01.,58
5592,CNTS_000000000022282,Jonah Jin Her, ,kakao,5.0,22.06.27.,1
5593,CNTS_000000000022282,k, ,kakao,5.0,22.06.27.,1
5594,CNTS_000000000022282,지구는소중하다,창피한줄 알아라 무고한 동물괴롭히는것들,kakao,1.0,21.10.01.,21
3645,CNTS_000000000022257,쭈,맑고 투명한 바다위에서 투명 카약을 탓던건정말 신의 한수였어용너무좋았어용 남자친구랑좋은 추억 만들고가서 기뻐용,kakao,5.0,21.05.17.,61
3652,CNTS_000000000022257,Chagal,국내 최초 전기차 배터리 재사용 기반 충전 스테이션,kakao,5.0,19.08.10.,28
