관련 태그 전체,콘텐츠 ID,콘텐츠명,주소,도로명주소,태그,간단소개,위도,경도,우편번호,전화번호,썸네일 이미지경로
"민박,공용주차장,현금결제,화장실,아주 어려움",CONT_000000000500881,민박바당집,제주특별자치도 제주시 한림읍 협재리 1708-1,제주특별자치도 제주시 한림읍 협재1길 12,"민박,숙소,농어촌민박,휴양펜션,펜션,협재해수욕장,독채,바비큐,가족,온돌방,공공와이파이존,해수욕장","협재 해수욕장과 맞닿은 시골 할머니집, 독채민박 바당집",33.3965751,126.2425147,,010 - 3639 - 6712 ,
"커플,친구,아이,펜션,복층,금능해변,금능해수욕장,편의점",CNTS_200000000009274,우연히 행복해지다,제주특별자치도 제주시 한림읍 금능리 2088-54,제주특별자치도 제주시 한림읍 한림로 224,"커플,친구,아이,펜션,복층,금능해변,금능해수욕장,숙소,가족",금능해수욕장 근처에 위치한 제주도펜션,33.3866166,126.2317794,,010-3851-8279,
"안전인증숙소,휴양펜션,펜션,공공와이파이존,조식 포함,갯벌체험학습장,해변,해수욕장,수상레저,문화관광,안전인증민박,공용주차장,현금결제,카드결제,무료 WIFI,편의점,음료대,아주 어려움",CONT_000000000500931,성산우리집 펜션,제주특별자치도 서귀포시 성산읍 성산리 300,제주특별자치도 서귀포시 성산읍 한도로255번길 9,"안전인증숙소,휴양펜션,펜션,공공와이파이존,조식 포함,갯벌체험학습장,해변,해수욕장,수상레저,문화관광,안전인증민박",성산일출봉과 우도 근처에 위치한 성산일출봉펜션 성산 우리집입니다.,33.466977,126.9344586,,064-784-3879,
"휴식/힐링,공용주차장,화장실,무료 WIFI",CNTS_000000000022137,민준채,제주특별자치도 제주시 한림읍 월령리 349-1,제주특별자치도 제주시 한림읍 월령3길 27-5,"휴식/힐링,숙소,휴양펜션,펜션,단체여행객,수영장,바비큐,공공와이파이존,해수욕장,독채,수상레저,노래방,스파,스파밸리(온천)",3층의 고급 주택을 단독으로 이용하실 수 있는 독채형 펜션,33.377766,126.21604,63010,010-2019-7876,
"숙박,현금결제,카드결제,화장실,무료 WIFI,흡연구역,카드결제,현금결제,,영어,,없음,동반불가능,없음,흡연구역제공,,,없음",CNTS_200000000014346,이디완,제주특별자치도 제주시 이호일동 481,제주특별자치도 제주시 백포서3길 1,"숙박,숙소,펜션,한옥",제주 전통 독채 돌담집 ,33.5016805,126.457435,63108,010-8567-5851,
"휴식,펜션,휴양펜션,바비큐,해수욕장,가족,고향민박,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CONT_000000000501069,제주필하우스 조천,제주특별자치도 제주시 조천읍 북촌리 1586-1,제주특별자치도 제주시 조천읍 일주동로 1415,"휴식,펜션,휴양펜션,바비큐,해수욕장,가족,고향민박",창 밖으로 푸른 바다를 볼 수 있는 전망을 가진 가족형 펜션,33.545048,126.68642,63339,064-783-4900,
"펜션,숙소,조식,공공와이파이존,단체여행객,해수욕장,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,쉬움",CNTS_000000000022943,시땅,제주특별자치도 제주시 애월읍 고내리 503-1,제주특별자치도 제주시 애월읍 고내북동길 47,"펜션,숙소,조식,공공와이파이존,단체여행객,해수욕장",예쁜 정원과 건물이 매력적인 펜션,33.46887,126.34275,63046,064-799-7978,
"호텔,숙소,서귀포,단체여행객,주차장,발렛파킹,공공와이파이존,무장애여행,편의시설,수영장,비즈니스센터,공용주차장,현금결제,카드결제,무료 WIFI,유도 및 안내시설,경보 및 피난시설",CNTS_000000000020549,서귀포JS,제주특별자치도 서귀포시 법환동 745-5,제주특별자치도 서귀포시 김정문화로 51,"호텔,숙소,서귀포,단체여행객,주차장,발렛파킹,공공와이파이존,무장애여행,편의시설,수영장,비즈니스센터",서귀포시에 위치한 깔끔한 객실과 편리한 교통을 자랑하는 호텔,33.2514209,126.5103816,,064-802-3000,
"숙소,민박,농어촌민박,온돌방,독채,주방기구,자연경관,공용주차장,화장실,무료 WIFI",CNTS_000000000021308,더들집,제주특별자치도 제주시 구좌읍 동복리 1607,제주특별자치도 제주시 구좌읍 동복로1길 23-3,"숙소,민박,농어촌민박,온돌방,독채,주방기구,자연경관","제주 바다를 더 가까이, 더 자세히 보고싶다면",33.554398,126.71296,63347,010-3007-8256,
"펜션,숙소,휴양펜션,힐링쉼터,자연경관,힐링,독채,공용주차장,무료 WIFI",CNTS_000000000022734,게으르게,제주특별자치도 제주시 조천읍 함덕리 3377-1,제주특별자치도 제주시 조천읍 신북로 410,"펜션,숙소,휴양펜션,힐링쉼터,자연경관,힐링,독채",함덕해수욕장에 가까이 위치한 가족형 독채펜션,33.5434,126.65419,63333,010-5278-6167,
"휴식 ,공용주차장,현금결제,카드결제,화장실,흡연구역,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000019609,송림원,제주특별자치도 제주시 애월읍 납읍리 1365-1,제주특별자치도 제주시 애월읍 천덕로 313-3,"휴식,숙소,펜션,휴양펜션,민박,고향민박,독채,방갈로숙박촌,산책로,가족",조용하고 깨끗한 남읍리에 위치한 송림원펜션,33.4282046,126.3310263,,064-799-4000,
"펜션,숙소,휴양펜션,바비큐,낚시,해안도로,산책로",CNTS_000000000022376,애월포구풍경,제주특별자치도 제주시 애월읍 애월리 1771-2,제주특별자치도 제주시 애월읍 애월로11길 18,"펜션,숙소,휴양펜션,바비큐,낚시,해안도로,산책로",제주시 애월읍 애월리에 위치한 가족펜션,33.46594,126.32084,63043,010-9944-3770,
"숙소,휴양펜션,펜션,독채,주방기구,힐링,바비큐,공공와이파이존,온돌방,공용주차장,무료 WIFI",CNTS_000000000021710,나무아래독채펜션,제주특별자치도 제주시 구좌읍 송당리 1859,제주특별자치도 제주시 구좌읍 송당서길 51-1,"숙소,휴양펜션,펜션,독채,주방기구,힐링,바비큐,공공와이파이존,온돌방",오름의 마을 송당리에 위치한 자연속의 나무아래독채펜션,33.466885,126.76945,63355,010-4602-3509,
"휴식,숙소,펜션,휴양펜션,해수욕장,온돌방,주방기구,공항,자연경관,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000019618,꿈꾸는바다,제주도 제주시 도두일동 2618-12,제주도 제주시 도두항서길 65,"휴식,숙소,펜션,휴양펜션,해수욕장,온돌방,주방기구,공항,자연경관",푸른 바다와 한라산을 만끽하며 여정을 풀 수 있는 최적의 장소,33.504158,126.463776,,064-711-7070,
"민박,숙소,펜션,휴양펜션,독채,돌담길,공용주차장,화장실,무료 WIFI,아주 어려움",CNTS_000000000021290,신촌돌집,제주특별자치도 제주시 조천읍 신촌리 2116-1,제주특별자치도 제주시 조천읍 신촌5길 30,"민박,숙소,펜션,휴양펜션,독채,돌담길",돌담이 정겨운 집,33.536648,126.6209,63337,010-8660-4772,
"펜션,숙소,자연경관,주차장,테마공원,공공와이파이존,조식,해수욕장,물품보관서비스,공용주차장,카드결제,화장실,무료 WIFI",CNTS_000000000022489,엠버하우스,제주특별자치도 제주시 애월읍 고내리 79-4,제주특별자치도 제주시 애월읍 애월해안로 400,"펜션,숙소,자연경관,주차장,테마공원,공공와이파이존,조식,해수욕장,물품보관서비스",엠버그룹에서 운영하는 최고급 펜션,33.472244,126.35119,63046,064-799-6200,
"펜션,휴양펜션,독채,가족,바비큐,단체여행객,해수욕장,해변,수상레저,협재해수욕장,온돌방,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,단차없음,아주 어려움",CONT_000000000500893,바당정원펜션,제주특별자치도 제주시 한경면 판포리 1790,제주특별자치도 제주시 한경면 판조로 23,"펜션,휴양펜션,독채,가족,바비큐,단체여행객,해수욕장,해변,수상레저,협재해수욕장,온돌방,무장애관광","제주바다가 한눈에 펼쳐진 공간, 2층독채형",33.366011,126.2065075,63003,010-7607-3026,
"펜션,숙소,휴양펜션,자연경관,바비큐,주차장,힐링쉼터,공용주차장,현금결제,카드결제,화장실",CNTS_000000000022369,산토리니 펜션,제주시 애월읍 구엄리 461,제주시 애월읍 애월해안로 774,"펜션,숙소,휴양펜션,자연경관,바비큐,주차장,힐링쉼터","아름다운 제주를 품은 산토리니 펜션은 지중해풍의 이국적인 분위기의 펜션으로 연인, 가족과 함께 좋은 추억을 만드는 곳이다.",33.485985,126.38253,,064-712-2820,
"펜션,숙소,휴양펜션,주차장,자연경관,가족,민박,공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000018974,제주목화휴양펜션,제주특별자치도 서귀포시 남원읍 남원리 2453-5,제주특별자치도 서귀포시 남원읍 태위로 483,"펜션,숙소,휴양펜션,주차장,자연경관,가족,민박",이국적인 느낌의 제주목화휴양펜션,33.2751664,126.6990735,,064-702-4334,
"숙소,펜션,휴양펜션,독채,주차장,공공와이파이존,현금결제,카드결제,화장실,무료 WIFI,어려움",CNTS_000000000021532,구름비낭,제주특별자치도 제주시 한경면 판포리 2606-1,제주특별자치도 제주시 한경면 판포중2길 15,"숙소,펜션,휴양펜션,독채,주차장,공공와이파이존","제주 전통집의 재해석, 온전히 나만의 휴식공간이 되는 독채 펜션",33.3579152,126.2017684,63003,010-2269-4596,
"펜션,공용주차장,화장실,아주 어려움",CNTS_000000000021068,더갤러리펜션,제주특별자치도 제주시 조천읍 교래리 188-3,제주특별자치도 제주시 조천읍 남조로 1717-24,"펜션,숙소,휴양펜션,스파,독채,바비큐,수영장,공공와이파이존,가족",하나의 객실이 갤러리가 되는 펜션,33.42215,126.67536,63345,064-784-4285,
"펜션,숙소,휴양펜션,주차장,카페,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000018231,비치조아,제주특별자치도 제주시 삼양일동 1622,제주특별자치도 제주시 서흘길 7,"펜션,숙소,휴양펜션,주차장,카페",제주 시내에 위치한 바다가 보이는 펜션,33.5268068,126.5876413,,064-757-8200,
"호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CONT_000000000500843,디오션힐,제주특별자치도 서귀포시 안덕면 사계리204,제주특별자치도 서귀포시 안덕면 사계북로 208,"호텔,휴양펜션,펜션,주차장,자연경관,해변,공공와이파이존,바비큐,스파,해수욕장",산방산에 인접한 바다조망이 좋은 펜션,33.2367,126.30894,,064-792-0102,
"휴식 ,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터,단독접근가능,단차없음,저상버스 접근 가능,장애인 화장실,승강기,장애인 전용 주차장,장애인 전용 객실,테이블 비치,쉬움,착한가격 업소",CONT_000000000501085,코델리아리조트,제주특별자치도 서귀포시 성산읍 오조리 941-1,제주특별자치도 서귀포시 성산읍 일주동로4120번길 23-20,"휴식,숙소,리조트,휴양콘도,주차장,공공와이파이존,어린이놀이방,무장애여행,편의시설,가족호텔,무장애관광",성산일출봉을 배경으로 정원과 수영장이 어우러진 리조트,33.4590781,126.9103255,,070-4548-2200,
"펜션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000019006,아델리아빌,제주특별자치도 제주시 내도동 364-15,제주특별자치도 제주시 내도9길 8-15,"펜션,숙소,휴양펜션,주차장,가족,공항,민박",이호해수욕장 옆 바닷가 펜션,33.4937692,126.4443036,,064-742-3800,
"펜션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,어려움",CNTS_000000000022920,북촌플레이스,제주특별자치도 제주시 조천읍 북촌리 1602-1,제주특별자치도 제주시 조천읍 일주동로 1435,"펜션,숙소,농어촌민박,휴양펜션,바비큐,힐링쉼터",깔끔한 인테리어와 탁드인 바다 조망이 돋보이는 펜션,33.54558,126.68817,63339,064-782-1785,
"휴식,숙소,펜션,휴양펜션,독채,바비큐,공공와이파이존",CNTS_000000000021992,패밀리아팬션,제주특별자치도 서귀포시 표선면 하천리 1606,제주특별자치도 서귀포시 표선면 번영로 3340,"휴식,숙소,펜션,휴양펜션,독채,바비큐,공공와이파이존",유럽풍 복층형 독채 휴양펜션,33.3504691,126.8235669,,064-787-9009,
"호텔 ,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,카드결제,현금결제,,영어,중국어,,승강기,쉬움,2성급,동반불가능,유료제공,전체금연,식음료장,세미나실,세탁서비스,연회장,인터넷,비즈니스시설,,,있음,운행안함",CNTS_200000000007571,그랜드밀리언스호텔 서귀포,제주특별자치도 서귀포시 서호동 1522-1 그린트리 인 서귀포호텔,제주특별자치도 서귀포시 서호중앙로 84 (서호동) 그린트리 인 서귀포호텔,"호텔,숙소,공공와이파이존,양식레스토랑,주차장,환전,무장애관광",제주도 서귀포시의 혁신도시 업무단지 중심부에 위치한 비즈니스 호텔,33.2545322,126.5198756,-,064-739-3500,
"펜션,숙소,휴양펜션,바비큐,공공와이파이존,조식 포함,해수욕장,공용주차장",CNTS_000000000022468,마리아주펜션,서귀포시 성산읍 신천리 1035,서귀포시 성산읍 풍천로 142,"펜션,숙소,휴양펜션,바비큐,공공와이파이존,조식 포함,해수욕장",마리아주펜션은 원룸2인실과 투룸가족실을 구비하고 있습니다.,33.354744,126.840706,,064-787-9063,
"휴식 ,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000019507,하늘정원펜션,제주특별자치도 서귀포시 보목동 1239-1,제주특별자치도 서귀포시 칠십리로394번길 8-4,"휴식,숙소,휴양펜션,펜션,올레,서귀포,주차장,바비큐,공공와이파이존",서귀포 칼호텔에서 차로 3분 거리 내에 위치한 하늘정원펜션,33.243984,126.59329,63599,064-733-5798,
"게스트하우스,숙소,조식,힐링,힐링쉼터,조식 포함,우도",CNTS_000000000022735,노닐다 게스트하우스,제주특별자치도 제주시 우도면 연평리 1785,제주특별자치도 제주시 우도면 우도해안길 84-3,"게스트하우스,숙소,조식,힐링,힐링쉼터,조식 포함,우도",아름다운 우도의 참 모습을 만날 수 있는 곳,33.4943,126.95095,63365,064-784-5460,
"숙소,휴양펜션,펜션,독채,공공와이파이존,해수욕장,자연경관,공용주차장,화장실,무료 WIFI,아주 어려움",CNTS_000000000021476,오시록헌펜션,제주특별자치도 제주시 한림읍 금능리 1470-2,제주특별자치도 제주시 한림읍 금능6길 8,"숙소,휴양펜션,펜션,독채,공공와이파이존,해수욕장,자연경관","아늑하다, 오시록헌",33.38779,126.23198,63010,070-8885-7484,
"휴식 ,공용주차장,현금결제,화장실,무료 WIFI",CNTS_000000000020615,브릭216,제주특별자치도 서귀포시 대포동 2229-1,제주특별자치도 서귀포시 이어도로 216,"휴식,숙소,펜션,휴양펜션,자연경관,온돌방,공공와이파이존,오션뷰호텔,서귀포",초원의 조랑말과 멀리 보이는 바다의 조화,33.240837,126.44346,63543,064-766-0216,
"숙소,휴양펜션,펜션,바비큐,체험,공공와이파이존,공용주차장,화장실,무료 WIFI",CNTS_000000000022244,쇠소깍섬도리왓펜션,서귀포시 하효동 951-1,서귀포시 효돈순환로 217-3,"숙소,휴양펜션,펜션,바비큐,체험,공공와이파이존","서귀포 하효마을, 쇠소깍에서 도보로 3분 거리에 있는 펜션",33.25704,126.62153,,064-767-8288,
"휴식 ,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000019500,투데이제주펜션,제주특별자치도 서귀포시 하예동 351-2,제주특별자치도 서귀포시 예래로 267-2,"휴식,숙소,휴양펜션,펜션,서귀포,중문관광단지,정원,가족,자연경관,해변,단체여행객,바비큐,공공와이파이존,해수욕장,계곡",넓고 아름다운 정원이 있는 별장,33.2423033,126.3859064,,064-748-0977,
"휴식 ,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,무통장 입금,영어,,단독접근가능,단차없음,쉬움,없음,동반불가능,유료제공,흡연구역제공,식음료장,인터넷,바베큐장,비즈니스시설,모래놀이터,실내놀이터,실내도서관,유아욕조,유아의자,,없음,운행안함",CNTS_200000000008672,틸다하우스,제주특별자치도 제주시 한경면 낙천리 341,제주특별자치도 제주시 한경면 중산간서로 3367-1,"휴식,숙소,바비큐,조식,해수욕장,공공와이파이존,무장애관광",아이와 함께 제주의 자연을 체험하며 아이와 함께 할 수 있는 가족펜션. ,33.3109,126.2372213,942-695,064-773-0033,
"펜션,공용주차장,현금결제,화장실,현금결제,스파",CNTS_200000000007663,하도하도 3200,제주특별자치도 제주시 구좌읍 하도리 3359-50,제주특별자치도 제주시 구좌읍 면수1길 38,"펜션,숙소,휴양펜션,힐링쉼터,자연경관,독채,바비큐",제주의 돌담 집을 리모델링한 무인 렌탈하우스,33.5247145,126.8642701,,010-5325-8297,
"펜션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CONT_000000000501013,이린펜션,제주특별자치도 서귀포시 일주서로43번길 5,제주특별자치도 서귀포시 일주서로43번길 5,"펜션,휴양펜션,주차장,주방기구,가족,힐링쉼터",제주여행의 편의성과 제주향기를 느끼실 수 있는 휴양펜션,33.25143,126.504166,,064-739-5775,
"추자민박,추자독채,추자도,공용주차장,화장실,무료 WIFI,흡연구역,음료대,카드결제,현금결제,어려움,없음,동반불가능,유료제공,흡연구역제공,식음료장,바베큐장,없음,운행",CNTS_200000000009105,이레민박,제주특별자치도 제주시 추자면 신양리 538,제주특별자치도 제주시 추자면 신양1길 22-9,"추자민박,추자독채,추자도,숙소,민박,농어촌민박,공공와이파이존,주차장,교통",돈대산 바로 밑 독채식 민박,33.9354341,126.3227638,,010-4657-1461,
"추자노래방,추자독채,추자도,공용주차장,화장실,흡연구역,카드결제,현금결제,없음,동반불가능,유료제공,흡연구역제공,세미나실,바베큐장,노래방,없음,운행",CNTS_200000000009114,아이콘민박,제주특별자치도 제주시 추자면 신양리 591,제주특별자치도 제주시 추자면 신양서길 42-17,"추자노래방,추자독채,추자도,숙소,민박,농어촌민박,바비큐,주차장,노래방",마당이 넓고 깔끔한 민박 산속에 위치하여 시원한 바람이 느껴지는 곳,33.9354341,126.3227638,,010-9000-6769,
"추자바비큐장,추자도,숙소,민박,농어촌민박,교통,공공와이파이존,반려동물동반_숙소,반려동물동반입장,반려동물,화장실,무료 WIFI,아주 어려움,없음,동반가능,없음,전체금연,세탁서비스,인터넷,바베큐장,없음,운행",CNTS_200000000009089,고려민박,제주특별자치도 제주시 추자면 영흥리 70-2,제주특별자치도 제주시 추자면 영흥4길 66,"추자바비큐장,추자도,숙소,민박,농어촌민박,교통,공공와이파이존,반려동물동반_숙소,반려동물동반입장,반려동물",고려민박,33.9567036,126.2969646,,010-3618-3835,
숙소,CNTS_200000000014071,토리코티지X하시시박,제주특별자치도 제주시 조천읍 조천리 2950,제주특별자치도 제주시 조천읍 조천북6길 23,"숙소,럭셔리트래블인제주",아늑하게 담은 제주의 풍광,33.5422556,126.6388695,,010-9065-1186,
"휴식,숙소,휴양펜션,펜션,게스트하우스,조식 포함,정원,돌담풍경마을,고향민박,공용주차장,화장실,무료 WIFI,아주 어려움",CNTS_000000000020536,지니코티지,제주특별자치도 제주시 한경면 저지리 1189-1,제주특별자치도 제주시 한경면 수동1길 15,"휴식,숙소,휴양펜션,펜션,게스트하우스,조식 포함,정원,돌담풍경마을,고향민박",물들지 않은 자연 그대로의 느림이 있는 작은 별장,33.3381,126.23634,63004,010-3142-7282,
"호텔,숙소,서귀포,공공와이파이존,엘리베이터,가족호텔,중문관광단지,안전여행스탬프,공용주차장,화장실,유도 및 안내시설",CNTS_000000000020574,일레인호텔,"660, Iljuseo-ro, Seogwipo-si, Jeju-do","660, Iljuseo-ro, Seogwipo-si, Jeju-do","호텔,숙소,서귀포,공공와이파이존,엘리베이터,가족호텔,중문관광단지,안전여행스탬프",중문관광단지 근처의 경치가 아름다운 호텔,33.254627,126.43923,63540,064-738-2013,
"휴식 ,공용주차장,현금결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000020088,활엽수 게스트하우스,제주 서귀포시 대정읍 상모리 3134-2,제주 서귀포시 상모대서로 20번길 44,"휴식,숙소,게스트하우스,주차장,고향민박,온돌방,자전거대여점,서귀포,조식",제주의 옛집을 주인 부부가 손수 고쳐 만든 작은 게스트하우스,33.225346,126.261314,,010-9074-9589,
"숙소,휴양펜션,펜션,반려동물보호소,바비큐,공공와이파이존,단체여행객,한옥,온돌방,독채,반려동물동반입장,반려동물,화장실,무료 WIFI",CNTS_000000000022103,인더 하우스,제주특별자치도 제주시 애월읍 신엄리 516-3,제주특별자치도 제주시 애월읍 엄장로 98-41,"숙소,휴양펜션,펜션,반려동물보호소,바비큐,공공와이파이존,단체여행객,한옥,온돌방,독채,반려동물동반입장,반려동물,반려동물동반_숙소",제주국제공항에서 차량으로 10~15분에 위치한 펜션,33.466335,126.36889,63048,010-2872-3897,
"호텔,숙소,4성급호텔,공공와이파이존,주차장,양식레스토랑,패키지관광,관광호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터,단차없음,장애인 화장실,승강기,수동 휠체어 대여 가능,장애인 전용 객실,쉬움",CNTS_000000000018160,신라스테이 제주,제주특별자치도 제주시 연동 274-16,제주특별자치도 제주시 노연로 100,"호텔,숙소,4성급호텔,공공와이파이존,주차장,양식레스토랑,패키지관광,관광호텔,무장애관광",제주시내에 위치한 호텔신라의 프리미엄 비지니스 호텔 브랜드,33.48558,126.49097,63133,064-717-9000,
"호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,장애인 전용 주차장,아주 어려움",CONT_000000000500780,가이아호텔,제주특별자치도 제주시 연동 272-4,제주특별자치도 제주시 연동7길 4,"호텔,숙소,일반숙박,공공와이파이존,중문관광단지,올레길,카페,무장애관광","바오젠거리 내에 위치하여, 관광 및 쇼핑을 편리하게 다닐수 있는 호텔",33.4894172,126.4906421,,064-742-6110,
"휴식,숙소,게스트하우스,민박,카페,조식,체험,주차장,물품보관서비스,공공와이파이존,돌담길,공용주차장,무료 WIFI,아주 어려움",CNTS_000000000020342,루시드봉봉,제주특별자치도 서귀포시 대정읍 상모리 2641-1,제주특별자치도 서귀포시 대정읍 상모로 200-8,"휴식,숙소,게스트하우스,민박,카페,조식,체험,주차장,물품보관서비스,공공와이파이존,돌담길",밤하늘 달빛 아래 반짝이는 문화가 있는 게스트 하우스,33.226025,126.26737,63512,010-3580-3089,
"호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터,장애인 화장실,승강기,장애인 전용 주차장,장애인 전용 객실,어려움",CNTS_000000000018112,화인호텔,제주특별자치도 서귀포시 서귀동 782-3,제주특별자치도 서귀포시 칠십리로 87,"호텔,숙소,게스트하우스,4성급호텔,양식레스토랑,비즈니스센터,관광호텔,무장애관광",서귀포시 5성급 호텔로서 서비스와 시설면에서 최고급을 지향,33.240566,126.56509,63596,064-801-8888,
"호텔 ,공용주차장,현금결제,카드결제,무료 WIFI",CNTS_000000000021082,더클라우드호텔,제주특별자치도 서귀포시 성산읍 성산리 308,제주특별자치도 서귀포시 성산읍 한도로 269-37,"호텔,숙소,공공와이파이존,수영장,자연경관,스파,힐링",성산의 자연을 한눈에 담을 수 있는 곳,33.46898,126.93543,63643,064-783-8366,
"리조트,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터,단독접근가능,단차없음,시각장애인 접근성,장애인 화장실,승강기,장애인 전용 주차장,장애인 전용 객실,쉬움",CONT_000000000500995,와이리조트 제주,제주특별자치도 서귀포시 안덕면 화순리 1888,제주특별자치도 서귀포시 안덕면 화순중앙로124번길 75,"리조트,숙소,휴양콘도,단체여행객,주차장,공공와이파이존,어린이놀이방,일반숙박,가족호텔,무장애관광",화순금모레 해변과 가까운 리조트,33.24165,126.333664,63530,064-794-7007,
"휴식,숙소,민박,게스트하우스,주차장,공공와이파이존,독채,단체여행객,자연경관,해변,공용주차장,현금결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,어려움",CONT_000000000501111,하얀도화지,제주특별자치도 서귀포시 하예동 54-4,제주특별자치도 서귀포시 하예로44번길 1,"휴식,숙소,민박,게스트하우스,주차장,공공와이파이존,독채,단체여행객,자연경관,해변",서귀포시 중문권 전객실 바다전망 가능하며 화초가 많은 민박집,33.2452784,126.3892422,,064-738-3269,
"숙소,안전여행스탬프,호텔,주차장",CNTS_200000000013516,씨앤하우스,제주특별자치도 제주시 조천읍 조천리 2526-1,제주특별자치도 제주시 조천읍 조천9길 10,"숙소,안전여행스탬프,호텔,주차장",제주 유일의 실제 한달살기 전용 생활형 숙박시설,33.5368278,126.6368713,,010-4568-9191,
"호텔,숙소,4성급호텔,공공와이파이존,양식레스토랑,주차장,가족호텔,안전여행스탬프,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터,단차없음,장애인 화장실,승강기,장애인 전용 주차장,어려움",CONT_000000000501038,라마다 제주 함덕 호텔,제주특별자치도 제주시 조천읍 함덕리 3061,제주특별자치도 제주시 조천읍 신북로 470,"호텔,숙소,4성급호텔,공공와이파이존,양식레스토랑,주차장,가족호텔,안전여행스탬프,무장애관광",함덕서우봉해변 앞에 위치한 세계적 체인 브랜드 호텔,33.53867,126.64584,63333,02-541-4800,
"호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,현금결제,카드결제,Room charge, Shinhwa reward point, Landing casino point, Samsung pay, Union pay, Alipay, Wechat pay,영어,중국어,단독접근가능,단차없음,시각장애인 접근성,장애인 화장실,승강기,장애인 전용 주차장,수동 휠체어 대여 가능,쉬움,피트니스,세탁서비스,풀장,물품보관소,,유모차 대여 서비스, 어린이 야외 놀이터,있음,운행",CNTS_000000000022768,제주도 제주 신화월드 서머셋 호텔,제주특별자치도 서귀포시 안덕면 서광리 산 24-15,제주특별자치도 서귀포시 안덕면 신화역사로304번길 89,"호텔,숙소,리조트,조식,수영장,힐링,제주신화월드 서머셋 리조트,4성급호텔,제주신화월드,럭셔리트래블인제주,무장애관광","내 집같은 편안함, 서머셋 리조트.",33.3017501,126.3206458,,1670-8800,
"호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,엘리베이터,단독접근가능,단차없음,장애인 화장실,승강기,장애인 전용 객실,쉬움,4성급",CNTS_000000000018140,호텔빠레브,제주특별자치도 서귀포시 강정동 173-4,제주특별자치도 서귀포시 김정문화로 23,"호텔,숙소,게스트하우스,공공와이파이존,양식레스토랑,주차장,환전,자연경관,조식,관광호텔,무장애관광","호텔 빠레브는 순수 제주 토착자본으로 건립 되었으며, 서귀포를 대표하는 특1급 호텔로서 자부심과 책임감을 가지고 제주의 관광 서비스 산업을 선도하고자 함.",33.2521531,126.5073796,,064-735-8899,
