관련 태그 전체,콘텐츠 ID,콘텐츠명,주소,도로명주소,태그,간단소개,위도,경도,우편번호,전화번호
"짜장면,해물짬뽕,짬뽕,해물짜짱",CNTS_000000000018615,가파도해물짜장짬뽕,제주특별자치도 서귀포시 대정읍 가파리 561-1,제주특별자치도 서귀포시 대정읍 가파로67번길 1,"짜장면,해물짬뽕,짬뽕,해물짜짱,음식,해산물,소라,중식,해물짬뽕밥,해물짜장,해물짜장밥,해삼,뿔소라,문어숙회,해산물모둠","직접 잡은 해물이 푸짐한 짬뽕과 짜장, 해초와 해산물이 어우러진 요리",33.16586,126.27332,,064-794-6463
"지리,회,횟집,다금바리,돌돔,자연산",CNTS_000000000001169,남경미락,제주특별자치도 서귀포시 안덕면 사계남로 190-7,제주특별자치도 서귀포시 안덕면 사계남로 190-7,"지리,회,횟집,다금바리,돌돔,자연산,음식,해산물,2022고메페스타","10대 전국명물횟집, 제주 3대 횟집 등의 수식어로 블로그를 장식하고 있는 고급 횟집이다.산방산과 제주 바다를 아우르는 멋진 전망을 자랑한다.",33.230217,126.30895,,064-794-0055
"퓨전,주점,크림짬뽕,혼술,혼밥,카드결제,무료 WIFI,어려움",CNTS_000000000018379,미친부엌,제주특별자치도 제주시 삼도2동 1192-28,제주특별자치도 제주시 탑동로 15,"퓨전,주점,크림짬뽕,혼술,혼밥,음식,회,해산물,고등어회,스시,초밥,2022고메페스타,사시미,모둠회,모둠사시미,고등어초회,연어회,모듬초밥,김밥,짬뽕,해물짬뽕,백짬뽕,소고기숙주볶음,차슈,새우튀김우동,샐러드,연어샐러드,크림치즈,카레,연어덮밥,튀김,소고기튀김,닭튀김,치킨가라아게,칠리새우,까망베르치즈후라이,게살고로케,메로구이,고등어구이,계란밥,주먹밥,바게트,술,사케,와인,스파클링",밤 늦게까지 주류와 퓨전 일식을 즐길 수 있는 음식점.  '미친'이라는 상호는 '맛 미'와 '친할 친'의 한자 음가에서 가져왔다.,33.517007,126.5231956,,064-721-6382
"찻집,차,효소차,개똥쑥차,현미차,오디차,모과차,효소,공용주차장,현금결제,카드결제,화장실,카드결제,현금결제,모과차, 매실차, 오디차, 도라지차 등,어린이 출입가능",CNTS_200000000007514,가온해,제주특별자치도 서귀포시 안덕면 창천리 777-18,제주특별자치도 서귀포시 안덕면 난드르로 4,"찻집,차,효소차,개똥쑥차,현미차,오디차,모과차,효소,음식,매실차,복숭아차,민들레차,어성초,칡차,도라지차",서귀포 대평리에서 다양한 효소를 이용해 차를 만드는 찻집,33.2347738,126.3676415,,064-739-7717
"우럭,우럭조림,우럭매운탕,음식,횔어우럭매운탕,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대",CNTS_000000000020143,고집돌우럭 제주공항점,제주특별자치도 제주시 건입동 1319-124,제주특별자치도 제주시 임항로 30,"우럭,우럭조림,우럭매운탕,음식,횔어우럭매운탕,옥돔구이,미역국,왕새우튀김,회무침,돼지수육,모둠회,전채요리,회",오직 제주도에서만 먹을 수 있는 탱글탱글한 돌우럭 조림,33.5163432,126.5281752,, 0507-1436-1008
"커피,카페,무인카페,애월카페,공용주차장,현금결제,화장실,현금결제,커피,어린이 출입가능",CNTS_200000000007452,산책하우스,제주특별자치도 제주시 애월읍 고내리 1155,제주특별자치도 제주시 애월읍 고내로7길 49,"커피,카페,무인카페,애월카페,음식,원두커피,허브티","산책하우스는 1층은 무인카페, 2층은 상상서가 북 스토어, 3층은 독채형 펜션이다. 특히 3층의 독채형 펜션은 깔끔한 내부와 바다 전망으로 인기가 많은 펜션이다. 펜션에 묵으며 모닝커피를 마시기 위해 1층 무인카페를 찾는 손님들도 많다.",33.46689,126.3369478,,010-7625-7711
"가정식,한식,몸국,옥돔구이,음식",CNTS_000000000022905,하효살롱,제주특별자치도 서귀포시 하효동 967-1,제주특별자치도 서귀포시 효돈순환로 217-8,"가정식,한식,몸국,옥돔구이,음식,고등어구이,떡갈비",엄마가 지어준 제주집밥을 콘셉트로 마을 부녀회원들이 운영하는 밥집.,33.256496,126.621994,63600,064-733-8181
"몸국,빙떡,한식,향토음식,현금결제,카드결제,화장실,음료대,착한가격 업소",CONT_000000000501363,제주토속,제주특별자치도 제주시 이도일동 1260-29,제주특별자치도 제주시 동광로1길 27-1,"몸국,빙떡,한식,향토음식,음식","착한가격업소, 제주산 돼지고기로 만든 제주 전통음식",33.502933,126.5280783,,064-758-8948
"전복김밥,통전복주먹밥,미역국,공용주차장,현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설",CNTS_000000000020072,제주김만복,제주특별자치도 제주시 오라3동 2250-1,제주특별자치도 제주시 오라로 41,"전복김밥,통전복주먹밥,미역국,음식,해물라면,라면,김밥,주먹밥,불갈비김밥,오징어라면,오징어무침,비빔면,새우장,전복장,소고기무국","전복내장으로 만든 김밥, 심플한 메뉴로 많은 여행객들에게 사랑받는 곳",33.4970489,126.5087309,63167,064-759-8582
"정식,냉면,와규,갈비탕,온밀면,음식,한우구이,양념갈비,갈비,육회,떡갈비,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,단독접근가능,단차없음,장애인 전용 주차장,테이블 비치,쉬움,가능",CNTS_000000000001218,광원,제주특별자치도 제주시 1100로 3208,제주특별자치도 제주시 1100로 3208,"정식,냉면,와규,갈비탕,온밀면,음식,한우구이,양념갈비,갈비,육회,떡갈비,안전여행스탬프,무장애관광",한식과 일식의 조화,33.472656,126.48482,,064-744-1000
"한식,떡갈비,수제떡갈비,공용주차장,현금결제,카드결제,화장실,음료대",CNTS_000000000020420,수복강녕,제주 제주시 연동 312-35,제주특별자치도 제주시 선덕로3길 40,"한식,떡갈비,수제떡갈비,음식,정식,2022고메페스타,한정식,돼지수제떡갈비,한우떡갈비,한우수제떡갈비,떡갈비정식",제주시 도청 후문에 위치한 석쇠직화구이 수제 떡갈비 전문점,33.48839,126.49945,,064-744-3564
"카페,커피,빙수,음식,아메리카노,에스프레소,카페라떼,젤라또,바닐라라떼,카페모카,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대",CNTS_000000000001501,델문도,제주특별자치도 제주시 조천읍 함덕리 1008-1,제주특별자치도 제주시 조천읍 조함해안로 519-10,"카페,커피,빙수,음식,아메리카노,에스프레소,카페라떼,젤라또,바닐라라떼,카페모카,콜드브루,아인슈페너,라떼,딸기라떼,초코라떼,차,밀크티,허브티,페퍼민트,캐모마일,얼그레이,루이보스,에이드,패션후르츠에이드,스무디,딸기스무디,술,칵테일,모히또",함덕 해수욕장 한가운데에 위치한 서우봉과 해변 풍경이 아름다운 카페,33.54379,126.668846,63333,064-702-0007
"꿩,전골,메밀쟁반국수,현금결제,카드결제,화장실,아주 어려움",CNTS_000000000020215,메밀꽃차롱,제주특별자치도 제주시 연동 368-1,제주특별자치도 제주시 연오로 136 (연동),"꿩,전골,메밀쟁반국수,음식,수제비,메밀,칼국수,샤브샤브,꿩코스요리,2022고메페스타,꿩고기,메밀전,꿩샤브샤브,메밀수제비,메밀칼국수,손칼국수,검은콩국수,들깨수제비,만두",제주시 연북로 KCTV사거리 동쪽 200m 지점에 위치한 메밀전문점,33.481255,126.500824,,064-711-6841
"한정식,제철음식,공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,,,단독접근가능,단차없음,청각장애인 접근성,시각장애인 접근성,저상버스 접근 가능,장애인 화장실,승강기,장애인 전용 주차장,수동 휠체어 대여 가능,쉬움",CNTS_200000000008833,정가네 밥상,제주특별자치도 제주시 아라일동 2082-1,제주특별자치도 제주시 아란서길 110,"한정식,제철음식,음식,굴비정식,불고기,흑돼지,보리굴비정식,흑돼지불고기,한우불고기전골,쭈꾸미볶음,코다리찜,무장애관광","정성을 담아 만드는 한정식, 정이 가는 품격밥상, 아라동 정가네 밥상",33.4683293,126.5385409,-,064-723-7500
"회,스시,초밥,일식,소라,음식,방어회,해산물,광어회,방어,현금결제,카드결제,화장실,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000001280,어림향,제주특별자치도 제주시 삼도1동 567-8,제주특별자치도 제주시 서사로24길 22,"회,스시,초밥,일식,소라,음식,방어회,해산물,광어회,방어",시외버스 터미널 근처 회 초밥 전문점,33.49855,126.51789,63185,064-727-7999
"디저트,커피,포토존,셀프웨딩,사려니숲길,공용주차장,무료 WIFI,화장실",CNTS_200000000007944,카페갤러리,제주특별자치도 제주시 조천읍 교래리 188-3,제주특별자치도 제주시 조천읍 남조로 1717-24,"디저트,커피,포토존,셀프웨딩,사려니숲길,음식,숲,포토스팟,도보,도보여행,에이드,에스프레소,아메리카노,카페라떼,바닐라라떼,초코라떼,녹차라떼,라떼,블루베리요거트,망고주스,요거트,차,청귤차,생강차,레몬차,자몽에이드",사려니숲길 근처 사진 찍기 좋은 카페,33.42215,126.6753634,,070-5101-0006
"한식코스,한식,향토음식,제주요리,전통주,음식,2022고메페스타,공용주차장,카드결제,화장실,아주 어려움",CNTS_000000000018391,김지순의 낭푼밥상,제주특별자치도 제주시 연동 265-3,제주특별자치도 제주시 연동6길 28,"한식코스,한식,향토음식,제주요리,전통주,음식,2022고메페스타,럭셔리트래블인제주,몸국,육개장,고기국수,국수,수육,순대,회무침,코스요리,비빔고기국수,정식",제주의 재료를 담은 낭푼 밥상. 귀한 손님이나 외국손님을 모실 때 추천할만한 제주 음식을 전문으로 하는 파인다이닝 레스토랑이다. 주차도 편안하다.,33.483483,126.4890064,63067,064-799-0005
"스시,일식,오마카세,회,초밥,음식,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,아주 어려움",CNTS_000000000001031,스시호시카이,제주특별자치도 제주시 오라2동 959-1,제주특별자치도 제주시 오남로 90,"스시,일식,오마카세,회,초밥,음식,2022고메페스타","제주시 KBS 신규청사 옆에 위치, 2016 KOREAT JEJU TOP10 선정",33.487827,126.51764,63146,064-713-8838
"해장국,고사리육개장,사골해장국,녹두빈대떡,공용주차장,현금결제,카드결제",CNTS_000000000018375,우진해장국,제주특별자치도 제주시 삼도이동 831,제주특별자치도 제주시 서사로 11,"해장국,고사리육개장,사골해장국,녹두빈대떡,음식,몸국,육개장,빈대떡",제주 향토 음식인 고사리 해장국을 만날 수 있는 한식당,33.5114884,126.5200864,,064-757-3393
"중식,자장면,짬뽕,음식,해물짬뽕,탕수육,해물짜장,짜장면,해산물모둠,군만두",CNTS_000000000021640,짜장면시키신분 마라점,제주특별자치도 서귀포시 대정읍 가파리 592,제주특별자치도 서귀포시 대정읍 마라로 48,"중식,자장면,짬뽕,음식,해물짬뽕,탕수육,해물짜장,짜장면,해산물모둠,군만두",이창명의 짜장면시키신분 마라점,33.1194634,126.2669391,63514,064-792-1434
"설렁탕, 구제주,공항근처,공용주차장,화장실,무료 WIFI,흡연구역,설렁탕, 도가니탕, 모듬수육,어린이 출입가능,가능",CNTS_200000000012654,예산가마솥장수촌설렁탕,제주특별자치도 제주시 아라일동 6036-2,제주특별자치도 제주시 구남동8길 53,"설렁탕,구제주,공항근처,음식,식당,만두설렁탕,도가니탕,꼬리곰탕,모듬수육,도가니수육,꼬리수육","예산 가마솥 설렁탕은 가마솥에서 끓여내는 진골 육수를 사용한 설렁탕, 도가니탕, 꼬리곰탕 등 다양한 식사메뉴와 모듬수육, 도가니수육, 꼬리수육 등 한상 요리메뉴도 주문 가능하다.",33.4853898,126.5357927,,064-756-8248
"삼계탕,닭곰탕,닭볶음탕,음식,백숙,닭똥집튀김,옻닭,현금결제,카드결제,화장실,무료 WIFI,음료대,경보 및 피난시설,아주 어려움,착한가격 업소",CONT_000000000501228,마중물삼계탕,제주특별자치도 제주시 서사로 62-3,제주특별자치도 제주시 서사로 62-3,"삼계탕,닭곰탕,닭볶음탕,음식,백숙,닭똥집튀김,옻닭",제주시 삼도일동에 위치한 착한가격업소 삼계탕 전문점,33.506916,126.51998,,064-702-8250
"우수관광사업체,갈치조림,고등어구이,돔베고기,보말국,한식,우수관광사업체",CNTS_000000000001372,토끼와거북이,"제주특별자치도 제주시 서해안로 498-6, 101호","제주특별자치도 제주시 서해안로 498-6, 101호","우수관광사업체,갈치조림,고등어구이,돔베고기,보말국,한식,음식,제주갈치조림,전복죽,전복뚝배기,전복물회,한치물회,한치,2022고메페스타",2012년 오픈한 이래 ‘제주의 맛’이란 칭찬이 자자한 제주 향토음식전문점이다. 용담해안도로에 위치해 공항에서 가깝고 오전 8시부터 영업을 하고 있어 아침식사를 하기 좋다.,33.51604,126.50778,,064-713-4444
"친구,맑음,휴식/힐링,여름,커플,맥주,수제맥주,제주양조장,피맥집,맥파이,현금결제,카드결제,화장실,카드결제,현금결제",CNTS_200000000007209,맥파이 브루어리,제주특별자치도 제주시 회천동 1309,제주특별자치도 제주시 동회천1길 23,"친구,맑음,휴식/힐링,여름,커플,맥주,수제맥주,제주양조장,피맥집,맥파이,음식,피자,하와이안피자,페퍼로니피자,치킨,후라이드치킨,감자튀김",경리단길 골목에서 동네 친구 4명이 맥주를 마시다 시작하게 된 사업이 바로 맥파이 브루잉 컴퍼니이다. 피맥집으로도 유명한 맥파이는 물 좋고 공기 좋은 제주도에 양조장을 두고 있다.,33.4647845,126.6329231,,064-721-0227
"동문시장, 구제주, 모닥치기, 분식,공용주차장,화장실,무료 WIFI,떡볶이,오징어먹물떡볶이, 한치튀김, 유부주먹밥, 모닥치기,어린이 출입가능,불가능",CNTS_200000000012538,제주관덕정분식,제주특별자치도 제주시 일도일동 1448,제주특별자치도 제주시 관덕로8길 7-9,"동문시장,구제주,모닥치기,분식,음식,식당,어묵우동,제육덮밥,떡볶이,주먹밥,오징어튀김,비빔밥,쫄면,아메리카노,콤부차","먹는 입과 보는 눈이 즐거워지는 이곳은 맵달한 클래식 떡볶이인 관덕정 떡볶이 부터 오징어먹물떡볶이, 모닥치기 등 다양한 분식메뉴를 즐길 수 있다.",33.5125989,126.5243823,,064-757-0503
"화북동,빵지순례,베이커리,소보로빵,크로와상,소세지빵,식빵,크림빵,파이,음식,카페,빵,아메리카노,카페라떼,공용주차장,화장실,무료 WIFI,소보로빵, 크로와상, 소세지빵,어린이 출입가능,불가능",CNTS_200000000013084,메종드베니,제주특별자치도 제주시 화북일동 1152-5,제주특별자치도 제주시 동화로 28,"화북동,빵지순례,베이커리,소보로빵,크로와상,소세지빵,식빵,크림빵,파이,음식,카페,빵,아메리카노,카페라떼,옥수수식빵,크로아상,샌드위치,바게트,생크림단판빵,핫도그,소보루빵,소보루크림빵,고구마,머핀,블루베리머핀,케이크,초코케이크,딸기잼,에그타르트,블루베리타르트,플레인스콘,브라우니,마들렌,쿠키,카페모카,카푸치노,카라멜마끼아또,바닐라라떼,허브티,레몬생강차,자몽차,유자차,핫초코,초코라떼,그린티라떼,딸기우유,에이드,레몬에이드,유자에이드,자몽에이드",제주시 화북동에 위치한 베이커리 전문점인 메종드베니는 매일 매장에서 갓 구운 신선한 빵을 당일 판매하고 있으며 전날 빵은 할인하여 판매하고 있다. ,33.5178163,126.572697,,064-743-8887
"자투리고기,뒷고기,한식,현금결제,카드결제,화장실",CNTS_000000000018465,명리동식당,제주특별자치도 제주시 한경면 저지리 3136-1,제주특별자치도 제주시 한경면 녹차분재로 498,"자투리고기,뒷고기,한식,음식,흑돼지,흑돼지구이,돼지구이,삼겹살,목살,김치찌개,냉면,2022고메페스타,오겹살,김치전골,비빔냉면,물냉면,뚝배기",자투리고기 연탄구이 전문점,33.3166193,126.2705014,63005,064-772-5571
"카페, 제주도청, 장애인채용카페,공용주차장,화장실,무료 WIFI,어린이 출입가능,불가능",CNTS_200000000012786,아이갓에브리씽,제주특별자치도 제주시 연동 312-1,제주특별자치도 제주시 문연로 6,"카페,제주도청,장애인채용카페,음식,에스프레소,아메리카노,카푸치노,카페라떼,바닐라라떼,카페모카,아포가토,카라멜마끼아또,대추차,생강차,쑥차,캐모마일,루이보스,페퍼민트허브티,차,라떼,자몽차,레몬차,유자차,요거트스무디,스무디,망고스무디,생과일주스,에이드,레몬에이드,자몽에이드,아이스티,진저라떼,녹차라떼,고구마라떼","사회적 나눔을 통해 즐거움을 누릴 수 있고, 행복이 찾아온다는 의미를 담고 있는 카페. 따뜻한 커피에 따뜻한 마음까지 담아내는 카페.",33.4888341,126.4980797,,647239104
"해산물,씨푸드,레스토랑,공용주차장,현금결제,카드결제,화장실,무료 WIFI,카드결제,현금결제,,영어,,단독접근가능,단차없음,장애인 전용 주차장,쉬움",CNTS_200000000008331,애월리안,제주특별자치도 제주시 애월읍 애월리 1587,제주특별자치도 제주시 애월읍 애원로 4,"해산물,씨푸드,레스토랑,음식,샐러드,리코타치즈샐러드,시저샐러드,파스타,까르보나라,감자튀김,새우샐러드,해물스튜,리조또,라자냐,해산물토마토스파게티,봉골레파스타,빵,무장애관광",제주의 신선한 해산물로 만드는 이탈리안 씨푸드 다이닝.,33.4640331,126.3198363,913-695,064-799-5535
"카페,빵집,치즈타르트,현금결제,카드결제,아주 어려움",CNTS_000000000020341,버터모닝,제주특별자치도 제주시 애월읍 광령리 3798-3,제주특별자치도 제주시 애월읍 하광로 279,"카페,빵집,치즈타르트,음식,빵,에그타르트,카페라떼,눈꽃우유빙수,생크림케익,아메리카노,팥빙수,케이크",하루에 한정된 양의 빵만 판매하는 버터모닝,33.464264,126.423035,63060,064-712-0461
"덕수, 카페, 수제청, 노천카페, 과즐,공용주차장,현금결제,카드결제,화장실,카드결제,현금결제,,영어,,패스트푸드,제주과일로 만든 수제청,어린이 출입가능,,가능,없음",CNTS_200000000010378,카페덕수리2180,제주특별자치도 서귀포시 안덕면 덕수리 2180,제주특별자치도 서귀포시 안덕면 덕수동로25번길 42-8,"덕수,카페,수제청,노천카페,과즐,음식,아메리카노,바닐라라떼,카페라떼,에이드,식당,라떼,유자에이드,레몬에이드,오미자에이드,자몽에이드,차,코코아,유자차,모과차,레몬생강차,생강차",산방산이 보이는 덕수리마을에 위치한 조용한 귤밭 노천카페 덕수리2180입니다.,33.2582943,126.3082433,-,070-8286-2180
"제주신화월드맛집, 중식, 짜장면, 짬뽕, 푸드코트,공용주차장,화장실,무료 WIFI,장애인 화장실,장애인 전용 주차장,제주오일장짜장면, 해물쟁반짜장,어린이 출입가능,불가능",CNTS_200000000012757,오일장반점 신화월드점,제주특별자치도 서귀포시 안덕면 서광리 2489,제주특별자치도 서귀포시 안덕면 녹차분재로 217,"제주신화월드맛집,중식,짜장면,짬뽕,푸드코트,음식,식당,제주신화월드,쟁반짜장,해물짬뽕,탕수육,삼선짬뽕,백짬뽕,새우볶음밥,볶음밥,군만두,멘보샤,칠리새우,크림새우,깐풍기,짜장밥,고추짬뽕,나가사키짬뽕,전복짬뽕,무장애관광",제주신화월드 내 지하 1층 푸드코트인 Selec The Table에 위치한 중국음식점 제주오일장반점에서는 제주에서만 맛 볼 수 있는 특별한 메뉴와 신선한 재료들로 든든한 한끼 식사를 제공하고 있다.,33.2986918,126.289961,,
"고기국수,비빔국수,돔베고기,구제주,음식,식당,우수관광사업체,공용주차장,화장실,무료 WIFI,엘리베이터,우수관광사업체,고기국수, 비빔국수, 돔베고기,어린이 출입가능,불가능",CNTS_200000000012575,자매국수 본점,제주특별자치도 제주시 삼도이동 1167-1,제주특별자치도 제주시 탑동로11길 6,"고기국수,비빔국수,돔베고기,구제주,음식,식당,우수관광사업체,2022고메페스타,물만두",삼도이동 해안가에 위치한 자매국수 본점은 많은 관광객들이 찾는 제주의 손꼽히는 고기국수 맛집이다. ,33.5168201,126.5169905,,064-746-2222
"공용주차장,현금결제,카드결제,화장실,무료 WIFI,카드결제,현금결제,카카오페이,",CNTS_200000000008271,가야아구찜,제주특별자치도 제주시 도두1동 2622-6 1층 가야아구찜,제주특별자치도 제주시 도공로 20 (도두1동) 1층 가야아구찜,"음식,아구찜,몸국,고기국수,전복아구찜,비빔국수,멸치국수,돼지국밥,튀김만두,국수",도두동(제주공항근처)에 위치한 식당. 아구찜과 고기국수를 한자리에서 맛 볼 수 있는 곳.,33.5045135,126.4653051,241-690,064-747-5358
"국밥,수육,한식,음식,소머리국밥,소머리수육,2022고메페스타,현금결제,카드결제",CNTS_000000000022898,하효소머리국밥,제주특별자치도 서귀포시 하효동 142-2,제주특별자치도 서귀포시 효돈로 174,"국밥,수육,한식,음식,소머리국밥,소머리수육,2022고메페스타,설렁탕",소머리 국밥과 소머리 수육 전문점이다. 제주산 한우만 사용하여 5일 이상 정성을 다해 고아낸 육수가 일품이다.가격 또한 질에 비해 경제적이다.,33.26354,126.61735,63606, 064-732-2241
"흑돼지,한식,향토음식,공용주차장,현금결제,카드결제,화장실,음료대",CNTS_000000000020558,흑돼지킹생구이전문점,제주특별자치도 제주시 연동 2313-4,제주특별자치도 제주시 도령로11길 26-9,"흑돼지,한식,향토음식,음식,흑돼지구이,양념갈비,갈비,된장찌개,김치찌개,뷔페,흑임자죽,미역국,오겹살,생갈비,식혜",흑돼지고기가 무한리필,33.4929123,126.4877418,,064-748-8577
"흑돼지,갈비따로덮밥,한식,공용주차장,현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설,단독접근가능,단차없음,테이블 비치,쉬움",CNTS_000000000020492,늘봄흑돼지,제주특별자치도 제주시 노형동 2343-3,제주특별자치도 제주시 한라대학로 12,"흑돼지,갈비따로덮밥,한식,음식,목살,삼겹살,갈비,양념갈비,항정살,무장애관광,해장국,선지해장국,굴해장국,소고기국밥,도가니탕,김치찌개,해물뚝배기,전복뚝배기,뚝배기,사시미,김치전골,정식,된장찌개,냉면,비빔냉면,물냉면,돌솥밥,생갈비,가브리살,갈매기살,돼지껍데기,육회",제주도에서 가장 큰 흑돼지 구이 전문점,33.4792895,126.4728779,,064-744-9001
"음식점,전통주,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,카드결제,현금결제,카카오페이,영어,,,어린이 출입가능,,가능,있음",CNTS_200000000013690,"제주한잔, 세화","제주특별자치도 제주시 구좌읍 세화리 3642 제주한잔, 세화","제주특별자치도 제주시 구좌읍 세평항로 44 (세화리) 제주한잔, 세화","음식점,전통주,음식",제주 전통주 전문 바틀샵 & 펍,33.526915,126.855267,63361,064-799-5575
"수제잼,마멀레이드,당근잼,양파잼,음식,현금결제,카드결제,화장실,무료 WIFI,아주 어려움",CNTS_000000000020688,냠냠제주,제주특별자치도 제주시 조천읍 신촌리 454-4,제주특별자치도 제주시 조천읍 신조로 121,"수제잼,마멀레이드,당근잼,양파잼,음식,잼",제철에 나는 제주 친환경 농산물과 유기농 설탕을 이용해 만드는 수제 잼과 마멀레이드,33.5195859,126.6320441,63337,064-784-5507
"반려동물,반려동물동반,반려동물전용,예스펫존,반려동물동반입장,혼저옵서개,강아지,반려동물여행,스튜,구좌당근스프 ,반려동물동반식당카페,공용주차장,화장실,무료 WIFI,어린이 출입가능,불가능",CNTS_200000000014234,플레이스엉물,제주특별자치도 제주시 구좌읍 종달리 756,제주특별자치도 제주시 구좌읍 종달논길 92,"반려동물,반려동물동반입장,스튜,구좌당근스프,반려동물동반_식당카페,음식,식당",플레이스엉물은 오직 제주도에서 생산되는 식재료를 사용해 깨끗하고 맛있는 브런치를 직접 만들어 제공하는 브런치 카페이다.,33.4880673,126.8804954,,070-7787-1515
"천연 화장품,화산송이,체험 카페,체험,관광기념품,기념품,공용주차장,단독접근가능,단차없음,장애인 전용 주차장,쉬움",CNTS_000000000022076,제주이야기,제주특별자치도 제주시 구좌읍 행원리 542-7,제주특별자치도 제주시 구좌읍 행원로13길 67(행원리),"천연 화장품,화산송이,체험 카페,체험,관광기념품,기념품,무장애관광","천연꽃 화장품, 향수, 디퓨저를 직접 만들어 볼 수 있는 카페",33.55312,126.81699,63358,064-782-1101
"제주신화월드, 베이커리, 디저트, 빵, 빵지순례,공용주차장,화장실,무료 WIFI,벨라크림스페너, 벨라요거트볼, 식빵,어린이 출입가능,불가능",CNTS_200000000012751,벨라지다,제주특별자치도 서귀포시 안덕면 서광리 2518,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139,"제주신화월드,베이커리,디저트,빵,빵지순례,음식,카페,케이크,잼,딸기잼,에스프레소,아메리카노,카페라떼,플랫화이트,카푸치노,카페모카,라떼,바닐라라떼,카라멜마끼아또,녹차라떼,레몬티,초코라떼,에이드,레몬에이드,차,샐러드,에그타르트",제주신화월드 인근에 위치한 베이커리 카페 벨라지다는 매일매일 직접 구운 빵과 어울리는 커피와 음료를 판매하고 있으며 브런치 메뉴 또한 인기이다.,33.2991069,126.3108907,,064-792-1112
"카페,음료,런던포그,화장실,무료 WIFI,아주 어려움",CNTS_000000000021054,한량2010,제주특별자치도 제주시 이도2동 1181-5,제주특별자치도 제주시 광양13길 12-2,"카페,음료,런던포그,음식,에스프레소,아메리카노,바닐라라떼,헤이즐넛라떼,카푸치노,카라멜마끼아또,에스프레소콘파냐,샤케라또,카페라떼,모카치노,카페모카,아포가토,라떼,핸드드립커피,드립커피,차,레몬티,유자차,레몬에이드,핫초코,아이스초코,쿠키,에이드",주택가 속 숨어있는 커피 공장,33.499622,126.53119,63209,064-725-8283
"두루치기,전복뚝배기,딱새우장,공용주차장,현금결제,카드결제,화장실",CNTS_000000000021607,달래식당,제주특별자치도 서귀포시 성산읍 수산리 2014,제주특별자치도 서귀포시 성산읍 금백조로 34-19,"두루치기,전복뚝배기,딱새우장,음식,물회,갈치구이,제주갈치구이,생선구이정식,성게미역국,문어덮밥,회덮밥,덮밥,미역국,갈치국,뚝배기,모듬물회,생선구이,모듬생선구이,갈치조림,갈치,간장게장,간장게장정식,정식,문어숙회,소라숙회,해물전,전복해물뚝배기",계절마다 바뀌는 제주바다의 생선요리 모둠으로 즐길 수 있는 곳,33.4411683,126.8690488,63639,064-784-4757
"두부,두부전골,두부정식,한식,음식,두부두루치기,청국장,갈비찜,비지찌개,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CONT_000000000501347,정순화손두부,제주특별자치도 제주시 조천읍 북촌리 1586-1,제주특별자치도 제주시 조천읍 일주동로 1415,"두부,두부전골,두부정식,한식,음식,두부두루치기,청국장,갈비찜,비지찌개",다양한 두부메뉴를 즐길 수 있는 정순화 손두부,33.54495,126.68638,63339,064-783-4900
"카페,커피,음료,애프터눈티,음식,아메리카노,바닐라라떼,카페라떼,녹차라떼,돌체라떼,딸기라떼,디저트,빵,에이드,주스,과일주스,2022고메페스타,반려동물,반려동물동반입장,혼저옵서개,반려동물동반식당카페,공용주차장,현금결제,카드결제,화장실",CNTS_000000000022562,마노르블랑,서귀포시 안덕면 덕수리 2952,서귀포시 안덕면 일주서로2100번길 46,"카페,커피,음료,애프터눈티,음식,아메리카노,바닐라라떼,카페라떼,녹차라떼,돌체라떼,딸기라떼,디저트,빵,에이드,주스,과일주스,2022고메페스타,반려동물,반려동물동반입장,반려동물동반_식당카페,카라멜마끼아또,카페모카,초코라떼,아이스티,복숭아아이스티,차,오미자차,허브티,스무디,블루베리스무디,망고스무디,딸기스무디,오미자에이드",산방산과 형제섬의 동쪽으로 한라산이 보이는 분위기 좋은 카페,33.254242,126.29465,,064-794-0999
"치킨,닭강정,마늘치킨,음식,양념치킨,공용주차장,현금결제,카드결제,화장실",CNTS_000000000021318,경성통닭,제주특별자치도 서귀포시 서귀동 275-33,제주특별자치도 서귀포시 중앙로42번길 17,"치킨,닭강정,마늘치킨,음식,양념치킨,후라이드치킨,반반치킨,옛날통닭",한 손에 들고 먹는 닭강정,33.248642,126.56357,63591,064-763-8568
