,ID,WRITER,CONTENT,TYPE,SCORE,CREATED_AT
3038,CNTS_000000000019607,Happy길현,낡았지만 세월의 흔적만 있을뿐 깨끗합니다그리고가성비 좋습니다 사장님도 인상 좋고 착하시고 사장님 마음만큼이나 방도 넓고 부족함 없이 잘지내고 있습니다 내일 퇴실인데  다음 가족 여행도 숙소는 여기로,kakao,5,22.02.04.
3039,CNTS_000000000019607,민지,방 깨끗해요 사장님 친절하세요 수건 휴지 봉지 등 필요한 용품 넉넉히 주세요 주차 공간도 충분해서 좋았어요,kakao,5,20.07.21.
3040,CONT_000000000501002,이남선,통나무집과 정원의  나무들  꿈의 궁전같은 곳이었습니다여행 중의   피로는  하룻밤을  자고나니씻은듯  풀려있고  많이 걷지 않아서 그런가생각도 해보았지만  하룻밤을 더  자고나니확실한  판단이  서드라구요통나무집의  이틀밤이  무척이나  행복했어요제주도엘  가면  또 가고 싶은  집이었습니다,kakao,5,22.01.16.
3041,CNTS_000000000018122,우현서현,제주도방문할때마다 들리는거같아요ㅋ펜션주위에 산책하기도 좋고 무엇보다 가장 좋은건 조식,kakao,5,22.04.02.
3042,CNTS_000000000018122,이은영,통나무방 숙박했어요 문을 열자마자 풍기는 나무향이 신선했습니다깔끔한 침구 수건 욕실 따뜻한 바닥도 좋았습니다 음향좋은 카페에서 먹는 조식과 귤따기체험 석부작 박물관 관람도 인상깊었습니다재방문 의사 있어요,kakao,5,21.12.05.
3043,CNTS_000000000018158,kj,화장실 냄새가 건물 전체에 진동,kakao,1,22.12.31.
3044,CNTS_000000000018158,미식가짱구,음시설은 오래됬고 어매니티도 없어요 그래도 깨끗은 해서 가격대비 괜찮다 생각했는데어르신분들 동창회 동호회 모임 많이 받나봐요 술취한 대 아저씨들 떼거지로 술주정하고 조식식당 와서도 술 먹고 복도에서 엄청 시끄럽게 떠들어서 잠을 못잤네요방음이 진짜 별로입니다,kakao,2,22.10.30.
3045,CNTS_000000000018158,수니여,급하게 찾아보고 예약하고 갔어요 쾌쾌냄새가 났기한데  나중에 적응이 됩니다ㅎ 칫솔랑 치약 화장실 슬리퍼 샤워타올 없습니다 방 방음이 안되고볼때는 몰랐는데 잠을잘때 옆방소리가 들려요 냉장고가 아침까지 온도가 똑같씀  시원하지 않아요 ㅎ 얼음이 녹아요  할인쿠폰 확인후 예약하세요 나름대로 괜찮아요  월일 박 했어요 가성비 좋은 호텔 ,kakao,5,22.09.04.
3046,CNTS_000000000018158,오팔반지,겉이 너무 허름해서 헉하고 들어갔는데 룸컨디션은 리모델링 했는지 요즘 호텔이랑 비슷해요 할아버지 할저씨 호텔리어들이 근무하고 계셔서 약간 읭스럽고 낯선데 주변에 맛집들도 많고 투어픽업하는곳이 바로 앞이라 뚜벅이 여행자가 지내기에 위치가 너무 좋아요 입구에 해태 그거 치워버리고 외관도 리모델링 하면 여행자들이 더 많이 찾을거 같아요,kakao,4,22.08.30.
3047,CNTS_000000000018158,J,저녁 늦은시간에 도착해서 대충 하룻밤 자려고 예약했는데 만족합니다 호텔 자체는 오래된 느낌인데 오래된것치곤 관리가 잘된것같아요 룸컨디션도 괜찮고 뒤늦게 조식뷔페 있다는거 알아서 아침식사를 조식뷔페로 했는데 반찬이 가짓수가 많은건 아니지만 깔끔하고 맛도 평타는 쳤고 무엇보다 식당이 통유리라 뷰가 어마어마하게 좋습니다 탁트인 곳에서 바다보며 식사할 수 있어요 가성비 넘쳐서 공항에 늦은 비행기로 도착하시는 분들은 일박하시기 괜찮을걸같아요,kakao,5,22.08.19.
3048,CNTS_000000000018158,고맙습니다^^,처음하는 건강검진 이것저것 걱정하며 여러 병원 후기를 보고 방문 한 삼성센트럴 의원 후기만큼이나 깔끔하고 친철하고 신뢰가 가는 병원이었습니다역시 시설도 좋고 환경도 좋고 직원분들 간호사님 의사 선생님의 친철 또한 최고 였습니다 ,kakao,5,22.08.09.
3049,CNTS_000000000018158,SENIAN,오래된 건물이라 그런지 시설도 노후 된 것이 많고방은 그럭저럭 나쁘진 않았지만 화장실 샤워시설이 실망이었음그렇지만 좋은 위치 전망 친절한 직원분들 덕에좋은 추억 잘 만들고 감,kakao,4,22.07.18.
3050,CNTS_000000000018158,지니,후기가 안좋아서 걱정했는데 오래된 것 치고 룸상태가 너무 좋아요 굿,kakao,5,22.06.12.
3051,CNTS_000000000018158,돼하, ,kakao,4,22.05.29.
3052,CNTS_000000000018158,지잉🌝,쾌쾌한 냄새가 심해요깨끗한지 잘 모르겠어요,kakao,2,22.04.30.
3053,CNTS_000000000018158,vol,제주시 성급 중 제일 불친절 오래된 오성급은 이용하지  말란 말이 딱 맞음 직원들 말투는 정말 밥맛 없음 여기 절대 이용하지 마세요 차라리 성 이용하세요,kakao,1,22.04.18.
3083,CNTS_200000000010794,유진, ,kakao,5,21.08.01.
3084,CNTS_000000000021086,요라나,방도 넓고 침구나 바닥 욕실 모두 깨끗했습니다감귤스낵 배도라지즙 미니바도 귀여웠구요하루종일 열심히 돌아다니고 지쳐도숙소로 돌아오는길부터 힐링되는 느낌이라 그점이 가장 좋았던거같습니다아침에 커튼을 걷으면 테라스너머로 보이는 갈대들이 참 평온해보였어요 벌써 그립네요년넘게 제주다니며 여러숙소 다녔지만 저에겐 최고였어요,kakao,5,23.01.21.
3085,CNTS_000000000021086,...,위치가 너무  별로임  도로길 중간에  박혀있는곳 부대시설 뭐 할게 없고  스포츠홀도 이용 안된다함  객실내  샤워가운도  없고  뭐하나 메리트가 없음   복도천장에  누수자국이 크게 곳곳  있는걸로 보아  관리가 안되는것같음  비추비추비추 할게 없는곳  이지역은 또 바람이  엄청 불고 추운 곳임  추천  블로그말 믿지마세요,kakao,1,23.01.15.
3086,CNTS_000000000021086,sensation,렌트카있는분들 여기 묵으세요 식사할곳이 애매하긴한데 상관없을정도로 괜찮아요 룸컨디션어메니티와 간식온천미술관  만족,kakao,5,22.12.08.
3087,CNTS_000000000021086,Sheeeeeeed!,지난 화요일 투숙안내데스크 분들 친절하시고 방이 넓고 청소 상태도 좋았고 챙겨주시는  음료 주전부리도 맛있었어요단 방음이 최악이었습니다 윗방 발망치발코니 떠드는 소음이야 그럴 수 있다 했는데 옆방에서 술취해서 떠드는 소리가 옆에 있는 것 처럼 들려서 밤 늦게까지 잠 설쳤네요벽 보강을 하시거나 뭔가 대책이 필요합니다,kakao,3,22.10.09.
3088,CNTS_000000000021086,고급진입맛,방 넓고 베란다뷰 좋고 미니바에 제주도 특상품과자도 넣어주고 조식포함 포도뮤지엄에 디아넥스 수영장 이용권까지 가성비가 너무 좋음단 한가지 단점이 있다면 석식 이용가능한 레스토랑이 없다는거 돌아다니다 늦게 체크인 해서 저녁이 너무 고픈 상황이었는데 룸서비스도 안되고 주변에 배달음식도 올수 없는 외진 위치라 차 끌고 다시 나가야했음 이거하나빼면 너무 좋은 호텔 아 그리고 이 일대 오고가는 경치가 정말 끝내준다 매번 해변도로만 다니다 이쪽으로는 첨 와보는데 우거진 숲이며 운전하면서 절로 콧노래가 ㅎ,kakao,5,22.10.08.
3089,CNTS_000000000021086,shootball,좋네요 방 깔끔하고 넓습니다 위치가 애매해서 그렇지 깔끔하고 조용한 가성비 숙소네요,kakao,4,22.07.29.
3090,CNTS_000000000021086,sy.b,방 크기가 진짜 크고 어매니티도 그렇고 너무 좋았어요 돈주고 또 갈래하면 바로 갑니다,kakao,5,22.02.12.
3091,CNTS_000000000021086,Mr. Fisherman,돈까스 대박 맛있음  원 안아까움,kakao,4,21.05.17.
3092,CNTS_000000000021086,미나이,깨끗하고 좋았어여 주방은 이용불가입니다 그리고 편의점이 많이 비싸네여 ㅎㅎ 맥주같은건 할인 하나도 없으니 근처편의점에서 사오시는게 좋을듯,kakao,4,20.11.26.
3093,CNTS_000000000021086,웅,내륙이라 위치가 애매하지만 깨끗하고 좋았어요,kakao,4,19.02.18.
3094,CNTS_000000000021086,현현,루체빌리조트제주특별자치도 서귀포시 안덕면 산록남로 ,kakao,3,19.01.29.
3096,CNTS_000000000018119,Bona Kim,지금은 아니하는듯요 ㅡ임대중이네요,kakao,5,22.04.12.
3097,CNTS_000000000018119,ㅇㅁㄷ,깨끗하고 뷰 좋고 너무 마음에 들었어요침구도 깨끗하고 정말 최고에요제주에 올때마다 꼭 다시 오고 싶은 펜션입니다강추합니다,kakao,5,21.08.21.
3098,CNTS_000000000018119,강현숙,비행기를 놓쳐 어쩔수 없이 하루 잡은 방이였는데 좋네요 방도 깨끗하고 뷰도 좋고 침대마다 겨울이라 전기장판도 있고 최고네요,kakao,5,21.02.23.
3099,CNTS_000000000018119,ㅅㅈ,장점 공항과 가까움취사가 됨연식 대비 깔끔함단점 신식의 깔끔한 빌라는 아님 창문 시트지는 좀 바꾸셔야 할듯엘베없음,kakao,3,20.07.16.
3100,CNTS_000000000018119,SsM,바다가 바로 보이는 뷰 최고 깨끗하고 사장님 왕 친절하심 엘레베이터가 없는데 흠이지만 사장님이 직접 짐도 들어 올려 주시고 친절하심,kakao,4,19.12.20.
3101,CNTS_000000000018119,짜장,여기 장점 공항에서 분 안팎걸림 객실 준비도 제대로 안되어 있어서 도착했는데 삼십분 기다리라고 해서 일정 다 흐트러림ㅡㅡ 솔직히 사진이랑 실제로 너무 다르고 지인 숙박권 금액 청구된 것도 이상하게 인터넷 나와있는 금액이랑 다르게 청구하심 분명 인으로 알고 방문했는데 인원수 대로 방 배정해주시고 금액만 부풀려서 청구함 지인이 무료 숙박권 안해줬으면 다시 오고 싶은 마음 다 심지어 엘베 없어서 캐리어 들고 가는데 애먹었음,kakao,1,19.11.05.
3102,CONT_000000000500867,이양순,대설주의보라 비행기가 결항이라 저렴하고  깨끗한 곳을 찾다가  박을 하게되었습니다오래된 건물 느낌있으나 침구나 청소상태는  좋았습니다 리조트급 시설을 원한다면 안오시는게 낫습니다만 가격대비 훌륭합니다첫날밤은 준비해온 음식을 먹었는데 층에  식당을 운영해서 틀째 되는 날엔 식당을 이용했는데  식당이 대박입니다 메뉴에도 없는 갈치구이가 나왔어요주인이 잡은거라며 튀겨나왔는데  싯가로  받았다면  몇만원은 할정도였습니다  거기다 계란후라이에  직접담은  파김치  저렴해서 먹기도 미안했던 닭볶음탕  너무너무 맛있고 친절해서 또 와야겠다는 생각 프로입니다,kakao,5,22.12.24.
3103,CONT_000000000500867,배출일,에어컨소리가 너무커서 못자겠음시설노후,kakao,1,22.08.24.
3104,CONT_000000000500867,뽀로로주,가격대비 좋았음  늘 지나가면서 노란색 궁금했었는대넓고 시설도 좋았음가격대비평일방문함수영장도 있고 가든도 있고추후 방문할수있음 애월 베니  비교시 위치빼고 여기 승,kakao,3,22.07.07.
3105,CONT_000000000500867,😘,        조천읍 근처  카페에서  일몰을 감상하고근처 숙소를 검색하다  메이더호텔에서 박하기로 했어요 이왕이면  오션뷰로 선택을 하고  늦게 숙소에 들어갔는데매니져님  너무  친절하게  응대해 주셨고  침대며 화장실도 깔끔하고  쌀쌀한  날씨였는데 난방도 잘되 따뜻하게 잤답니다   메이더호텔의  메리트는  멀리 바다를 보며 조식을  즐길수  있다는 거에요  재방문의사 있습니다,kakao,5,22.04.21.
3106,CONT_000000000500867,설기뽀끼,가성비좋은데요숙소까탈스러운편아니지만기대도안했는데 생각보다 만족해요전기차충전기는 단자가 하나밖에안되서 충전못해아쉽지만 따뜻하고 깔끔합니다,kakao,5,22.03.21.
3107,CONT_000000000500867,커피,하루쯤 머물만함,kakao,4,22.03.02.
3108,CONT_000000000500867,대지 (최원식),뷰도 좋고 실외도 실내도 청결함 부담없이 하루 쉬다 갑니다,kakao,4,22.01.22.
3109,CONT_000000000500867,요다,너무 담배쩐내나고 카펫에서 머리카락나오고 욕실엔 곰팡이 양치하고 세수만 했네요 최악중 최악이에요 가격싸다고 간 제가 잘못이죠,kakao,1,22.01.20.
3110,CONT_000000000500867,나서,급하게 예약하게 되서 별다른 선택지도 없고 가성비가 좋다고 해서 갔는데 정말 후회했어요 오래되었어도 관리가 잘된 호텔을 기대했는데 엉망이에요 에어컨은 작동이 되는건지 마는건지 다행히 더운날이 아니여서 그냥 문열고 잤구요 침구에선 여자 젤페디 조각이 나와서 정말 내내 찝찝ㅠ 호텔직원들은 의사소통 정말 안되고 불친절해서 너무 싫었구요 단체 여행객 가는 유스호스텔 정도라고 생각하시고 가야될거에요,kakao,1,21.08.19.
3111,CONT_000000000500867,나는개다,별로에요 싸가지없음,kakao,1,21.08.16.
3112,CONT_000000000500867,이창오,박하고 갑니다들어가자마자 예약취소고 뭐고 그냥 다른 숙소가려는데 외이프가 극구 말려 그냥 잠만자러 들어감관계자가 이글을 본다면 제발 곰팡이 좀 없애도록하고 카펫청소 안할거면 카펫을 치워버려요,kakao,1,21.08.14.
3116,CNTS_000000000018093,--,조식도 맛있었고 여러모로 만족,kakao,5,23.01.31.
3117,CNTS_000000000018093,까탈미식,가성비 무지 좋다객실이 너무 넓다깨끗하다샤워실과 세면실이 분리되어 있는 구조옆 오설록 녹차밭이 너무 멋진 산책로다,kakao,5,23.01.28.
3118,CNTS_000000000018093,현희,연식이 있다보니 다소 낡은 감이 있는 호텔이지만 방 넓고 쾌적합니다  청소상태 좋구요  위치도 좋고 직원분들의 친절한 응대까지 부족함 도 없는 갓성비 끝장인 호텔이예요 재방문의사 당연히 있어요,kakao,5,23.01.03.
3119,CNTS_000000000018093,유유, ,kakao,4,22.12.12.
3120,CNTS_000000000018093,pearlsix,가성비 굿,kakao,5,22.10.19.
3121,CNTS_000000000018093,보너스,오랜 된듯한 호텔이지만 가성비 최고인것 같습니다,kakao,4,22.10.18.
3122,CNTS_000000000018093,트윈스,제주도 서남부 지역 여행 시 가성비 좋은 호텔임 객실이 넓고 렌터카로 분 내에 중문 모슬포 협재 방면으로 이동할 수 있어 편리함다만 조식이 부실함 예전에는 조식이 좋았었는데 코로나 중 재오픈한 후에 조식 품질이 눈에 띄게 나빠졌음 조식 개선이 필요함,kakao,4,22.10.08.
3123,CNTS_000000000018093,mnnm_, ,kakao,5,22.10.03.
3124,CNTS_000000000018093,핼롱이,조식 시까지래서 내려갔더니 시분에 마감이라며 얄짤없음 시분까지는 입장해야한다고 말을 해주던가 물어봤을땐 시까지라고 했음 주변에 먹을곳 하나도 없는데 편의점에서 이미 전날 먹었고 편의점 자체에 먹을것도 거의 없는데 분에 맞춰 내려갔는데 분 지났다고 짤 당함 사정사정하는데도 입장 마감이라는데 그럼 다른 먹을거라도 구비해두던가 안내문에 써있다는데 받은적도 없고 책자에도 안써있는데요 차없는 사람은 어쩔수없이 아무것도 못 먹고 굶어야겠네요 미리 정확히 말을 안해줬으면 미안해서라도 들여보내줬을듯 피도 눈물도 없음,kakao,1,22.08.20.
3125,CNTS_000000000018093,Hyuk,제주도 박 중 제일 좋았습니다박 다 비슷한 금액 이였는데퀸더블 침대에 시설 룸 등등 컨디션제일 좋았습니다다른 지인 들에게도 추천 할 예정입니다,kakao,5,22.06.07.
3126,CNTS_000000000018093,내프로필,조용 한적하니 좋았어요다들친절하시고 방이너무넓고 침대도넓고깨끗하고화장실이랑 욕실따로는 좀불편했어요,kakao,5,22.04.27.
3147,CNTS_000000000018982,강태성,멋진 풍경과 여유가 있는 숙소주인분들 친절하시다여유를 위해서는 이만한 숙소가 없다주변에 나 빼고 아무도 없음,kakao,5,21.09.04.
3148,CNTS_200000000013512,니에리,일단 주차장을 겁나 작아서 힘든데 눈 오는 날엔 제주도에서 눈을 잘 안 치우고 호텔측에서도 안 치워서 사고 날 뻔 했고 직원들한테 필요하거나 한걸 말해도 자기들은 뭘 할 수 있는 사람이 아니라고 계속 안된다고만 하고 인터넷은 거지같이 느려서 계속 끊기고 처음부터 명으로 예약을했는데 이불도 못 준다해서 싸우니까 겨우 겨우 주고 방음도 진짜 거지같고 이불도 별로고 침대 근처에는 콘센트도 없어서 불편했고 오션뷰 한라산뷰 그러는데 그런거 ㅈ도 안 보이고 이딴곳 돈주고 올빠에는 그냥 돈 더 내고 다른데 가세요 여행와서 기분 잡치고 갑니다,kakao,1,23.01.24.
3149,CNTS_200000000013512,쌍득,직원분들 특히 청소하시는 아주머니 굉장히 친절하십니다 근데 주차장이 좀 불편해요 못써먹을 정도는 아닌데 큰차로 가면 힘들것같아요 신발을 신고 들어가는곳이라 색다릅니다 문이 복도쪽으로 열리는 문이었으면 좋겠어요 기억에 남는건 청소 아주머니의 친절뿐,kakao,3,23.01.20.
3150,CNTS_200000000013512,고동현(시도우),다시는 가고싶지 않은곳 주차장이 좁다 지하주차장 출입하는데 완전 곡예운전    각오하고 들어가세요 지하주차장 주차하고 걸어서 층까지 걸어올라가야함    엘리베이터 없음지하 난방은 시베리아 수준뒤편건물,kakao,1,22.12.30.
3151,CNTS_200000000013512,으이!,주차가 일단 최악 가성비는 좋으나 침대 딱딱으이,kakao,2,22.08.24.
3152,CNTS_200000000013512,.,저렴하지만 주차 어렵고 약간 눅눅한 방 컨디션,kakao,2,22.08.24.
3153,CNTS_200000000013512,코코리,주차를 안한다면 좋은 선택지인거같아요,kakao,4,22.08.05.
3154,CNTS_200000000013512,개굴,매니저라는 사람 인성이 최악서비스정신이 없어서 놀랐네요숙박하면서 기분 나쁘다 돌아가는 호텔은 처음입니다,kakao,1,22.07.22.
3155,CNTS_200000000013512,.,주차장 최악방음 최악침구 청결도 최악집에서도 못느껴본 층간소음을 경험해보고 싶다면 추천합니다 건너편 방 개짖는 소리에 새벽까지 쿵쾅거리고 소리지르는 윗방 때문에 잠을 잘수가 없는 정도 침구는 여기저기 더럽고 눅눅함 기본적으로 벽이 엄청 얇고 기본기가 딸리는 곳 밑에 후기처럼 로비만 좋은 호텔,kakao,1,22.07.17.
3156,CNTS_200000000013512,펭귄,카욵더 직원분들이 정말 친절하시고 좋아요 다만 룸의 이불들은 뭔가 눅눅하고 찝찝해요 빨래는 했지만 덜 마른 것을 갖다놓은 기분카운터 맞은편에 있는 레트로보이즈라는 술집카페 여사장님도 친절하심 가격은 좀 비싼편,kakao,4,22.06.29.
3157,CNTS_200000000013512,minimal life, ,kakao,3,22.04.28.
3158,CNTS_200000000013512,ㅇㅇ,뷰랑 방상태 조아용 서귀포에 강쥐출입 가능한데가 여기밖에없기두하구 지하주차장은 최악,kakao,4,22.04.16.
3213,CNTS_000000000020805,회룡포,사진 찍으면 예쁘게 나온다 실제로도 괜찮음근데 방에서 냄새 난다고 못먹게하는게 너무 많음환기잘시키면뭐가문제인지그래서 포장해온 음식 차에서 먹고 들어감조식먹으러 우리가 제일 먼저 갔는데 자리를 지정해줘서 햇빛드는 자리에서 얼굴에 직사광선 쬐면서 먹어야했음,kakao,3,22.09.18.
3214,CNTS_000000000020805,송이네,사장님 내외분의 세삼한 배려와 호텔 조식 부럽지 않은 럭셔리 아침 식사 또 가고 싶어요 너무 예쁜 정원과 새소리 편안한 잠자리까지 완벽한 힐링을 위한 공간입니다 매일 가장 예쁜 꽃으로 직접 장식하시는 식탁 데코는  이런 호사를 누려도 되나 싶을 정도로 황송했어요 별 개 아니라 더더 드리고 싶네요,kakao,5,22.07.17.
3215,CNTS_000000000020805,찌,작년 여름 비안에서의 추억은 잊을 수 없을 것 같아요 숙소 곳곳이 정말 사장님들 손길이 안 간 곳이 없을 정도로 좋은 기억 만들어 주셔서 감사합니다 계속 가고 싶은 곳이에요 아가들도 건강하게 지내렴,kakao,5,22.04.30.
3216,CNTS_000000000020805,선우코 :), ,kakao,5,22.03.24.
3217,CNTS_000000000020805,"Kyoungtae, Min",재방문에 이은 재방문 아름다운 정원 미니멀하면서도 깔끔한 인테리어의 숙소 모던한 라운지 매우 훌륭한 브런치이번에도 힐링하고 충전되어 갑니다,kakao,5,21.09.09.
3218,CNTS_000000000020805,맛집원정대,내가 미래에 살고싶은 워너비라면 이런 느낌 유기견 임시보호로 돌보시다가 점점 가족이 늘어나시는것같아요정원도 너무 이쁘게 관리하시고 방도 엄청 이쁘고 다이닝룸에서 저녁에 커피한잔하며 사장님과 나눈 담소는 몇년째 기억에 남습니다매년 무조건 가야하는곳 중 하나아침 조식도 최고입니다,kakao,5,21.09.04.
3219,CNTS_000000000020805,Jaewon,오롯이 힐링할 수 있는 스테이 여러번 와도 변함없고 특히 늘 깨끗해서 다시 선택하게 되는 곳이에요 어떤 브런치보다도 더 훌륭한 아침 식사는 덤이에요,kakao,5,21.09.02.
3220,CNTS_000000000020805,신길러,감성 숙소 최고 사장님 매우 친절 조식 엄청 맛있음 분위기 좋음자연친화적 다소 좁음 그래도 만족,kakao,5,20.06.10.
3221,CNTS_000000000020805,마동석,씩씩이,kakao,4,20.05.16.
3222,CNTS_000000000020805,표고, ,kakao,5,19.10.28.
3223,CNTS_000000000020805,tatum,숙박업종 만원 이상무조건 현금영수증 발행해야함  미발행시 국세청에 제보 가능  년 전 현금영수증 미발행건까지 가능  제보 시 해당 금액의  포상금 지급  법은 지키라고 있는건데,kakao,1,19.10.13.
3226,CONT_000000000500866,김우진, ,kakao,5,21.05.08.
3227,CONT_000000000500866,쏜,사장님이 정말 친절했어요ㅜㅜㅜㅜㅜ애들이 흑바닥에 굴러 겉옷을 더렵혀져서 세탁이 가능한지 여쭤보니 된다며 건조까지 해주셨어요굳 펜션상태는 말해서 모하나요모든게 완벽한곳,kakao,5,20.03.18.
3228,CNTS_000000000022049,secret-gr,추천합니다 사장님 정말 친절하십니다 번창하세요,kakao,5,23.01.18.
3229,CNTS_000000000022049,chhhhhhn,진짜 최고 도착하자마자 인상좋으신데 친절까지하신 사장님만나고 기분이 좋았는데 들어가자마자 뷰는 말할것도없이 대박이였고 너무너무 깨끗해서 좋았어요  그리고 펜션에 안뜯는  물이 있있다니 이가격에 이런펜션  말이 필요없네요 컵라면 한개씩 먹어도되고 심지어 넷플릭스도있음 별점모잘라요최고에요 마지막 퇴실때는 차안 쓰레기 버리라고 빈봉투 챙겨주시는 친절센스까지 고민하지말고 가세요 ,kakao,5,22.07.07.
3230,CNTS_000000000022049,이승한,너무 친절하시구 방이너무 좋아요 궁디잘지지고갑니다백개도모질라요다음에또갈께요몸건강하세요,kakao,5,22.02.25.
3231,CNTS_000000000022049,동글동글,좋은 오션뷰에 매우청결한 숙소였습니다 친절하심과 컵라면 하나라도 넉넉한 인심에 따뜻하고 포근한 잠을 잤습니다덕분에 편안하고 즐겁고 기분 좋은 여행으로 오래 기억될 것입니다,kakao,5,22.02.05.
3232,CNTS_000000000022049,꿈나무,박일 있었습니다 다음에 성산에 온다면 다시 오겠습니다 너무 친절하시고 깨끗하게 관리해주시네요,kakao,5,21.12.18.
3233,CNTS_000000000022049,이기성,제주도 가족 여행 가려고 예약했다가 코로나 확산으로 취소하였는데 이해해주시고 바로 환불해주시내요 저희도 가족여행 못가서 아쉽지만 사장님도 코로나로 어려울실텐데 힘내시길 바랍니다다음에 기회 되면 꼭 다시 한번 가고 싶은곳이내요왜냐면 만나지는 못했지만 사장님이 예약할때도 친절하셨는데취소할때도 친절하게 아쉬움을 애기해주시내요 너무 친절하시내요 다음에 꼭 갈께요화이팅,kakao,5,21.12.03.
3234,CNTS_000000000022049,ㅇ,조용하고 프라이빗하게 쉴수있는 곳언제나 환영해주는 곳 우도 가기전 성산쪽에 하루묵고싶다면 이곳으로 ,kakao,5,21.12.02.
3235,CNTS_000000000022049,최병훈,이틀동안 층에 머물렀습니다 일출봉쪽 바다가 시원스럽게 보여 좋았습니다 사장님은 계신듯 안계신듯 세심한 서비스가 편하고 좋았습니다이쪽에 머문다면 또 오고싶네요,kakao,5,21.10.12.
3236,CNTS_000000000022049,알라뚤,너무 친절하시고 좋아요,kakao,5,21.10.07.
3237,CNTS_000000000022049,☆5최고☆4좋아☆3가끔☆2한숨☆1,깔끔 그 자체입니다단 바닷가 근처라 모기가 쫌 있습니다다음에 제주오면 다시 묵고싶은 숙소로 강력추천 합니다,kakao,5,21.06.06.
3238,CNTS_000000000022049,지블리,아가랑 방문했는데 연박했어요 친절하시고 다음날 비품도 가져다놓고 깨끗히 청소까지 또 해주시고 싹 비워주고가셔서 깔끔하게 지냈습니다 아가는 인원 추가요금도 없어용 주변에 도보로도 갈수 있는 음식점이 많아서 편리해요,kakao,5,21.06.06.
3250,CNTS_000000000022228,호랭이(강철구),일단  숙소가 깔끔합니다 조식식빵컵라면쌀밥달걀직접후라이 우유제공산행전 김밥줄에 물미리 한병 컵라면제공은 무료제공에 등산장비 대여유료제공 숙박비원이면 요즘말로 대박ㅎ ㅎ 한라산등산로입구성판악관음사무로픽업 산행후도 숙소까지픽업 간이 물품 보관함도 있고 산객에게늘 짱 ㅎ ㅎ사장님 불친절이라 하는데제게는 완전친전 본인하기나름인듯 ㅎ ㅎ,kakao,5,23.01.28.
3251,CNTS_000000000022228,sutameon,제주살며 한라산 매번 가야지 다짐하는데 늘 실천을 못해 강제로라도 가려고 게하신청하고 드뎌갔어요 ㅎㅎㅎㅎㅎ 방 안락하고 픽업서비스도 있어서 편해요 추천스 ,kakao,5,22.11.01.
3252,CNTS_000000000022228,인체에무해하나먹지마시오,제주대학교 학생인데 연휴 끝나고 도착해서 기숙사에 입주를 못 했습니다 결국 학교 근처 게스트 하우스를 알아보게 됐는데 원에 조식서비스에 청결한 방 상태하며 빵빵한 냉방 시설 덕분에 이른 아침에 컨디션 좋게 일어났습니다 또 기숙사 입주 때문에 짐이 많았는데 미리 기숙사로 픽업 가능한지 여쭤보았고 제주대는 한라산 등반하시는 분들이 계셔서 그런 건지 사장님 개인 차로 기숙사 앞까지 데려다 주셨습니다 덕분에 비오는 날씨에 상하거나 젖은 물건 하나 없이 안전하게 도착했습니다 복 많이 받으십쇼 감사합니다,kakao,5,22.09.13.
3253,CNTS_000000000022228,찌유구부,지난  한라산 관음사코스로 등반키위해 첨숙박했는데 사장님부부는 나이가 있어그런지그리 살갑게 친절하시지는 안해도 물어보는 질문은 아주 자세히 설명해주시더군요 무엇보다  방은 조용하고  포근하고샤워실도 깨끗하고  따뜻한물이 잘나와서 샤워후 푹잤네요그리고 아침일찍  픽업해주신 기사님도 친절하셔서 기분좋게 등반할수 있었습니다김밥생수라면도 산에가서 잘먹었네요,kakao,5,22.03.01.
3254,CNTS_000000000022228,와,사장님 진짜 최고에요시설도 깨끗하고 따뜻하고 이 가격에 김밥과 생수까지 조식도 왕맛있어요한라산 혼자갈때 최고의 숙소입니다짐도 맡아주시고 너무 감사해요하루 잘묵다 갑니다 최고최고,kakao,5,22.01.29.
3255,CNTS_000000000022228,ㅇㅡㅇ, ,kakao,5,21.03.11.
3256,CNTS_000000000022228,이예진,저는 만족도 진짜 이었습니다 이 가격에 픽업에 든든한 조식 원하는대로 챙겨먹을 수 있고 생수까지 또랑 아니었으면 한라산 어찌갔다왔을까 싶네요 혼자 등반가시는 분들 필수입니다 저는 다행히 코고시는 분 없어서 밤에도 꿀잠잤어요,kakao,5,20.12.09.
3257,CNTS_000000000022228,DAHM,한라산 등반에 필요한 거의 모든 것을 제공합니다 아침에 김밥 생수 컵라면 무료제공 해주시는게 참 좋아요 사장님 불친잘하다는 말도 있는데 딱 필요한 말씀만 하시는 것일뿐 요청하면 잘 챙겨주십니다 다만 생각보다 침대가 조금 좁고 코 심하게 고는 사람이 있어 편하게 자지 못한 것이 아쉬웠어요,kakao,5,20.11.05.
