WRITER,CONTENT,TYPE,SCORE,CREATED_AT,OPEN_CLOSE_TIME,CATEGORY,STORE_NAME,STORE_ADDR,STORE_SCORE,HOMPAGE,ECT
이구역 평론가,야시장... 음..,카카오맵,2,21.12.25.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
kim. s. y,노르웨이 반건조 고등어를 골라 택배보낸다하고 돈지불하고 왔더니 전혀 다른 생물고등어가왔다 맛은 엄청 맛없고 피가고이고 명함도 없어 전화도 못했다 그걸 노렸나  그전 제주도왔을때 옥돔 산것도 크기가 작은게오고 구우면 다 오그라들고 다부숴지더니  이제 다신 안산다 거기서 ㅠㅠ,카카오맵,1,21.12.18.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
ED,관광지인건 어쩔 수 없지만 상인분들이 좀 불친절해요.,카카오맵,1,21.12.12.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
쟈스민,언제가도 즐거운곳!,카카오맵,4,21.12.12.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
웽,,카카오맵,1,21.12.11.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
박치민,,카카오맵,5,21.12.10.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
옴뇸뇸,"농협이 아니라 여기서 회를 사먹을껄 <br/>나는 여기를 마지막날에 들러서 회랑 <br/>기념품 초콜릿 같은거 여기서 삼_몬딱말랑(우도땅콩안에마시멜로있는초콜릿, 감귤초콜릿보다 이런게 더 꿀맛탱), 감귤땅콩녹차한라봉타르트, 감귤파이(이건 쿠팡에도 팔더라)_ 이렇게 샀었는데 만족스러웠음",카카오맵,5,21.12.07.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
제주도민,"딱새우회, 회 양이 적당해서 안주로 먹을만함<br/>오른쪽으로 쭉 들어가면 제주에일 생맥파는곳 개뀰<br/>줄서서 사는 입구 음식들은 90% 확률로 별루~",카카오맵,3,21.11.29.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
욱,아... 회...진짜 최악 말라비 틀어지고 비린내에... 절대 사먹지 마세요,카카오맵,1,21.11.27.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
신경옥,동문시장 은정농수산만의 문제일까요?  포장된 상품량이 10%이상 부족합니다.귤 택배 받고 확인!,카카오맵,1,21.11.27.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
푸푸,평점이 낮아 반신반의하면서 갔는데 고등어회랑 딱새우 사서 먹었는데 맛났음 딱새우 먹다 물려서 라면에 넣었더니 더 맛남~고등어는 바로 잡아달라고해서 포장해서 먹었는데 최고임 포장된거는 1만원 파는데 생물 바로잡은거 2만원에 샀음 눈탱이 맞은거 아닌가 했지만 먹어보니 2만원값 함 왜 고등어 바로잡아 먹으라는지 알겄음 식당갔음 5만원 짜리일듯 고등어 드실분들은 포장말고 갓 잡은거 사서 드시기 바람,카카오맵,4,21.11.23.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
평 화,불친절의 상징 동문시장ㅡ요란하고 산란하다ㅡ고기집들은 모두 육지나 수입고기같고ㅡ생선도 모두양식이나 수입같다ㅡ정말  시장으로는 가고싶지않은곳이다ㅡ외인들은 또 얼마나바글거리는지ㅡㅡ잘못하면 코로나걸리겠다ㅡ,카카오맵,1,21.11.18.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
j,기념품 구입하실때 주차장 근처에 있는 하마농수산은 피해가세요.<br/>애미애비부터 시작해서 싀ㅂ놈이라는 소리를 시장에서 들을 줄은 몰랐네요<br/>관광객 상대라 배짱 장사인건지<br/>현금을 당당하게 유도하시고 그거에 불만가졌다고 애미애비부터 찾으시는데<br/>그럼 저희가 사장님 위해서 여행 도중에 현금 찾아서 들고 다녀야하나요?<br/>이거 보신 분들이라도 피해가세요<br/>기념품 파는 곳 여기 아니여도 많으니까 괜히 가셔서 현금유도 받고 욕 먹으면서 사실바에는..<br/>기분 좋게 오신 여행 망치지 마시라고 공익 목적으로 리뷰 남깁니다.,카카오맵,1,21.11.09.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
모락산인,"관광객들은 많고, 현지인드른 적고. 어류도 육지보다 물가 비싸네요.",카카오맵,2,21.10.29.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
시티헌터,"제주도를 떠나기전에 각종 귤(감귤, 레드향 등), 초콜릿 등 기념품을 사기 좋다.<br/><br/>그리고 가게 곳곳에 김밥, 꼬치 등 간식거리도 파는데 먹어볼만 함",카카오맵,5,21.10.23.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
STR,볼거많고 먹을거 많고 경험하기 좋아요<br/>주차는 헬게이트인것 같아요…….<br/>별하나 뺍니다……..,카카오맵,4,21.10.13.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
제주도여행,동문야시장 가성비 굿 맛집<br/>18시에오픈이네요^^<br/>진짜 동문야시장8번게이트<br/>야시장20호 탐라는 흑돼지<br/>열정열정 화이팅입니다^^♡♡,카카오맵,5,21.10.08.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
김정은 J+,많이바뀌엇더라구요<br/>야시장은 젊은이들이 좋아할만한 누요기가 많구요 맛은 뭐 별로<br/>일본시장처럼 악세사리 기념품샵이 많이 생겼습니다<br/>선물 준비하기 좋을듯합니다<br/>주차는좀 불편해요,카카오맵,4,21.10.05.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
🤍,그냥 머 딱 시장,카카오맵,3,21.09.27.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
KAKAO,"기념품? 공항 면세점보다 저렴합니다.(16,000-4,000 = 12,000)<br/>랍스타는 생각보다 질겼어요ㅠㅠ<br/>바이킹스워프로ㅎㅎ갑시다^^<br/>회는 진짜 맛있었던!!!!+",카카오맵,4,21.09.24.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
아름다운산행,,카카오맵,2,21.09.22.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
아무개7,최악 온갖 바가지란 바가지는 다있음 인기와 명성의 비해 그냥 동네시장 느낌,카카오맵,1,21.09.22.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
B,태향특산품할인매장… 사장님이 부모님뻘 되시는 손님분들에 대해 뒷담화하는 걸 들어버렸네요. 손님 가려가며 무례한 응대 아주 인상깊었습니다. 친절하신줄 알았는데 양면적인 모습에 불쾌함만 얻고 갑니다.. 눈에 띄는 가게지만 비추에요,카카오맵,1,21.09.09.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
뭉뭉,동문시장 집에 가는 날 선물사려고 들렀습니다. 한 가게에서 과일등 10만원 넘게 구매했는데 너무 불친절 하시고 택배비 고지도 안해주셔서 계산할때? 각각 오천원씩 붙는거 모르셨냐는 식으로 이야기하셔서 제가 제돈내고 물건 사는데도 기분이 상했습니다. 서비스는 너무 별로고 좋지 않은 기분만 안고 돌아오네요.. 왠만하면 좋지 않은 후기는 남기지 않지만 동문시장은 가지마시고 서귀포 가실일 있으시면 올레시장을 들르시는게 좋으실듯 합니다,카카오맵,1,21.09.09.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
....,솔직후기씁니다<br/>귤이나 다른곳 진짜친절함 근데 주변에 젖갈파거나 생선파는 아줌마 할머니들 진짜 불친절함 사람많아서 장사에 피해안가게 사이드에 서있는데도 소리지르고 패드립침 <br/>제가 서귀포시장도 갔다와봤는데 나같으면 서귀포시장갈꺼같아요<br/>이렇게불친절한데 왜평점이좋은지 모르겠어요,카카오맵,3,21.09.09.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
주은T,기념품사기딱좋음,카카오맵,5,21.09.05.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
진실한평가,친절하고 먹거리 좋은데 평이 안좋네요. <br/>흥정도 잘해주시고 좋았습니다.,카카오맵,5,21.09.03.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
방배2동 947-27,제주 갈때마다 꼭 가는 시장인데<br/>오늘은 기분이 나쁩니다<br/>금연시장인데 담배 피는 상인들이 많네요<br/>어린이가 옆에 있는데도 와서 담배피는 개념없는 상인들이 있어 오메기떡만 사고 바로 나왔어요,카카오맵,3,21.09.03.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
@문구,,카카오맵,4,21.09.03.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
HWANG KICHUL,,카카오맵,5,21.08.12.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
냠냐미,먹거리가 많다. 회는 여러번 먹어봤지만 평범하다.. 특히 방어는 너무 실망스러웠다. 야시장 구경이 재밌다. 가격은 좀 비싼 편이고 매우 붐빈다. 이것저것 다 먹어봤지만 오겹살 튀김이 최고다,카카오맵,4,21.08.11.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
지니,,카카오맵,5,21.08.10.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
곰세마리,한번 가볼만 해요,카카오맵,5,21.08.10.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
경기,제주동문시장 좋아요.,카카오맵,5,21.08.06.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
Robin,,카카오맵,5,21.08.01.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
김ㅅㅇ,회는 맛있고<br/>전복김밥은 쏘쏘<br/>쫄면구이 쏘쏘<br/>멘보샤 맛있고<br/>알찜은 포장 새서 국물 다 흐르고 퍽퍽하고 핵 별로,카카오맵,4,21.07.26.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
밀짚모자,주차가 많이 불편하고<br/>너무 사람이 많고<br/>매우 시끄럽고 정신이 없습니다.<br/>음식은 그닥...<br/>야시장보다 안쪽 재래시장쪽이 더 나아요,카카오맵,3,21.07.25.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
보라색,마스크안쓴 상인들 너무 많아서 신고했어요,카카오맵,1,21.07.12.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
뚜벅이,야시장은 최고였습니다~~<br/>매번 제주올 때 과일이랑 떡 주문해서 보내는데<br/>다들 맛있게 먹으셨다고 하네요 ㅎㅎ,카카오맵,4,21.07.03.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
김주천,,카카오맵,5,21.06.29.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
마법소녀,,카카오맵,5,21.06.26.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
호랑이,주차가 너무 힘들어요,카카오맵,4,21.06.23.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
KPU,여기서 회 절대사지마세요 다 팩에 포장해서 팔고 썰어준다는것도 그냥 포장임; 동네마트 초밥 회보다 못한수준,카카오맵,1,21.06.22.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
김진숙♡장도,,카카오맵,5,21.06.21.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
😯,상인들 친절해요!,카카오맵,5,21.06.15.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
No,"야시장은 굳이 왜 가는지 모르겠다...<br/>너무 정신없고, 제주도만의 특색이 있는 식당/음식은 야시장보단 다른 시장골목으로 가는게 좋다.",카카오맵,3,21.06.10.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
고고,관광객을 위한 시장..?<br/>호객행위 열심히 하셔서 부담 ㅠ,카카오맵,2,21.06.07.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
칠리쿠키,사람이 많아서 주차하기가 힘듭니다. 주차를 하고 시장에 들어가면 입구에 즉석 음식 파는 가게들이 잔뜩 있고 사람들도 많이 붐비네요. 안쪽으로 들어가면 해산물과 제주도 과일 파는 가게가 주로 있습니다.,카카오맵,3,21.06.04.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
산위의풍경ㅡ김윤옥,,카카오맵,3,21.06.03.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
정낙중,,카카오맵,5,21.06.01.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
부작위편향,랍스터구이가 가장 핫한 곳,카카오맵,5,21.06.01.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
양시미,,카카오맵,5,21.05.31.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
맛집탐방,야시장중 최고가아닐까?,카카오맵,4,21.05.31.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
김성규(김도훈),,카카오맵,4,21.05.30.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
쿠사리,,카카오맵,4,21.05.28.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
DY,,카카오맵,3,21.05.28.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
김진배,중문 쪽에 있는 비싼 횟집가서 눈탱이 맞았는데... 여기서 치유했습니다 여길 왜 이제 알아쓰까.. 최고다,카카오맵,5,21.05.24.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
대모도리,,카카오맵,1,21.05.22.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
정유정,,카카오맵,5,21.05.22.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
a,,카카오맵,5,21.05.12.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
영,,카카오맵,5,21.05.11.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
꼰,8번게이트 고객지원센터에 짐보관할슈있대서 찾아갔는데 락커고장났대서 카운터직원이 맡아줬어요. 물건다사고 캐리어찾아서 버스타려고보니까 물건살때 다 지나왔었던 3번게이트로 또나가야하는거있조?ㅋㅋㅋㅋㅋ 짐을 괜히맡겨서 두번왕복한 내가 ㄹㅈㄷㅋㅋㅋㅋㅋㅋㅋ<br/>근데 고객지원센터에있는 화장실 휴지도없고  너어어어어어무더러움ㅠㅠㅠ <br/>그리고 수박쥬스 사먹지마세요 뭐 똑같이 생긴 수박인데 한쪽은 1만원 한쪽은1만2천원 더비싼게 더달고 찐하다고 호구잡혀서 비싼거샀는데 시럽을 더타면 더찐해지는마법ㅋㅋㅋㅋㅋ 시럽팡팡 넣으시는거 잘봤습니다. 그리고 양옆에서 랍스타불쇼하고있어서 슈박주스 얼음갈아넣어도 하나도안시원함ㅋㅋㅋㅋ,카카오맵,3,21.05.10.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
이제현,,카카오맵,3,21.05.09.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
하현욱,핫하네요. 가격대비 맛은 그냥저냥이지만 오랜만에 보는 야시장이예요.,카카오맵,3,21.05.08.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
귤단소프트,회싸고 맛있었어요<br/>사람 너무많고 주차하기 좀 불편,카카오맵,4,21.05.07.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
맛집에 도른자,야시장도 맛있는거 많은데 안으로 좀 더 들어가면 회도 싼거 많구 흑돼지 족발 진짜 맛있어요,카카오맵,5,21.05.06.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
보라,,카카오맵,3,21.05.05.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
충전중,그냥 기념품 샵이 많은 시장 그리고 야시장에서 랍스타 드시지 마세요… 맛없음 그냥 쇼만 구경하세요,카카오맵,2,21.05.04.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
.,기념품샵. 아이디어 좋은 사업템. 보는 재미.,카카오맵,5,21.04.30.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
상영,전복말이밥? 줄이 길어서 사봤는데 김밥같은거 한줄에 9000원.. 맛에 비해 너무 비싼거같구 줄서서 먹을정도도 아닌것 같습니다.,카카오맵,1,21.04.22.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
전주도철의 솔직한 후기,정이 없는것을 넘어서서 일부 바가지 씌우려는 경향이 있었음. 물가가 서울보다 더 비쌈.,카카오맵,2,21.04.20.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
내돈내산,"꼭 가봐야한다는 것 치고는 정말 별로였어요<br/>안은 넓은데 물건, 음식들은 다 비슷한 것만 있고 제일 중요한건 맛이 없어요....<br/>어느 정도 들은 얘기가 있어서 기대는 안했지만 줄 서서 먹은 ㅈㅂ김밥, 할머니들이 여러분 계시던 분식집 떡볶이 순대 튀김... 정말 정말 너무 맛없어서 다 버렸어요<br/>맛없다는 얘기있는거 빼고 골라서 포장한거였는데 먹을게 없네요 ㅋㅋ.. 사람많고 넓어서 돈버리고 힘만 빠짐",카카오맵,1,21.04.18.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
정 도비,입구쪽 ㄷㅇ상회에서 내꺼랑 선물겸 한라봉 3박스 택배주문했는데 보통하루만에 와서 (화요일에 택배시키고 수요일에 집에서 받았는데) 하나하나먹다보니 이렇게 되어있네요 진짜 마음상했어요 <br/>오래되고 품질 안좋은걸로 보내준듯 <br/>그냥 집밑에 시장에서 사먹고 말지 ㅡㅡ <br/>부자되이소 ~,카카오맵,1,21.04.15.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
정혀누,사람 너무 많고 생각한거보다 맛이 없당,카카오맵,3,21.04.15.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
버덕,,카카오맵,5,21.04.11.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
Julie.H(황성화),,카카오맵,5,21.04.10.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
말,구경할 거 많음,카카오맵,5,21.04.10.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
ADOKENAI,,카카오맵,5,21.04.10.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
ㅂㄱㅅ,면세점보다 싸용,카카오맵,5,21.04.09.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
은,한라봉 등등을 5천원~만원에<br/>갈치회 딱새우 돔 연어 광어 밀치 등등 <br/>오메기떡 초콜릿 등 판매하는데 공항이나 주변보다 여기가 가장 저렴해요.<br/><br/>참고로 저는 마감시간대에 가서 딱새우8천원. 갈치 돔 회 8천원컷함.,카카오맵,4,21.04.07.,08:00 ~ 21:00,분류: 시장,제주동문재래시장,"제주특별자치도 제주시
                관덕로14길 20
                 (우)63192",3.1점,jejudongmun.modoo.at,"['wifi', 'parking']"
