ID,TITLE,ADDRESS,LAT,LON,TEL,TEL,OPEN_TIME,CATEGORY,DESCRIPTION,STORE_OF_NAVER,IMG_LINK
CNTS_200000000013055,땡큐베리,제주특별자치도 서귀포시 칠십리로 97,33.2411386,126.5658746,064-732-0932,064-732-0932,,펜션,서쉬포시 서귀동에 위치한 카페인 땡큐베리는 3층과 4층에는 펜션사업을 하고 있으며 1층과 2층에는 직접 수확한 블루베리를 메인으로 한 다양한 음료가 마련되어 있다.,4.57,
CNTS_000000000001198,과수원집,제주특별자치도 제주시 천수동로 35,33.507515,126.546295,064-724-3993,064-724-3993,,한식,다양한 오리와 닭 요리가 있는 백숙 맛집,4.82,
CNTS_200000000012997,회춘,제주특별자치도 제주시 조천읍 신북로 489,33.5431462,126.6625984,064-782-0853,0507-1336-0853,,한식,함덕해수욕장 인근에 위치한 한식당인 회춘은 1940년대에 돌로 지어진 회춘의원 구옥을 리모델링하여 그 시대에 사용했던 물건을 곳곳에 활용해 옛것의 정취가 묻어난다.,4.41,
CONT_000000000501167,광평도새기촌 본점,제주특별자치도 제주시 애월읍 구엄동3길 64,33.4817696,126.3811052,064-752-3308,0507-1465-3318,,돼지고기구이,근고기와 신선한 제주산 한우를 저렴한 가격에 제공하는 착한가격의 모범음식점 지정업소,4.7,
CNTS_000000000021493,성아시,제주특별자치도 제주시 한림읍 금능길 68,33.38842,126.230446,064-796-7607,0507-1408-7607,,한식,해산물이 푸짐하게 들어가 국물이 시원한 해물뚝배기,4.35,
CNTS_200000000009014,엉덩물,제주특별자치도 제주시 성두길 7-7,33.4909557,126.4949775,064-748-8885  ,064-748-8885,,한식,"제주도 대표 생선인 옥돔을 물회로 먹을 수 있는 곳
",4.43,
CNTS_200000000012672,카페록록,제주특별자치도 제주시 구좌읍 하도서문길 41,33.5289191,126.8790617,064-782-0714,064-782-0714,"월10:30 - 18:00
17:30 라스트오더","카페,디저트",하도리에 위치한 카페록록은 탁 트인 오션뷰를 배경으로 맛있는 커피와 디저트를 맛 볼 수 있는 곳으로 특히 이 집의 에그타르트가 유명하다.,4.5,
CNTS_200000000012543,외도339,제주특별자치도 제주시 일주서로 7345,33.4937566,126.4317907,064-748-0339,0507-1345-0339,,베이커리,아이와 어른 모두를 위한 다양한 음료메뉴와 베이커리류가 준비되어 있으며 2층은 노키즈존으로 운영하고 1층은 아이를 위한 모래놀이 공간과 넓은 정원이 마련되어 있다.,4.46,
CNTS_000000000020099,올래국수,제주특별자치도 제주시 귀아랑길 24 (연동),33.4915,126.4973,064-742-7355,064-742-7355,,국수,제주 향토 음식인 고기국수 전문점이다. 2016 KOREAT JEJU TOP 10 선정,4.38,
CONT_000000000501361,제주올레횟집,제주특별자치도 서귀포시 칠십리로 45,33.2408321,126.5618207,064-767-4422,064-767-4422,,생선회,서귀포 제주 올레길 6코스 서귀포항에 위치한 제주올레횟집,,
CNTS_000000000022232,다육이풍경,제주특별자치도 서귀포시 하효중앙로98번길 27,33.2588358,126.6225341,064-767-1324,064-767-1324,"매일10:00 - 18:00
17:30 라스트오더",한식,"하효마을에 위치한 카페 겸 식당, 다육이가 가득한 야외정원",4.35,
CNTS_000000000020796,미나리식당,제주특별자치도 서귀포시 중앙로59번길 11,33.249664,126.56034,064-733-3166,064-733-3166,,한식,서귀포시청 인근에 위치하며 돼지불고기 백반을 주종메뉴로 정성을 쏟는 맛집,,
CNTS_200000000012637,협재칼국수,제주특별자치도 제주시 한림읍 협재로 3,33.3968233,126.2445723,064-796-8107,0507-1335-8107,"월09:00 - 20:00
16:00 - 17:00 브레이크타임
19:30 라스트오더","칼국수,만두",협재 해수욕장 인근에 위치한 협재칼국수에서는 매일 새벽 가장 신선한 식재료로 제주산 보말을 사용한 보말칼국수를 대표로 제주스런 한끼 밥상을 정성스레 제공하고 있다.,4.47,
CNTS_200000000008010,명월국민학교,제주특별자치도 제주시 한림읍 명월로 48,33.388832,126.2649479, 070-8803-1955,070-8803-1955,"매일10:30 - 19:00
18:30 라스트오더","카페,디저트",폐교가 카페와 갤러리로 재탄생된 곳,4.49,
CNTS_000000000001233,비원,제주특별자치도 제주시 수목원길 3,33.470055,126.4862,064-712-8899,064-712-8899,"월10:30 - 21:00
20:00 라스트오더","백숙,삼계탕","제주 한라수목원 인근, 수목원테마파크 바로 맞은편에 위치해 있어 접근성이 좋은 삼계탕 전문점",,
CONT_000000000501301,아싸횟집,제주특별자치도 서귀포시 동홍중앙로 29-1,33.25354,126.571686,064-732-0414,064-732-0414,"월(2/6)정기휴무 (매달 1, 2, 4번째 월요일)",생선회,저렴한 가격에 신선한 회를 푸짐하게 맛볼 수 있는 도민 횟집,,
CNTS_000000000020816,성미식당,제주특별자치도 제주시 삼도1동 571-7,33.498318,126.5204,064-751-1250,064-751-1250,월10:00 - 22:00,한식,"제주시외버스터미널근처에있는 고등어해장국맛집입니다.
2016 KOREAT JEJU TOP10 선정",4.56,
CNTS_200000000013119,중국집마씸,제주특별자치도 제주시 한경면 두신로 78,33.3498359,126.1832048,064-772-3789,064-772-3789,"월11:00 - 19:40
14:40 - 17:30 브레이크타임",중식당,제주시 신창리에 위치한 중화요리 전문점인 중국집마씸은 제철의 재료를 사용하여 계절마다 속재료가 바뀌는 특색있는 짬뽕을 만들어낸다.,,
CNTS_000000000022889,석촌식당,제주특별자치도 제주시 중앙로2길 33,33.517265,126.52138,064-755-4096,0507-1335-6665,,한식,"좋은 재료를 사용해 어머니의 손맛으로 만드는 해산물 구이, 탕, 조림 전문 식당.",4.86,
CONT_000000000501329,올레수산회센터,제주도 서귀포시 중정로 61번길 12,33.24885,126.56308,064-732-4971,064-732-4971,,생선회,매일올레시장 안에 위치한 횟집,4.17,
CNTS_200000000012579,조은빵,제주특별자치도 제주시 인다3길 9,33.4261379,126.5626925,064-725-6774,064-725-6774,월07:00 - 22:00,베이커리,아라동에 위치한 조은빵은 말 그대로 건강과 정성을 생각하여 고객에게 좋은 빵으로 보답하는 쌀 빵 전문 베이커리이다. ,4.6,
CNTS_200000000014221,나무식탁,제주특별자치도 서귀포시 대정읍 도원로 214,33.2780987,126.1916359,070-4208-3858,070-4208-3858,,일식당,나무식탁은 대정읍 신도리에 위치해있다.,,
CNTS_000000000022057,명당양과,제주시 원노형로 83,33.481274,126.48501,064-746-1848,064-746-1848,월07:00 - 00:30,베이커리,옛날 스타일의 빵집이지만 모든 재료를 직접 만들어 신선한 빵을 맛볼 수 있는 1980년부터 시작한 제주 토종브랜드로 2대째 대를 이어 운영,,
CNTS_000000000020562,곱들락,제주특별자치도 제주시 조천읍 함덕18길 19,33.5394513,126.6704513,064-783-0992,064-783-0992,,돼지고기구이,곱다는 뜻의 제주어 '곱들락',4.55,
CNTS_200000000011073,제주돌창고,제주특별자치도 제주시 한경면 조수7길 8,33.3372623,126.2337582,064-773-1972,0507-1322-1972,,"카페,디저트",제주에 오직 하나뿐인 방앗간 카페로 제주전통음료와 디저트와 로컬푸드 디저트와 음료를 제공한다.,4.78,
CNTS_000000000020110,대우정,제주특별자치도 서귀포시 이어도로 866-37,33.2331332,126.5070238,064-733-0137,064-757-9662,,한식,이중섭거리에 위치한 해산물 전문 식당이다. 마가린에 비벼먹는 전복돌솥밥이 유명하다.,,
CNTS_200000000013319,행복맛집,제주특별자치도 제주시 진남로6길 32,33.5215751,126.5657613,064-758-6788,0507-1420-6788,월10:00 - 23:00,"아귀찜,해물찜",행복맛집은 2015년 호텔신라의 레시피 전수와 리모델링 지원을 통해 재개장한 ‘맛있는 제주만들기’ 8&11호점 식당이다. 화북동 주민센터와 화북종합시장 인근에 자리잡고 있어 현지 주민들의 입소문이 자자하다. ,4.89,
CNTS_200000000013324,함덕쉼팡,제주특별자치도 제주시 조천읍 조함해안로 584,33.5439787,126.6740276,,064-784-3949,"월10:00 - 21:00
15:00 - 17:00 브레이크타임",한식,"함덕쉼팡은 2017년 호텔신라의 레시피 전수와 리모델링 지원을 통해 재개장한 ‘맛있는 제주만들기’ 17호점 식당으로, 함덕해수욕장과 맞닿아 있어 오션뷰를 자랑하는 맛집이다.",4.49,
CNTS_200000000009010,제주901,제주특별자치도 제주시 1100로 2977-10,33.453057,126.4865013,010-4614-2518,0507-1315-2518,,펜션,채식주의자들을 위한 비건카페,,
CNTS_000000000001121,부두식당,제주특별자치도 서귀포시 대정읍 하모항구로 62,33.218906,126.25106,064-794-1223,064-794-1223,,생선회,"겨울 바다의 왕, 방어 요리가 일품인 부두식당",4.31,
CNTS_000000000020069,카페마니,제주특별자치도 제주시 구좌읍 해맞이해안로 1112,33.53737,126.83743,010-7129-7533,0507-1312-4835,,카페,빨간 소파에 누워 에메랄드빛 바다를 바라보며 커피한잔을 즐길 수 있는 테마로 유명한 카페,4.59,
CNTS_000000000001177,돌집식당,제주특별자치도 서귀포시 표선면 서성일로 23,33.39403,126.800644,064-787-3720,0507-1324-3720,,한식,성읍민속마을에서 맛보는 신선한 흑돼지 구이,4.51,
CNTS_000000000000991,도두해녀의집,제주특별자치도 제주시 도두항길 16,33.5062012,126.4666854,064-743-4989,064-743-4989,"매일10:00 - 20:00
15:30 - 17:00 브레이크타임
19:30 라스트오더",생선회,도두항에 위치한 해산물 요리 전문점. 물회가 싸고 맛있다며 소문난 집이다.,4.16,
CNTS_000000000020368,둥지식당,제주특별자치도 서귀포시 성산읍 성산등용로 96-3,33.4699665,126.9303414,064-782-1678,064-782-1678,매일11:00 - 21:00,한식,"성산일출봉에서 차량으로 5분 거리 내외에 위치한, 합리적인 가격에 제주의 갈치조림을 맛볼 수 있는 곳",,
CNTS_200000000012646,모닥치기,제주특별자치도 제주시 남광로2길 17,33.4912229,126.5386148,064-757-5632,0507-1345-5632,,종합분식,제주스타일의 모닥치기 전문점인 이곳은 특제 떡볶이 국물을 사용하여 가성비 좋은 모닥치기를 내어준다. 또한 분식류도 준비되어 있어 취향에 맞게 즐길 수 있다.,4.5,
CNTS_200000000007452,산책하우스,제주특별자치도 제주시 애월읍 고내로7길 49,33.46689,126.3369478,010-7625-7711,010-7625-7711,,민박,"산책하우스는 1층은 무인카페, 2층은 상상서가 북 스토어, 3층은 독채형 펜션이다. 특히 3층의 독채형 펜션은 깔끔한 내부와 바다 전망으로 인기가 많은 펜션이다. 펜션에 묵으며 모닝커피를 마시기 위해 1층 무인카페를 찾는 손님들도 많다.",,
CNTS_000000000001218,광원,제주특별자치도 제주시 1100로 3208,33.472656,126.48482,064-744-1000,064-744-1000,,소고기구이,한식과 일식의 조화,4.3,
CNTS_000000000001501,델문도,제주특별자치도 제주시 조천읍 조함해안로 519-10,33.54379,126.668846,064-702-0007,064-702-0007,,"카페,디저트",함덕 해수욕장 한가운데에 위치한 서우봉과 해변 풍경이 아름다운 카페,4.35,
CNTS_200000000007944,카페갤러리,제주특별자치도 제주시 조천읍 남조로 1717-24,33.42215,126.6753634,070-5101-0006,070-5101-0006,,"카페,디저트",사려니숲길 근처 사진 찍기 좋은 카페,,
CNTS_200000000012654,예산가마솥장수촌설렁탕,제주특별자치도 제주시 구남동8길 53,33.4853898,126.5357927,064-756-8248,064-721-6300,매일00:00 - 24:00,"곰탕,설렁탕","예산 가마솥 설렁탕은 가마솥에서 끓여내는 진골 육수를 사용한 설렁탕, 도가니탕, 꼬리곰탕 등 다양한 식사메뉴와 모듬수육, 도가니수육, 꼬리수육 등 한상 요리메뉴도 주문 가능하다.",4.48,
CNTS_000000000018465,명리동식당,제주특별자치도 제주시 한경면 녹차분재로 498,33.3166193,126.2705014,064-772-5571,064-772-5571,월정기휴무 (매주 월요일),돼지고기구이,자투리고기 연탄구이 전문점,4.4,
CNTS_000000000020688,냠냠제주,제주특별자치도 제주시 조천읍 신조로 121,33.5195859,126.6320441,064-784-5507,0507-1394-5508,,"판촉,기념품",제철에 나는 제주 친환경 농산물과 유기농 설탕을 이용해 만드는 수제 잼과 마멀레이드,4.63,
CNTS_000000000022076,제주이야기,제주특별자치도 제주시 구좌읍 행원로13길 67(행원리),33.55312,126.81699,064-782-1101,064-803-2011,,"판촉,기념품","천연꽃 화장품, 향수, 디퓨저를 직접 만들어 볼 수 있는 카페",4.45,
CONT_000000000501251,바다잔치,제주특별자치도 제주시 탑동로 79,33.51774,126.51693,064-702-8989,064-702-8989,매일09:00 - 22:00,한식,"제주산 갈치, 고등어 요리를 전문으로 하는 제주 향토음식 모범음식점",4.3,
CNTS_200000000008492,우무,제주특별자치도 제주시 한림읍 한림로 542-1,33.4059055,126.2565392,010-6705-0064,0507-1327-0064,,"카페,디저트",한림항 근처에 위치한 수제푸딩 전문점.,4.36,
CNTS_000000000019250,바다다,제주특별자치도 서귀포시 대포로 148-15,33.236816,126.437065,064-738-2882,064-738-2882,,"카페,디저트",하우스음악과 칵테일 음식 등을 즐길 수 있는 Beach Lounge,4.26,
CNTS_000000000001507,황금어장,제주특별자치도 제주시 사장길 14,33.4843984,126.4955557,064-748-8989,064-748-8989,"일09:00 - 21:00
20:00 라스트오더",한식,제주도 향토음식을 다양하게 즐길 수 있는 곳,4.29,
CNTS_200000000013450,길림성,제주특별자치도 제주시 남성로 37,33.5036633,126.5128253,064-724-6660,064-724-6660,,중식당,제주의 대표적인 중화냉우동 맛집,4.37,
CNTS_200000000009008,새빌,제주특별자치도 제주시 애월읍 평화로 1529,33.36437553,126.3630633,064-794-0073,064-794-0073,,"카페,디저트",제주 억새 명소 새별오름 뷰 애월 카페,4.27,
CNTS_000000000018299,애월더선셋,제주특별자치도 제주시 애월읍 일주서로 6111,33.4560041,126.3089078,064-799-7177,0507-1403-5943,,카페,애월에 위치한 애월더선셋은 노을 지는 애월 바다를 감상할 수 있는 오션뷰 브런치 카페로 운치 있는 분위기는 물론이며 맛 좋은 디저트와 음료를 제공하고 있다.,4.31,
CNTS_200000000007431,제주선,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,33.30761436,126.317513,064-908-1260,064-908-1260,"매일12:00 - 21:30
14:30 - 17:00 브레이크타임",한식,메리어트관 제주신화월드에 위치한 한식 전문점,4.36,
