ID,WRITER,CONTENT,TYPE,SCORE,CREATED_AT,RENTAL_CAR_ID,image
11106,Arriinn,굿,네이버,4.37,22.9.30.금,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11107,Zero pay,굿,네이버,4.37,22.9.28.수,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11108,빈찌쓰,고민하다가 발견해서 했는데 좋았어요 아기랑 여행하는데 차량 상태도 좋고 친절하셨어요  공항과 거리가 엄청 가까운건 아니지만 그래도 가까운편이...,네이버,4.37,22.9.28.수,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11109,csh****,굿,네이버,4.37,22.9.24.토,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11110,ss980129hh90,굿,네이버,4.37,22.9.24.토,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11111,pon****,좋아요 ,네이버,4.37,22.9.23.금,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11112,aj****,좋습니다,네이버,4.37,22.9.21.수,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11113,wing81,제주도 렌트는 여기가 최고! ,네이버,4.37,22.9.18.일,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11114,jinandfit,굳!!,네이버,4.37,22.9.15.목,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11115,김굥디,굿,네이버,4.37,22.9.15.목,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11116,pks****,굿,네이버,4.37,22.9.4.일,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11117,TK1491,굿,네이버,4.37,22.9.3.토,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11118,신입회원4,깔끔하고 좋아요,네이버,4.37,22.9.3.토,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11119,김혜진5057,ㅇ,네이버,4.37,22.9.2.금,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11120,레베카짱,저렴하긴 한데 차량 상태는 쏘쏘해요,네이버,4.37,22.8.30.화,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11121,청출어람000,좋아요.,네이버,4.37,22.8.28.일,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11122,aoa****,좋아요,네이버,4.37,22.8.27.토,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11123,dbt****,굿,네이버,4.37,22.8.23.화,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11124,이브44,친절하다 말할정돈 아니고 불친절하진 않음 합리적인ㄱㅏ격으로 완전자차 무료 이벤 중이라 19년식 중소형차-k3 하루 35천원 정도로 빌렸음 세차 안...,네이버,4.37,22.8.21.일,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11125,상한가28,좋아요 ,네이버,4.37,22.8.16.화,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11126,sno****,굿 ,네이버,4.37,22.8.10.수,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11127,gorindol,너무 저렴하게 잘 이용했어요,네이버,4.37,22.8.9.화,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11128,맛있는음식먹자,좋아요 👍,네이버,4.37,22.8.8.월,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11129,긴꼬리벵e돔,무야호,네이버,4.37,22.8.8.월,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11130,해피메이커77,굿,네이버,4.37,22.7.27.수,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11131,딘노니,너무 친절하고 좋았어요! 가격도 다른데보다 훨씬싸고 가벼운 접촉사고도 났었는데 친절하고 신속하게 처리해주셨어요!,네이버,4.37,22.7.25.월,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11132,초초5951,친절하고 저렴하게 잘 이용했습니다,네이버,4.37,22.7.25.월,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11133,je3425,성수기에 저렴하고 좋은차 감사합니다,네이버,4.37,22.7.23.토,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11134,배블러do,"가성비 좋고, 차도 잘 나가고😘💕진짜 제주도 와서 잘 타고있어요~!!",네이버,4.37,22.7.22.금,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11135,뿌니813,싸게 빌릴수있어서 좋아요 기름값이올라서 걱정이였는데 이벤트가로 3박4일로 10만원도 안되서 놀라워요 담에 제주도와서도 여기서할려구요 ,네이버,4.37,22.7.12.화,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11136,소소한그녀73,저렴한 가격으로 잘 이용해쇼,네이버,4.37,22.7.10.일,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11137,초록색좋아,좋아요~~~,네이버,4.37,22.7.8.금,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11138,midamoa,완전 마음에 들어요,네이버,4.37,22.7.7.목,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11139,kmb****,굿,네이버,4.37,22.6.29.수,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11140,ds****,가격도좋았고 차량도 갈끔해서 좋았어요 ,네이버,4.37,22.6.29.수,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11141,skdmslny2209,굿,네이버,4.37,22.6.13.월,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11142,gptnal,저렴한 가격에 잘 이용했습니당 :),네이버,4.37,22.6.13.월,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11143,jos****,좋아요,네이버,4.37,22.6.10.금,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11144,siaaatwo,좋아요,네이버,4.37,22.6.5.일,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11145,ant****,차량괜차나요,네이버,4.37,22.6.4.토,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11146,제이5954,굿,네이버,4.37,22.6.4.토,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11147,행복지킴이94,완전 신차예요~,네이버,4.37,22.5.31.화,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11148,설탱이,굿 좋아요,네이버,4.37,22.5.30.월,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11149,웡웡9380,친절하고 자세히 약관에 대해 설명해주고 차량 상태도 깨끗하고 좋았어요! 앞으로 제주가면 하이렌트카나 원레트카에서만 할래요!!,네이버,4.37,22.5.29.일,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11150,뽱규우,굿,네이버,4.37,22.5.29.일,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11151,핑크안개,좋아요 ,네이버,4.37,22.5.24.화,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11152,카리나가위나,편했어요,네이버,4.37,22.5.23.월,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11153,은정맘1,^^,네이버,4.37,22.5.21.토,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11154,최재영4851,꺼억,네이버,4.37,22.5.14.토,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11155,bb****,군,네이버,4.37,22.5.14.토,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11156,lilyeye,아반떼 새차인데 상태양호 가격 좋아요,네이버,4.37,22.5.12.목,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11157,옹힝령종항,신형이어서 너무 편하게 탔어요~ 굿!,네이버,4.37,22.4.30.토,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11158,wsd001,..,네이버,4.37,22.4.28.목,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11159,호수야,차가 많이 낡았어요,네이버,4.37,22.4.23.토,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11160,kt****,굿,네이버,4.37,22.4.1.금,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11161,없음2292,가격 저렴하고 차종 다양해서 편리하게 이용했습니다 저희는 좀늦어 셔틀버스는 바로 떠났다하여 20분정도는 기다려야한다하여 카카오택시 불러갔...,네이버,4.37,22.3.30.수,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11162,초코칩30,깔끔하고 좋아요,네이버,4.37,22.2.11.금,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11163,둥둥202,착한가격에 4세대쏘렌토 새차예약해서아주편하게 이용했어요,네이버,4.37,22.1.25.화,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11164,쭈니445,아반떼빌려서 3박 4일 탔는데 5만원두 안들었네요,네이버,4.37,22.1.21.금,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11165,tjs****,괜춘,네이버,4.37,22.1.16.일,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11166,jhk****,.,네이버,4.37,21.12.24.금,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11167,연천화,.,네이버,4.37,21.12.24.금,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11168,Rhs67,친절해요.,네이버,4.37,21.12.12.일,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11169,보리수1483,good,네이버,4.37,21.11.12.금,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11170,소소한돼지파티,렌트카 잘 사용했어요~~,네이버,4.37,21.10.21.목,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11171,min****,여기 정말 좋아요~,네이버,4.37,21.7.28.수,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11172,이로4642,늘 이용하는 곳입니다.,네이버,4.37,21.7.14.수,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11173,찌니닝56,좋아요,네이버,4.37,21.7.13.화,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11174,냠냠62,좋아요,네이버,4.37,21.6.17.목,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11175,매지3259,친절하시네요~!,네이버,4.37,21.6.8.화,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11176,죠르디미,잘사용함요!,네이버,4.37,21.6.7.월,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11177,윤4456,좋아요,네이버,4.37,21.6.4.금,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11178,bla****,비싸용.. ㅜ 요즘 제주렌트가격이 ㅎㄷㄷ 거기다 보험은 계속 추가추가 금액이 더나가네요..,네이버,4.37,21.5.23.일,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11179,rurr123,직원...음... 불친절,네이버,4.37,21.5.23.일,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11180,mykme,차깨끗하고 나름 친절 좋아써요ㅔ,네이버,4.37,21.5.23.일,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11181,핏칭,잘 탔습니다 잔기스가 많아서 타기전 사진 찍기 바빳네요,네이버,4.37,21.5.16.일,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11182,휴식6927,친절해요,네이버,4.37,21.5.13.목,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11183,lio****,친절하고 좋아요,네이버,4.37,21.5.10.월,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11184,뽁뽁9084,좋아요,네이버,4.37,21.4.27.화,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11185,격렬히아무것도안해,주아요,네이버,4.37,21.4.19.월,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11186,띵똥2498,"잘사용했어요’! 다만 고급자차라는 옵션이 최고 옵션처럼 되어있어 적용했는데, 막상 현장에서 차받을때 보니 보통 알고있는 슈퍼완전 자차가 아니었어...",네이버,4.37,21.4.16.금,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11187,써니6913,깨끗하고 좋았어요,네이버,4.37,21.3.30.화,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11188,day87,친절하고 빠르게 처리할 수 있어서 좋아요!,네이버,4.37,21.3.29.월,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11189,만년소녀켈리,가성비 좋아요,네이버,4.37,21.3.28.일,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11190,또리984,친절하고 처리 빠릅니다,네이버,4.37,21.3.26.금,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11191,두두625,별 탈 없이 잘 운전했습니다 :),네이버,4.37,21.3.23.화,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11192,숙9648,렌트 잘햇습다!깔끔 신속,네이버,4.37,21.3.21.일,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11193,꽃다람지,차 상태 양호,네이버,4.37,21.3.20.토,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11194,jy_****,공항에서 가까운 편입니다. k3 사고났던 차량인줄 딱봐도 알았지만 창문 내릴때마다 딱딱 소리나고 바퀴 공기압 경고등 켜져서 출동서비스 받고했네요....,네이버,4.37,21.3.19.금,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11195,민솔맘11,싼데 친절하진 않네요ㅠ,네이버,4.37,21.3.8.월,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11196,루시5926,저렴하구차 깨끗하구 직원도 친절해요,네이버,4.37,21.2.24.수,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11197,kyring,차가 깨끗하고 비수기라 그런지 인수인계가 빨리 되었어요,네이버,4.37,21.2.17.수,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11198,지움6,저렴하게 잘 렌트했습니다 번호표뽑는게 없네요,네이버,4.37,21.2.14.일,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
11199,사랑아이82,좋아요 벌써 2번째 저렴하고 좋아요,네이버,4.37,21.2.9.화,98,['https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220919_25%2F1663570357068t7Cpi_PNG%2Fhi_place.png']
