ID,WRITER,CONTENT,TYPE,SCORE,CREATED_AT,RENTAL_CAR_ID
2036,튜유,개판,카카오맵,1,20.11.07.,74
2037,shh,"1. 셔틀버스는 자주왔다갔다해서 좋음  2. 코로나땜에 사람이 많은건지 대기가 너무김"" ""3. 그래서 그런지 데스크직원 친절도낮음 "" ""4. 자차들고가서 그런지 외부스크래치이런거 깐깐히안봐서좋음",카카오맵,3,20.11.05.,74
2038,달이,"공항픽업버스가좀늦게왔지만 렌트과정이나 차량관리 모두만족. 후기가 다 별로여서 걱정했는데"" ""전반적으로만족함."" ""차량인수&amp;반납이 신속했음",카카오맵,4,20.10.09.,74
2039,jh,"가격은 쌌으나 차량이 지저분했어요 고급보험 선택해서인지 차량검수?나 이런부분에 불편한건 없었지만"" ""공항까지 셔틀이 정해진 시간에 출발하지 않아"" ""비행기를 놓쳤네요ㅠㅠ",카카오맵,2,20.09.29.,74
2040,밍이,"평이 안좋아서 걱정했는데 다행히 별 문제없이 4박5일 잘 타고 다녔어요. (친절하진 않지만 다른 일반 렌트카 업체도 비슷할거라 생각합니다)"" ""장점: 가격 저렴, 신형차가 많음"" ""단점: 공항셔틀버스 배차가 길어 여유있게 움직이는걸 추천!",카카오맵,4,20.09.24.,74
2041,오현미,"내가  받은  서비스는  그럭저럭  아쉬운건 내비가  영어로  안내하길래  문의차  전화했는데  아예  전화를  안받음 왜  안받았냐  물어봤더니  전화가  많아  못받는다고 해서  뻥쪘음 차량 금간걸로 고객과  고성 몸싸움 목격"" ""금연차량   담배피웠다고  25만원  추가"" ""결재하는  사람도  봤으니  참고하세요",카카오맵,2,20.09.21.,74
2042,dd,저렴함. 어느제주렌트카와 비슷한 불친절한서비스. 딱맞춰가도 배차해주는데 시간이 걸림 대략30분뒤에 배차가 됨. 다른렌트카보다 까다로운거같음. 낚시대 절대실을수없다고 해서 실랑이벌이는 사람들 많이봄. 차상태는 괜찮았음.,카카오맵,2,20.09.21.,74
2043,곰아지,"완전 최악임 렌트비 조금 싸게해놓고, 반납시 크리닝 비용 2만5천원 별도로 받아냄.... 어이가 없네요"" ""제주도에서 해변가 모래가 차안에 있다고 크리닝 비용을 별도로 받는다면, 대부분 사람이 추가비용을 내야함"" ""여행 막판에 기분 잡쳤네요",카카오맵,1,20.09.14.,74
2044,리락쿠마,"너무나 악평일색이라 최대한 객관적으로 평가하겠음.  코나전기차를 6박7일간 렌트했고 공항픽업버스를 타고 점포로 이동하는 과정이나 차량을 받는 과정에서 딱히 흠잡을만한 포인트는 없었음.  아주 친절하진 않아도 무난한 대응이고 개인적으로는 빠릿빠릿하게 안내해줘서 맘에 들었음.  홈페이지 나온대로 코나 전기차는 풀옵션차량이었으나 외관에 데미지가 많아서 혹시나 기능에도 문제가 있을까봐 살짝 걱정. "" ""내가 받은 차량은 워셔펌프가 고장나 있었음.  "" ""그 외에는 딱히 흠잡을만한 단점은 없었음.",카카오맵,3,20.08.29.,74
2045,L,와우! 자동차 관리가 너무 잘되있어서 자동차 아래가 덜덩덜렁 그래서 바꾸러 갔더니 증거 사진 있나고! 이런 서비스 어디에도 없습니다. 렌터카 빌리면 사진 꼭 찍으세요,카카오맵,1,20.08.27.,74
2046,김한수,"최악입니다. 결제 다하고 찾을 때 다시 등록하고도 30분을 서서 기다렸습니다. 그리고 차가 언제 나오냐고 문의 드렸더니 1시간을 기다리라고 합니다. 오히려 화를 내더라구요. ㅠㅠ 짜증납니다. 제발 블루렌트카 가지 마세요."" ""12시에 차를 인도 받기로 했는데 12시 30분에 인도를 겨우 받았습니다."" ""부디 저와 같은 당하지 마세요.",카카오맵,1,20.08.27.,74
2047,HB,"방문하면 문신한 아저씨들이 따뜻하게 맞아줍니다. 차는 관리상태가 엉망이고, 워셔액이 아까운지 맹물을 넣어놨네요.  주의해야할 점은 사진에서 볼 수 있는 것처럼, 타이어가 정상이 아닌 차들을 준다는 겁니다. 언제 터져도 이상하지 않은데요. 타이어는 자차에 포함되지 않으니 이대로 타고 가다 터지면 물어줘야합니다."" """" ""타이어 상태가 이러니 사고가 나도 이상하지 않구요. 운전에 주의할 필요가 있습니다.",카카오맵,1,20.08.19.,74
2048,병기리,"모닝을 예약했는데, 없어서 pm3를 같은 가격으로 업그레이드를 해줬습니다~^^아~!!싸~!! 이건 정말 고마웠어요~ 다른 회사들은 없으니까 돈 더내고 쏘나타 같은거 쓰라고 하니까요~ 근데, 직원들 고객응대는 교육을 좀 시켜야 할듯 합니다~... 사장 이라는 생각으로 자부심을 가지고 열심히 하는것이 좋은것이지, 사장 인것처럼 4가지 없이 하는것은 아닙니다~!! 차를 받고 나가려는데, 차 앞에 자기가 가져온 차로 막아서, 나가려니까 차좀 빼주세요~ 라고 하니까 짜증을 내면서 알았어요~!! 하고 그냥 가버리는 겁니다~... 어이가 없더라구요~ㅋㅋㅋ 작은 구멍이 큰 구멍을 만든다고~..."" ""이런거 신경 안쓰고, 방치하면 골치아파집니다~"" ""잘 생각해 보시기를~....",카카오맵,3,20.08.19.,74
2049,김도윤,직원들도 너무너무 불친절하고 차 찾는데도 20-30분씩 기다리게 하는건 기본 입니다. 반납했을때도 신속하게 처리해주지 않고 밖에서 기다리라고 하면서 하염없이 몇분씩 기다렸네요 심지어 기름도 가득채워서 도착했는데 또 추가요금을 내라고 합니다. 셔틀 버스 또한 너무 열악했습니다. 기분 나쁜 여행 원하시면 이용하세요.,카카오맵,1,20.08.12.,74
2050,디디,"전기차 24시간빌렸는데 1박2일이라고 충전료 2일치 내라네요 직원분들도 서비스 마인드좀 키우시는게 좋을것같아요 앞에분이 차 빌리려고 1시간 기다렸다는데"" ""계속 뭐 먼저오신분 순서대로 처리한다고 그랬다고 하고, 저기 앉아서 기다리라고 하고 (심지어 의자도 없었음), 고객이 컴플레인 하니까 한숨이나 푹푹 쉬면서 누군가를 부르고, 죄송하다는 말 한마디 없더군요"" ""재 이용 의사 전혀 없습니다 비추합니다",카카오맵,1,20.08.08.,74
2051,lovelyzz,덕분에 휴가 다 망쳤네요 ..! ㅎㅎ 방전 되서 사람 불렀는데 또 방전되고^^ 덤탱이 씌우려고 그러고 ㅋㅋ 이렇게 장사할거면 때려치세요;; 별점 1점도 아깝,카카오맵,1,20.08.04.,74
2052,추경식,"리뷰보고 걱정했음"" ""근데 나쁘지 않았음"" ""차량반납30초면됨",카카오맵,5,20.08.01.,74
2053,민호,"저렴한 가격. 신속한 처리 친절은 별 4개."" ""카니발 4일 랜트....성능 - 굳!"" ""연료비 상환(40%)....28,000원",카카오맵,5,20.07.30.,74
2054,오름,"땡처리로 정말 싼 가격에 렌트 예약했어요 후기 보고 좀 걱정했는데 셔틀, 카운터, 응대 직원 분들 모두 친절하셨어요ㅋㅋ잘 놀다가 갑니다",카카오맵,5,20.07.28.,74
2055,박제혁, ,카카오맵,1,20.07.13.,74
2056,구영주민,"전기차 배터리 이상으로 차 멈췄는데 긴급출동 불러주더만 고객 과실로 돌려서 돈 받을라고 함 괸당 문화라고 출동한 문신충 긴급출동 기사들이랑 다 한통속으로 몰아갈라함 재차 퍼져서 전기시스템 오류나니 가져오면 바꿔준다함. 견인안된다며 견인비 30만정도 한다함 언제 꺼질지모르고 겨우 시동만 걸린 상태로  20킬 속도로  브레이크 안잡히는 차 타고 내리막에서는 탄력받아 70킬로 이상 나와 죽을뻔하며 언제 시동 꺼질지몰라 소변 참고 2시간 더 걸려서 렌트회사 도착. 관리자 불러달라고 하는데 이제 갓 20살 정도되는 선머슴아 같은 여자가 그냥 미안하다며 바쁘게 접수받고 있고 손님들 복잡고 시간 없어 어쩔수없이 급하게 그냥 왔지만 진짜 엎어버릴라고 생각했음 그런거 바란건 아니지만 나같으면 우선 진심으로 사과하고 최소 얼마 안되는 렌트비라도 돌려준다했을껀데  덕분에 하루 반나절 스트레스받고 시간 날라감 2박3일 일정인데 "" ""이런 회사는 진심 완전 망했으면 좋겠음"" ""저주나 받아라",카카오맵,1,20.06.30.,74
2057,박태현,"여기는 도데체 뭘 도와줄 수 있는 업체인지 모르겠네요"" ""배터리 문제로 연락을 했는 데 20분간 부재이며 "" ""뭘 물어보면 나중에 연락 주겠다고만 하시네요 ㅎㅎ",카카오맵,1,20.06.27.,74
2058,강병구,"예약시간 30분 넘어서 자동차 픽업. 인수할때 30%만 차있는 전기차 처음봄. 보면알겠지만 일을 잘하지도 않고 열심히하지도 않고 친절하지도 않은 직원밖에 없음. 제주 자주가는편인데도 하루를 망쳤으니, 간만에 여행오시는 분들은 무조건 다른업체로",카카오맵,1,20.06.20.,74
2059,김주연,"위치만좋고 나머지는 다쓰래기네요 일단 개불친절합니다. 기분나쁠정도로 싸가지없이 일합니다. 일하는직원들이 전부 문신하고 양아치들만 있습니다."" ""셔틀버스도 사람많은시간 맞취서 운행하고해야하는데 아무생각없이 일합니다."" ""대기실도작고 화장실도 더럽고 이래저래 쓰래기 렌트카 업체입니다.1점도안깝네요",카카오맵,1,20.06.08.,74
2060,오솔길,"이런 니xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx내가 그냥 선택한걸 후회 하지만"" ""어쩌겠니...다신 안타",카카오맵,1,20.05.14.,74
2061,어휴,직원한테 쌍욕들어보긴처음ㅋㅋㅋㅋ 개 막장인곳이에요. 다들 피하세요!!!! 덤탱이 작정하고 씌웁니다. 경찰에 신고해야될 수준이에요.,카카오맵,1,20.05.09.,74
2062,우자원,"일단 셔틀버스 타면서부터 기사의 태도에 너무 화가나네요. 인사 한마디 없이 기계적으로 이름만 묻고.. 셔틀은 어찌나 낡고 지저분한지..  그리고 약관이 무슨 거의 협박수준.. 차안에 모래 한알도 안된다는 식에다가.. 금연인것 까지는 괜찮은데 블루렌트카 안에서 담배피는 차를 찍어보내면 5만원을 준다는 파파라치 제도는 진짜 할말이 없을 지경.. 고객을 뭘로 보고 이러는지.."" ""차는 세차도 안하고 세상 지저분한 상태로 빌려주면서 휠이랑 사이드미러 보험 안되니 사진찍어두고 알아서하라는 태도도 너무 어이가 없었네요. "" ""저렴하게 렌트한다고 이런 대접 받을거면 다시는 이용 안하려구요. 다른분들 이 댓글보고 블루렌트카 절대 이용하지 않으셨으면해요. 배짱장사하는 이런 업체는 장사 계속하면 안된다고 생각해요.",카카오맵,1,20.04.16.,74
2063,scarlet, ,카카오맵,1,20.04.06.,74
2064,김수민,처음엔 싼거 감안하고 쓰자 했지만 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이런덴 처음임. 후기중에 워셔액 안나온다는게 있어서 워셔액 잘 나오죠? 했는데 금방 전에 검사 다한다고 이상 없다고 함 근데 워셔액이 안나옴. 그래서 회사에 전화했더니 워셔액 없으면 채워야된다해서 채우려고 했더니 워셔액 꽉차있음. 알고봤더니 고장 . 그리고 여행중에 사고 났는데 뒷차 과실 100의 가벼운 접촉 사고였고 상대 차에서 바로 보험사 전화해서 처리해주셨음 그리고 상대 보험회사에서 다 처리 됬으니까 가도 괜찮다고함. 그래서 우리가족도 렌터카 회사 전화했는데 차 쌩쌩 달리는 2차사고 날수도 있는 위험한 상황에서 거기서 움직이면 절대 안된다고함. 진짜 차 쌩쌩 다니는데 잘못하다가 사고 날것같았음 상대 차주분도 다 처리 했는데 여기 위험한데 왜 움직이지 말라고 하는지 어이없어하셨음 ㅠ 여행 첫날부터 진짜 기분 안좋았고 다음부터는 돈 더주더라도 내 목숨 살수있는 렌터카 빌려야겠다는 생각이 들게해줌^^,카카오맵,1,20.03.29.,74
2065,이배현,처음 공항에서 렌트카로 갈데 셔틀버스가 너무 작아서 이용자의 반이상이 서서가고 복잡한거 빼곤 가격 저렴하고 괜챦은편.,카카오맵,4,20.03.25.,74
2066,JY🤹‍♀️,"전기차빌림."" ""차 빌릴때부터 경고메세지 뜨는 차 줘놓고 신경쓰지말라더니 갑자기 차 방전됨. 그리고 고객부담으로 일처리함.. 뭔가 긴급출동 기사랑 짜고 치는 느낌임.. 다신 이용안하기로 맘먹음. 돈 좀 더줘도 메이저급에서 차 빌리세요ㅠ",카카오맵,1,20.03.12.,74
2067,1___1,"1.가격은 저렴하긴 한데.. 이용하는 사람도 많고 셔틀도 한정되어 있어 차 받는데 시간이 오래걸립니다. 30분이상.  2.완전자차이지만 휠,타이어,사이드미러 손상은 보험에 미포함인데, 블박이 없어서 가슴 졸이며 운전했습니다. 말이 사이드미러이지 망가지면 십만원 이상이니까요."" ""3.전기차 하루 충전요금 4천원 선불인데, 48시간 빌리면 3일치 청구합니다.  "" ""결론: 시간에 여유가 있거나 혼자이신분은 괜찮은데 가족들 모시고",카카오맵,2,20.03.11.,74
2068,sunny,여기 차 새차고 직원분은 친절하신데 전화받으시는 직원분은 안친절 ㅋㅋ 차가 새거고 저렴해서 좋음,카카오맵,5,20.03.10.,74
2069,그저,"땡처리에서 예약한 후 이 댓글들을 봐서 정말 걱정이 태산이었다. 그러나 생각보다 무난하게 잘 쓰고 끝났다. 하지만 분명 문제가 있긴 했다.  1. 예약자 규모가 뻔히 있는데 줄 선 예약자의 30% 정도를 태울 작은 차가 셔틀로 왔다. 짐도 있으니 버스는 아수라장이었고 짐보다 못한 취급을 당하며 꾸역꾸역 탔어도 30%는 못 타서 남았다. 그들은 30분을 대기했을 것이다.  여기서 진짜 문제는 셔틀을 끌고 온 직원이었다. 기계도 그렇게 무관심하진 않겠다. 여행에 대한 설렘으로 얌전히 줄 선 예약자들이 버스를 타거나 말거나 아무 관심이 없었다. 지나가는 똥개가 곤란을 겪고 있어도 그렇게 영혼없는 얼굴로 바라보긴 어려울 듯. 그가 아무 책임도 해결도 관여도 안 해주니 모든 예약자들이 여기에서부터 불쾌해지기 시작했다.  사실 사무실이 좁긴했지만 접수 직원도 나쁘지 않았고, 인계하는 직원의 설명도 충분했다. 직원들이 소름끼치게 친절하지도 않았지만, 불친절하지도 않게 적당한 태도였다. 그러나 저 첫인상 개판 때문에 모두가 화가 났고, 이후 모든 절차에 다들 날카로워졌다. 어쩌면 많은 직원들이  왜 블루 손님들은 땍땍거리나 의아해 할지도 모른다. 그 첫인상 망치는 셔틀 직원 때문이라고 단언할 수 있다. 혹시 셔틀 직원이 여럿일 수 있으니 특정해서 적겠다. 3/6 금 오전 8시 반 셔틀 운행한 젊은 남성 얘기다.  2. 그외의 문제는 완전면책보험을 했음에도 사이드미러, 타이어, 휠은 보험 대상이 아니라는 것을  현장에서 알게 됐다는 것이다. 사진 찍어둬라, 네가 전액 물어야 한다, 어찌나 강조하던지 운전 내내 초긴장을 했다. 조금만 실수를 해도 덤터기 쓸 것 같은 불쾌감을 계속 준다.  여기서 웃기는 건 이미 휠에 숱한 손상 자국이 있었다는 것이다. 그걸 다 보상을 받았다면 수리를 해놨어야 하는 거 아닌가. 이용자에게 보상은 받고 수리는 안 해놓고, 누가 조금 실수하면 덤터기를 씌우는 건가  의심이 안 들 수 없는 지점이다. "" ""그래도 생각보다 반납 받는 직원의 태도가 선선해서 잘 끝났다."" ""하지만 업체 경영 상의 꼼수 때문에 직원들에게까지 경직되게 대하게 된 것은 부인할 수 없다.",카카오맵,3,20.03.09.,74
2070,김앤초이,"여행의 시작은 렌트카부터인데"" ""시작부터 기분 망치고 출발하네요ㅠㅜ",카카오맵,1,20.02.29.,74
2071,T9,"두번째 빌립니다 이용잘했습니다"" ""싸게 신차 몰고다녀서 좋았네요"" ""직원들 친절했습니다",카카오맵,5,20.02.15.,74
2072,나야나,"장점은 공항에서 위치가 가깝다는거 빼고는 없다. 이번에 4박5일 제주 여행하고 왔는데 렌터카 때문에 망칠뻔했다. 네비게이션은 업그레이드가 안되어 위치가 안나오고 엉뚱한 곳으로 데려다준다. 정비도 잘 안된건지 차에 비상등 계속 들어오고, 타이어 펑크났는데 완전자차여도 펑크는 해당안된다고 출장비 포함해서 4만5천원 따로 냈다. 전화 연락도 안되고 (그럴거면 야간접수 전화번호는 왜 써 있는지), 전기차 충전소 안내도 완전 성의없어서 안내해준 앱은 동작도 안하는거고, 충전비 좀 아끼려는지 환경부 충전기만 이용해야한다고 하고...  하여튼 차 때문에 고생좀 했네. 쿠팡에 싸게 떠서 이용했는데 꽝이었다. 아래 후기들 잘보시고 신중히 판단하시길... 작은것 아끼려다 큰것 놓치는 일 없길 바랍니다. (소탐대실)",카카오맵,1,20.02.08.,74
2073,파이프장인,"평가보고 걱정했는데 친절하고 좋았음. (엄청 친절은x)"" ""다음번에 또 이용할예정임.",카카오맵,5,20.01.24.,74
2074,G1,"후기를  전적으로믿으셔야 합니다!!! 차상태 안좋아서 교체하는데 차가지고 와야 한답니다......위험하지 않냐 하니 천천히 오래요... 그래서 편도1시간거리를 떨면서 갔습니다"" ""반납하고 셔틀기다리는데 30분마다 한대씩 있어요"" ""미니버스에 서서타고 낑겨타고 못탄 사람은 삼십분 더 기다려야 한대요",카카오맵,1,19.12.16.,74
2075,봉이형,"셔틀버스 엉망임"" ""여행 오자마자 기분안좋네요",카카오맵,1,19.12.15.,74
2076,황치동,지금것 이런 렌트업체는 없었다  이용한 렌트업체중 최악이네요 그래서근건가  관광지에서 렌트업체차량 볼수가 없네요,카카오맵,1,19.12.15.,74
2077,청준,"가격이 저렴함."" ""그게 전부임."" ""다시 이용 안 함",카카오맵,1,19.11.27.,74
2078,욤욤Pa~♥,"주행할때 차 상태가 안좋아서 교체했어요 ㅡㅡ"" ""그럴수도 있다 하지만, 교체하려면 직접 가지고 오라고해서 별2개",카카오맵,2,19.11.19.,74
2079,김지윤,"진짜 최악임. 여기 제발 이용하지마세요. (여기랑 라인렌트가 같은 곳임 참조) 장점 1.  싸다 (하지만 전기충전카드가 부숴져서 차에 총 쓴돈은 싸지 않았다. 단점 참조) 2. 가깝다 (왜냐면 셔틀 못타면 걸어가라고^^)  단점 1. 앱에 나와있는거랑 다른 차종으로 줌 2. 앞유리 진짜 더러운데 워셔액 없어서 물티슈로 닦음 3. 워셔액 없어서 전화해보니 그냥 미안하다고 하고 끝임. 근데 나중에 트렁크 열고 바닥뚜껑 열어보니 수납함에 워셔액 있었음 ㅠ... 이에 대한 안내가 1도 업음 4. 전기충전카드 부숴져있음. 태깅안됨. 회원번호로 할래도 비번누르라는데 비번안내 받은 적 없음. 급해서 우리돈으로 충전함. 이 돈 합치면 최근연식 더 좋은 전기차 대여 가능함ㅋ.. (나아중에 전화하니 비번알려주긴 했는데.. 태깅안되는 카드로 출고시킬거면 미리 알려줘야하는거 아닌가) 5. 불친절. 나한테 불친절한건 아니였는데 다른 손님들한테 대하는것 보니까 굳이 안해도 될 면박 엄청 줘서 옆에 있는 내가 다 속상. 특히 어리거나 중년여성 막대하는 느낌이니 엄마끼리 여행, 어린친구들 여행, 모녀여행엔 트윽히 비추임. 울엄마한테 저런식으로 말했으면 진짜 개빡쳤을듯. 6. 셔틀 작고 시간 안지킴. 비수기여행인데 셔틀 꽉차서 서서 이동함. 준성수기만 되어도 이용하다 빡칠듯함."" """" ""가깝고 싸다고 이 모든걸 감안할거면 말리진 않을게요. 60시간 정도에 17년 연식 전기차 6만원에 빌렸는데 만원 더 쓰고 그냥 다른 곳에서 깨끗한 요즘 전기차 빌리는게 나았을 것 같아요. 제주 여행 자주오고 항상 전기차만 빌려서 여행하는데 단연코 최악이였어요.",카카오맵,1,19.11.11.,74
2080,101_,서비스 셔틀 차령상태 모두 최악입니다. 밑에 리뷰들 사실입니다. 다시는 이용하지 않을 생각입니다.,카카오맵,1,19.11.02.,74
2081,감자,"차량상태는 매우만족 그러나 이용객에 비해 턱없이 모자란 셔틀"" ""30분 기다려 겨우탔으나 위험하게 서서 옴"" ""이정도 규모면 투자좀 더해서 배차간격 줄이는게 맞는듯",카카오맵,2,19.10.22.,74
2082,броня зайчик,"공항에서 내려서 좀 기다리고 차가 왔는데 봉고차가 왔어요 기다리는 사람은 많던데... 결국 저희 가족은 못 타서 한 20분 넘게 더 기다렸고요. 그렇게 기다려서 탔는데 꾸역꾸역 낑겨서 탔어요. 그마저도 다는 못 탐 "" ""그때 주변엔 다른 센터 차들 같은데 거의 버스로 데리러 와서 한번에 다 태워서 가더라고요."" ""직원들은 다들 별 말이 없어서 친절 여부는 잘 모르겠고, 차는 깨끗하고 편했어요.",카카오맵,2,19.10.19.,74
2083,.,"사실 처음 렌트카 업체를 예약하고 후기를 보았을때 취소해야 하나 고민 많이 했습니다. 이미 싸게 예약해서 그냥 빌렸는데 결과는 대만족 이었습니다!! 소나타로 예약했는데 그랜져로 업그레이드도 해주시고"" ""빌릴때와 반납할때 모두 신속하게 처리해주셔서 후기와 같은 불편함은 전혀 느끼지 않았습니다~"" ""예약하시는 분들 참고하시라고 후기 남겨요. 갑사합니다^^",카카오맵,5,19.10.09.,74
2084,범사에 감사하라♡,"이런 렌트카는 처음이예요ㅠ"" ""불친절하고 작은차 한대로 30분대기 헉"" ""기다는거는 그렇다쳐도 진짜 서비스 최악",카카오맵,1,19.09.15.,74
2085,morey, ,카카오맵,1,19.09.01.,74
2086,야생소년,"제주도를 너무 좋아해서 일년에 5~6회 가고 있는데.... 렌트카는 매번 쿠팡 통해서 합니다. 늘 만족하고 타고 있는데...."" """" ""헐... 이렇게 불친절하고 어이 없는 렌트카 업체가 걸린 건 처음이네요 ㅡㅡ^",카카오맵,1,19.08.24.,74
2087,뀨뀨,"6일이상은 문의로 문의하라고해서 전화했더니 "" ""안내원 일이 하기싫으신건지 딱딱말투에 어이가없어서 말도안나옵니다 저는 정중하게 인사하고 문의할걸 물어봤는데 진짜 무슨 생각으로 소속되서 일하는지 모르겠지만 사장이나 대표는 이 상황을 보면 참 답답하고 이런 기생충같은 직원은 참 책상 빼야겠다고 생각하네요 돈을 받고 일하는 이렇게 서비스하고 월급받아가는게 자신한테 부끄럽지않을까하는 생각이 들고 당당하게 자기 잘못을 건성으로 죄송하다고하고 일하는 사람 참 말도안나옵니다 다신 이용할일없습니다",카카오맵,1,19.08.09.,74
2088,미닝,요즘에 이렇게 장사하시는 업체 찾기도 힘들듯.. 군말 안할게요 여기 리뷰 백퍼 사실입니다..,카카오맵,1,19.08.07.,74
2089,윱,"1개도 아까워요 9시에 제주 공항 도착해서 10시에 차 빌리기로 했는데 렌트카 버스 오는데만 30분 걸렸어요 사람은 바글바글한데 버스는 작아서 여행인원 3명 이상인 사람들은 차 렌트하는 사람 제외하고는 공항에 남으라고 하고 ㅋㅋㅋ 심지어 뒤에 오신 분들은 버스 탑승도 못했어요 ㅎ 버스 타서 갔더니 차 받는 거 대기하는데만 또 30분 걸리고 전기차 빌렸는데 충전은 30퍼센트만 되어있고(50퍼 센트 넘게 충전되어있다고 해서 확인해보니까 35퍼 ㅎㅎ) 10분도 안움직였는데 2퍼센트 닳았습니다 ㅎㅎ... 개인 전기차 충전소에서는 충전 안되고 지정된 충전소에서만 할 수 있는것도 너무 불편하네요 ㅋㅋㅋ 전기차 처음 렌트했는데 설명도 대충대충 제발 다른 곳에서 렌트하시고 평소에 타던 차 렌트하시는 걸 추천드립니다 ㅎㅎ (+렌트카 안에 있는 충전소에는 충전도 못하게 되어있어요,,,^^)",카카오맵,1,19.08.06.,74
2090,노영주,"진짜 극혐이네 여기..확인안하고 반납한 내죄도있지만 적어도 성의는 보여야되는게 아닌가요?"" ""물품잃어버리면 안찾아줍니다 여기 세차하지도않고 그냥 바로 다시 렌트해버리는데 어케 찾아줄수 있나? 부탁을 그렇게 했는데..",카카오맵,1,19.07.19.,74
2091,찐리뷰,"싸도 여기 빌리지마세요."" ""차랑인수받는데도 시간 오래 걸리고"" ""공항 인접하지만 버스 배차시간 길어서 최악임",카카오맵,1,19.06.21.,74
2092,리쩐시,"별 1 주기도 아까움  서비스 너무 안좋타,,,,  아무리 싸도 여기서 빌리지 마세요 ㅋ 제발 빌ㄹ지마세요 ㅋ"" ""직원들도 4 가지없음~~~~~~ "" ""제주도 여행 망칠사람만 빌리십쇼~! 긴말안함!",카카오맵,1,19.06.18.,74
2093,min~진이,"별점도 아까워요! 제주 여행  첫날 부터  기분  망칠분들 여기 쓰세요 공항입구서  셔틀 타는데 부터 예약자확인한다는 핑계로   기다리는건 기본    것다가 버스도 작아서 동승자는 태워주지 않기도 하더라구여~~  도착해서  차량 인수 받는데 1시간은 기본 기다려야하고 우리는 8 시 예약했는데  차량을 9시50분에 받았어요 ~ 사무실 직원 한테  항의하니 규정대로 한거라며  2시간 안넘길테니 기다리라고 넘기면  환불해주냐니 그것도 안된담서 고래고래 악을쓰며대꾸 하드라구여  여기 렌트가 사장인지 아님 사장자체마인드가 그런건지..암튼 여행 내내 기분 나빴어요"" """" ""돈 몇만원 더주더라도 큰 렌트카 사용하세요",카카오맵,1,19.06.17.,74
2094,물고기,"평점이 너무 낮은데 다른 곳도 비슷해서 그냥 여기서 했어요 "" ""직원들 응대는 다 적당했고 말씨도 깔끔했어요",카카오맵,4,19.06.16.,74
2095,gusxo1727,5월 달에 예약 해논거 6월에 지들 멋대로 취소 하고 금액 측정 잘못되었다고 금액 2배로 올려놓고 예약한 중간 업체 잘못이라그러더니 전화 해보니 렌트카측 잘못이라함 잘못한거 인정도 인하고 후기도 찾아보니 쓰레기고 그냥 감당하고 했는데 진짜 쓰레기네 열받아서 보상이라도 해달라하니 성수기라20만원에 예약한차  40만원에 금액 2배 측정하고 10%할인해주겠다는 개소리만 해댐 그래서 더 싼 다른 업체 예약함 싸다고 대수가 아닙니다,카카오맵,1,19.06.14.,74
2096,SuNShiNE☆,밑에 평점들 보니 차 받은데 35분 기다린 전 양반이네요 여행시작부터 기분 최악!!! 대여에 대한 안내설명 한마디도 없음! 전기차 충전하러 가서 안되서 전화했더니 그제서야 전기차 충전방법 문자 보내옴 왜 리뷰가 이렇게 최악인지 경험하고 싶은 분들 블루렌트카로 고고~~,카카오맵,1,19.06.13.,74
2097,서소영,"와,,,,,,,,, 상담직원 기똥차게 상담하는 곳 사람 기분 잡치게 하는데  탁월함 지들 맘대로 차 변경됐다고 문자로 통보해서 옵션사항이 같은지 확인차 전화했더니"" ""두루뭉술하게 비슷하다로만 해서 정확이 뭐뭐있냐 물었더니 맘에 안들면 환불해라 ㅋㅋㅋㅋㅋㅋ"" ""응?? 갑자기???? 싸우자는건지 상담을 하는건지 간만에 전투력 상승하게 함",카카오맵,1,19.05.29.,74
2098,서진아,저렴하고 전기차 많은 것은 장점이지만 감수해야 할 점이 더 많음. 차 수령 엄청 느리고 셔틀도 늦게오고 직원도 불친절.,카카오맵,1,19.05.12.,74
2099,L,긴말 필요없고 첫날부터 기분잡치고 싶으신분들은 이용하시면 됩니다.,카카오맵,1,19.05.10.,74
2100,LOVE&amp;FREE,차받는데 한시간 셔틀타는데 40분 총 2시간 가령 소요.,카카오맵,1,19.05.04.,74
2101,;b,"차 상태는 무난햇습니다. 그런데 네비가 안되는거에요. 천천히 만져보면되겟지 하고 가다가 전화해서 어떻게 해야하냐니까 그냥 핸드폰으로 네비켜서 가던지 아니면 다시 렌트한곳으로 가서 교체해야된대요. 근데 핸드폰 거치대도 없고 너무 불편해서 지점으로 갓더니 교체해주는데도 시간 너무 오래걸리고 교체해준 네비도 진짜 구린걸롴ㅋㅋㅋㅋ아니 아무리바빠도 그런건 체크하고 미리 교체해줘야하잖아요 기름값이랑 시간도 낭비하는데ㅋㅋㅋㅋ"" ""그래서 그냥 차 렌트해서 출발하는데까지 한 3시간 쓴거같아요 공항에서 지점가고 가서 대기하고 차기다리고 네비교체하고....근데도 여기 장사 너무잘되고 사람 진짜 많더라고요 후 근데 전 다신 이용안할거에용",카카오맵,1,19.04.27.,74
